Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
No Magic;Send Reminder to Participants;Send;Reminder to Participants;send;reminder to participants;
Seminar Coordinator;Prepare Seminar Description;Prepare;Seminar Description;prepare;seminar description;
Key account manager;Send mail to support system;Send;mail to support system;send;mail to support system;
Marketing Manager;Prepare Seminar Description;Prepare;Seminar Description;prepare;seminar description;
Customer;Send credit request;Send;credit request;send;credit request;
Sales rep;Review request;Review;Request;;review request;
Reader;Make Reservation;Make;Reservation;make;reservation;
Nobel Committee Medicine;Write Recommendations Report;Write;Recommendations Report;write;recommendations report;
Sales staff;Develop proposal;Develop;proposal;develop;proposal;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;;2nd level ticket;
2nd Level Support Agent;Handle 2nd level issue;Handle;2nd level issue;handle;2nd level issue;
No Magic;Make Internal Seminar Anoucement;Make;Seminar;make;internal seminar anoucement;
Business participant;Order from supplier;Order from;supplier;;order from supplier;
Organization;Check Availability;Check;Availability;check;availability;
Warehouse;Pack Goods;Pack;Goods;pack;goods;
1st level support;Close Ticket;Close;Ticket;;close ticket;
Business participant;Checkout Book;Checkout;Checkout;;checkout book;
Firm;Interview;Interview;;;interview;
No Magic;Prepare Handouts;Prepare;Handouts;prepare;handouts;
Client;Select Car;Select;Car;select;car;
Hardware Retailer;Check if extra insurance is necessary;Check;extra insurance;check;extra insurance;
Bank;Review request;Review;Request;;review request;
Recruiter;Submit Offer;Submit;Offer;submit;offer;
Marketing Manager;Prepare Handouts;Prepare;Handouts;prepare;handouts;
1st level support;edit 1st level ticket;edit;1st level ticket;;1st level ticket;
Business participant;Prepare Results;Prepare;Results;prepare;results;
Client;Enter User and Dates;Enter;User|Dates;enter;user|dates;
Sales rep;Prepare contract;Prepare;contract;prepare;contract;
Business participant;Update Invoice;Update;Invoice;;update invoice;
Recruiter;Reject Application;Reject;Application;reject;application;
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;collect completed;forms;
Business participant;Checkout Reply;Checkout;Reply;;checkout reply;
1st Level Support Agent;Note 1st level result;Note;1st level result;;note 1st level result;
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;email|have|change;voters|votes;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;evaluate;participants number;
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;send;reminder to participants;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;store in;statistical system;
Sales staff;Change the terms of the offer;Change;terms of the offer;change;terms of the offer;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;insert;issue into product backlog;
User;Use application;Use;application;use;application;
Support Department;Connect Remotely to Client;Connect;Client;connect;client;
1st Level Support Agent;Document 1st level result;Document;1st level result;;document 1st level result;
Bank;Assess risks;Assess;risks;assess;risks;
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;;1st level ticket;
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;prepare;talk presentation;
Sales Department;Book Travel;Book;Travel;;book travel;
1st level support;Close ticket;Close;Ticket;;close ticket;
No Magic;Open Seminar;Open;Seminar;;open seminar;
Sales rep;Send quote;Send;quote;send;quote;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;reduce to;solutions;
Pizza Customer;Order a pizza;Order;pizza;order;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;collect;questionnaries;
Online Shop;Ship Goods;Ship;Goods;;ship goods;
Customer;Provide Customer Data;Provide;Customer Data;provide;customer data;
Bank;Calculate terms;Calculate;terms;calculate;terms;
Bank;Prepare contract;Prepare;contract;prepare;contract;
No Magic;Close Seminar;Close;Close Seminar;;close seminar;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;re|announce;vote with warning to voting members;
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;put;reservation to the waiting list;
Sales Representative;Check Stock Level;Check;Stock Level;check;stock level;
Recruiter;Collect Feedback;Collect;Feedback;collect;feedback;
Joan Doe;Assess risk;Assess;risk;assess;risk;
Cab Driver;Complete Assignment;Complete;Assignment;;complete assignment;
Librarian;Register Loan;Register;Loan;;register loan;
Customer Service Assistant;Create Customer Account;Create;Customer Account;create;customer account;
Technician;Update Case Status;Update;Case Status;update;case status;
Sales Department;Review request;Review;Request;;review request;
Seller;Fullfil the order;Fullfil;order;;fullfil the order;
Interviewer;Interview;Interview;;;interview;
1st level support;Send mail to account manager;Send;Mail to Account Manager;send;mail to account manager;
Reservation;Set Available Cars;Set;Available Cars;set;available cars;
Recruiter;Review Application;Review;application;;review application;
Business participant;Review Issue List;Review;Issue List;;review issue list;
Key account manager;Explain solution;Explain;solution;explain;solution;
Manager;Book Vacation;Book;Vacation;;book vacation;
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;resolve;communication problem|book order;
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;select;laureates|meeting 2;
Sales Department;Check Availability;Check;Availability;check;availability;
Sales staff;Close an offer;Close;offer;close;offer;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;send;invitations to customers;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;;store in marketing system client 200;
Client;Show Reservation;Show;Reservation;show;reservation;
Firm;Submit Offer;Submit;Offer;submit;offer;
Sales Representative;Request Pack Goods;Request;Pack Goods;;request pack goods;
Trouble Ticket System;Close ticket;Close;Ticket;;close ticket;
Marketing Manager;Register Participant;Register;Participant;register;participant;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;create;customer account;
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;note;2nd level result;
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;handle;2nd level issue;
Car House;Get Client Information;Get;Client Information;get;client information;
Support Department;Review & Escalate;Escalate;Review;review|escalate;;
Support Department;Update Case Status;Update;Case Status;update;case status;
Firm;Collect Feedback;Collect;Feedback;collect;feedback;
Business participant;Receive Vote;Receive;Vote;receive;vote;
delivery boy;Deliver the pizza;Deliver;pizza;deliver;pizza;
Seminar Coordinator;Close Seminar;Close;Seminar;;close seminar;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;send;invoice to customer;
Pizza Customer;Pay the pizza;Pay;pizza;pay;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;;request quotes from carriers;
clerk;Calm customer;Calm;Customer;;calm customer;
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;inform;customer about overdue payment;
Online Shop;Request Pack Goods;Request;Pack Goods;;request pack goods;
1st level support;Open ticket;Open;Ticket;;open ticket;
Developer;Notify user;Notify;user;notify;user;
Sales staff;Send an offer to the client;Send;offer to the client;send;offer to the client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;;1st level ticket;
Sales staff;Fullfil the order;Fullfil;order;;fullfil the order;
Reader;Use Item;Use;Item;use;item;
Car House;Submit Car Reservation;Submit;Car Reservation;submit;car reservation;
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;send;candidates assessment report;
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;verify;customer identity;
delivery boy;Receive payment;Receive;payment;receive;payment;
Online Shop;Pack Goods;Pack;Goods;pack;goods;
Business participant;Announce Issues;Announce;Issues;announce;issues;
Support Manager;Update Client on Delay;Update;Client on Delay;update;client on delay;
Storyboard;Storyboard (full day);;Storyboard|full day;;storyboard|full day;
Building;Site is developed (2 days);is developed;Site|2 days;developed;site|days;
Building;Site design (10 days);;Site design|10 days;;site design|days;
Building;Building (3 days);;Building|3 days;;building|days;
review;review activity (1 day);;review activity|1 day;;review activity|day;
end;approval of the site (half a day);;approval of the site|day;;approval of the site|day;
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;adds incoming|archives;mail date|records letter;
Charles (admi);tel call to sender to complete;;tel call|sender;complete;tel call to sender to;
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;empties|checks;mails in the mailbox;
Charles (admi);adds new member to the member register;adds;new member to the member register;adds;new member to the member register;
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;sends|explaines;letter to person;
Charles (admi);adds in the member register;adds in;member register;adds in;member register;
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";prepare|send;invoices|letter to customer;
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";prints|send to;membership card|new customer;
Miranda;will decide if member or not;decides;member;decide;member;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";stamps|writes;new member|date;
Miranda;calculates fees for the new members;calculates;fees for the new members;calculates;fees for the new members;
customer;payments will transfer;wills transfer;payments;transfer;payments;
customer;Receive membership card;receives;membership card;receive;membership card;
Customer;Inquire about availability of products;inquires about;availability of products;inquire about;availability of products;
Customer;Submit purchase order;submits;purchase order;submit;purchase order;
Customer;Send payment;sends;payment;send;payment;
Accounting;Prepare invoice;prepares;invoice;prepare;invoice;
Accounting;Process payment;processes;payment;;process payment;
Accounting;Send reminder to customer;sends;reminder to customer;send;reminder to customer;
Sales;Create and submit the quotation;creates|submits;quotation;create|submit;quotation;
Sales;Create sales order;creates;sales order;create;sales order;
Warehouse;Backorder missing items;backorders;missing items;;backorder missing items;
Warehouse;Update sales order;updates;sales order;update;sales order;
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;assemble;shipment|packing list;
Accounting;Enter PO Information;enters;PO Information;enter;po information;
Accounting;Enter goods receipt information;enters;goods receipt information;enter;goods receipt information;
Accounting;Verify invoice accuracy;verifies;invoice accuracy;verify;invoice accuracy;
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;select|send;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;request for;more stock;
Customer;Send inquiry;sends;inquiry;send;inquiry;
Customer;Fill out application form;fills out;application form;fill out;application form;
Customer;Process documents;processes;documents;;process documents;
Supervisor;Expedite the assessment process;expedites;assessment process;expedite;assessment process;
CSR;Send mortgage application form;sends;mortgage application form;send;mortgage application form;
CSR;Review application form;reviews;application form;;review application form;
CSR;Send a reminder to customer;sends;reminder to customer;send;reminder to customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";inform;customer|close transaction;
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;inform;customer of rejection;
Mortgage Specialist;Archive details;archives;details;;archive details;
Customer;Submit insurance claim;submits;insurance claim;submit;insurance claim;
Customer;Supply more information;supplies;more information;supply;more information;
Supervisor;Review the claim;reviews;claim;review;claim;
Supervisor;Decide to accept or reject claim;decides;claim;decide|accept|reject;claim;
Claim Adjuster;Review the claim;reviews;claim;review;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;decide|accept|reject;claim;
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;send to;supervisor for review;
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;inform;customer of rejection reasons;
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;send;claim payment to customer;
Customer Service;Review the claim;reviews;claim;review;claim;
Customer Service;Contact customer for details;contacts;customer for details;contact;customer for details;
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;;forward claim to claim adjuster;
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";bring|describe;computer to acm|problem;
Customer;Authorize the repair;authorizes;repair;authorize;repair;
Customer;Take computer back;takes;computer;take;computer;
Technician;Diagnose the problem;diagnoses;problem;diagnose;problem;
Technician;Ask Store Owner to complete the repair;asks;Store Owner;ask|complete;store owner to|repair;
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";complete;repair|test computer;
Technician;File a report about the repair;files;report about the repair;file;report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;create;estimate of repair time|cost;
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;assign|repair;technician to|problem;
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";;complete repair|test computer;
Store Owner;File a report about the repair;files;report about the repair;file;report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;inform;customer of repair completion;
Store Owner;Inform customer of inability to fix;informs;customer of inability;inform|fix;customer of inability to;
lecturer;check process model;checks;process model;check;process model;
lecturer;assign negative points;assigns;negative points;assign;negative points;
lecturer;check the process and assign points;"checks;assigns";"Process;points";check|assign;process|points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";check|consult;progress|problems;
team;agree on team domain;agrees on;team domain;agree on;team domain;
team;analyse the field of study;analyses;field of study;analyse;field of study;
team;assign roles in the tem;assigns;roles in the tem;assign;roles in the tem;
team;present the project;presents;project;present;project;
student;join team;joins;team;join;team;
student;create one process model;creates;process model;create;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fix;problem at the next seasion;
student;extend the process to L2,3;extends;process to L2;extend;process to l2;
student;perform work according to role;performs;work|role;perform|according to;work|role;
Checked department;hand in details of their work;hands in;details|work;;hand in details|work;
Auditor;Look for essential problems within company;looks for;essential problems within company;look for;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;look f;preciese information;
Auditor;statement of employees' work;;statement of employees work;;statement of employees' work;
Auditor;consult with employes;consults with;employes;consult with;employes;
Auditor;general statement;;general statement;;general statement;
Auditor;deeper look into a company;;deeper look into a company;look into;company;
examiner;get to know the case;gets to know;case;get|know;case;
examiner;first evaluation;;first evaluation;;first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";contact|consult;insurer|case;
examiner;final evaluation;;final evaluation;;final evaluation;
Insurance company;a shady incident;;shady incident;;shady incident;
Insurance company;analyse details of the case;analyses;details of the case;analyse;details of the case;
Insurance company;report for insurer;;report for insurer;report for;insurer;
insurer;hand in details of an accident;;hand in details of an accident;;hand in details of an accident;
insurer;enter a protest;enters;protest;enter;protest;
Customer;Review the Venders;reviews;Venders;review;venders;
Customer;Send the RFQ;sends;RFQ;send;rfq;
Customer;Review The Sales Quote;reviews;Sales Quote;review;sales quote;
Sales;Communicate with the Customer;communicates with;Customer;communicate with;customer;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";review|generate;pricing options|sales quote;
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;produce|tested;l|m cost estimates laser;
Finance;Adding The Overhead Cost;adds;Overhead Cost;adding;overhead cost;
Finance;Generate Pricing Options;generates;Pricing Options;generate;pricing options;
Customer;Create RFQ;creates;RFQ;create;rfq;
Customer;Review Sales Quote;reviews;Sales Quote;;review sales quote;
Customer;Review the Vendors;reviews;Vendors;review;vendors;
Customer;Review the Sales Quote;reviews;Sales Quote;review;sales quote;
Sales;Verify the RFQ;verifies;RFQ;verify;rfq;
Engineering;Produce L&M Cost;produces;M Cost;produce;l|m cost;
Finance;Adding the Overhead Cost;adds;Overhead Cost;adding;overhead cost;
Reporter;Write Incident Report;writes;Incident Report;write;incident report;
Analyst;Comment arrangements;comments;arrangements;;comment arrangements;
reporter;report incident;reports;incident;report;incident;
reporter;note incident number and -code;notes;Incident number|code;note;incident number|code;
reporter;answer request;answers;request;;answer request;
agent;answer request provision;answers;request provision;;answer request provision;
activiti process engine;report incident;reports;incident;report;incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;dei|##ify;##dent|incident step 1;
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;;deidentifiy incident step 2;
activiti process engine;analyze incident;analyzes;incident;analyze;incident;
activiti process engine;answer request by reporter;answers;request by reporter;;answer request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;answered;request by reporter|list;
activiti process engine;answer request by agent;answers;request by agent;;answer request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;answered;request by agent|list;
analyst;analyze incident;analyzes;incident;analyze;incident;
Customer;Review the sales quote;reviews;sales quote;review;sales quote;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;review|generate;pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;produce;l|m cost estimates;
Finance;Adding the Overhead cost;adds;Overhead cost;adding;overhead cost;
Finance;Generate pricing options;generates;pricing options;generate;pricing options;
Customer;Submit the Insurance Claim;submits;Insurance Claim;submit;insurance claim;
CSR;Review the claim;reviews;claim;review;claim;
CSR;communicate with the customer;communicates with;customer;communicate with;customer;
Claim Adjuster;Evaluate the claim;evaluates;claim;evaluate;claim;
Claim Adjuster;send payment;sends;payment;send;payment;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;send;rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;claim;evaluate;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;create;purchase order 2;
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;create;billing document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;;incoming payment;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;;display stock|requirements list;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;create;transfer order for delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;create;purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;;goods receipt for purchase order;
PRODUCTION PLANNER;MRP Run;;MRP Run;;mrp run;
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;create;production order 2;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;;production order confirmation|production of motorcycle 2x;
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;create;sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;;outbound delivery with order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;check;inventory for finished goods;
sales;verify RFQ;verifies;RFQ;verify;rfq;
sales;Send to Customer;sends to;Customer;send to;customer;
sales;Generate sales Quotes;generates;sales Quotes;generate;sales quotes;
Finance;Produced labor and materal costs;produces;labor|materal costs;produced;labor|materal costs;
Engineering;Add overhead cost;adds;overhead cost;add;overhead cost;
Customer;Generate RFQ;generates;RFQ;generate;rfq;
Customer;Analyze Sales Quote;analyzes;Sales Quote;analyze;sales quote;
Volley Club;emptying the mailbox;empties;mailbox;emptying;mailbox;
Volley Club;Phonecall to complete data;;Phonecall to complete data;;phonecall to complete data;
Volley Club;Recording an archieving;records;archieving;recording;archieving;
Volley Club;add to the register;adds to;register;add to;register;
Volley Club;write down member fee into register;writes down;member fee into register;write down;member fee into register;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;rejecting;letter with explanation;
Volley Club;print membership cards;prints;membership cards;print;membership cards;
Volley Club;send membership cards;sends;membership cards;send;membership cards;
Miranda;new member for the club?;;new member for the club;;new member for the club;
Miranda;stamp the letter;stamps;letter;stamp;letter;
Miranda;calculkate member fee;;calculkate member fee;;calculkate member fee;
candidate;sending letter;sends;letter;sending;letter;
candidate;Phonecall with Charles;;Phonecall with Charles;;phonecall with charles;
candidate;get rejected;gets rejected;;rejected;;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;has|pay;membership;
candidate;pays the fee;pays;fee;pays;fee;
candidate;does not pay the fee;pays;fee;pay;fee;
Web Designer;First informational meeting;;First informational meeting;;first informational meeting;
Web Designer;Design site;designs;site;;design site;
Web Designer;Develop site;develops;site;develop;site;
Web Designer;Prepare content;prepares;content;prepare;content;
Web Designer;Marketing review;;Marketing review;;marketing review;
Web Designer;Final version of content;;Final version of content;;final version of content;
Web Designer;Building the site;builds;site;building;site;
Web Designer;Review activity;reviews;activity;;review activity;
Web Designer;Approval of the site;;Approval of the site;;approval of the site;
Web Designer;Storyboard;;Storyboard;;storyboard;
Miranda;emptying the letterbook;empties;letterbook;emptying;letterbook;
Miranda;rejecting the candidate;rejects;candidate;rejecting;candidate;
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";accepting|sending;candidate|letter to charles;
Miranda;calculating the member fee for every person;calculates;member fee for every person;calculating;member fee for every person;
Miranda;giving the fee data to Charles;gives;fee data to Charles;giving;fee data to charles;
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";empties|check for;mailbox|missing information;
Charles;Phonecall to complete data;;Phonecall to complete data;;phonecall to complete data;
Charles;recording and archiving;;recording|archiving;;recording|archiving;
Charles;sending of rejection letter;sends of;rejection letter;;sending of rejection letter;
Charles;add member to register;adds;member to register;add;member to register;
Charles;sending the data to Miranda;sends;data to Miranda;sending;data to miranda;
Charles;writing the fees into the register;writes;fees into the register;writing;fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;preparing;invoice for new candidates;
Charles;waiting for payment of the fees;waits for;payment of the fees;waiting for;payment of the fees;
Charles;prints the membership card;prints;membership card;prints;membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;send;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;backup of database;
Backup;Check the CRM for new registers;checks;CRM for new registers;check;crm for new registers;
Backup;write the registers into the existing table;writes;registers into the|table;write|existing;registers|table;
Backup;alert the supervisor;alerts;supervisor;alert;supervisor;
Backup;Produce a new table;produces;new table;produce;new table;
Backup;send it to the account manager;sends;account manager;send;account manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;check|filled;crm|new returns;
Backup;reconcile with the existing;reconciles with;existing;reconcile with|existing;;
Backup;message to the supervisor;messages to;supervisor;;message to the supervisor;
Backup;register;registers;;;register;
Customer Service Representative;update case details;updates;case details;update;case details;
Customer Service Representative;archive;;archive;;archive;
Customer Service Representative;cancellation;;cancellation;;cancellation;
Customer Service Representative;moved to administration for completion;moves to;administration for completion;moved to;administration for completion;
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;generate;message for outstanding documents;
commitee members;check diaries and for conflicts;checks;diaries|conflicts;check;diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";check|suggest;dates|modifications;
support officer;update group calendar;updates;group calendar;;update group calendar;
support officer;create meeting folders;creates;meeting folders;create;meeting folders;
support officer;ensure that all documents are uploaded;ensures;documents;ensure|uploaded;documents;
coordination unit;schedule meetings;schedules;meetings;schedule;meetings;
coordination unit;add draft dates;adds;draft dates;add;draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;reche|##ck;dates|potential conflicts;
coordination unit;create final schedule;creates;final schedule;create;final schedule;
coordination unit;finalize schedule;finalizes;schedule;finalize;schedule;
Sales and Marketing;Check customer;checks;customer;check;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;;place order in erp system;
Sales and Marketing;Check product availability;checks;product availability;check;product availability;
Sales and Marketing;Reject the order;rejects;order;reject;order;
Sales and Marketing;Invoice the customer;invoices;customer;invoice;customer;
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;send;christmas card every year;
Production;Start production;starts;production;start;production;
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;take;product from the warehouse;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;prepare;product for shipment;
Logistics and Distribution;Deliver the product;delivers;product;deliver;product;
Accounting;Check reminder >3;checks;reminder;check;reminder;
Accounting;Check bank account;checks;bank account;check;bank account;
Accounting;Send reminder;sends;reminder;send;reminder;
Legal department;Take legal actions;takes;legal actions;take;legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;validated;invoices to the registry;
Validation Department;Update Status to Validated;updates;Status to Validated;validated;update status;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;receiving validated;invoices;
The Registry;Sorting by vendors;sorts by;vendors;sorting by;vendors;
The Registry;Sorting by Payment Date;sorts by;Payment Date;sorting by;payment date;
The Registry;Archiving Invoices;archives;Invoices;##iving;arch|invoices;
The Registry;Relocating an Archived Invoice;relocates;Invoice;relocating|archived;invoice;
Payment Department;Process Weekly Payment;processes;Weekly Payment;process;weekly payment;
Payment Department;Generate Payment Report;generates;Payment Report;generate;payment report;
Payment Department;Send report to Client;sends;report to Client;send;report to client;
Payment Department;Send Report to the Registry;sends;Report to the Registry;send;report to the registry;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;send;report to accounts|##vable department;
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;generate;monthly invoices;
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;send;invoice to client;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;receive;payment from client;
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;sends;client|invoice to ssp;
Admin Department;Sort invoice by client;sorts;invoice by client;sort;invoice by client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;;sub|sort invoices by vendor;
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;attach;invoice entry form;
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;fill out;invoice entry form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;check;invoice for completeness;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;allocate to;data entry personel;
Mail Centre;Categorise Mail;categorises;Mail;categorise;mail;
Mail Centre;Return invoice to client to complete;returns;invoice to client;return|complete;invoice to client to;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;return;non|complaint invoice to client;
Validation Department;Sort invoices by client;sorts;invoices by client;sort;invoices by client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;print|sorted by;invoice validation report|client;
Validation Department;Validate data entry for invoice;validates;data entry for invoice;validate;data entry for invoice;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;update|validated;invoice batch;
The Registry;Pay Invoice;pays;Invoice;pay;invoice;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;leave;invoice|next pay run;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;generate;monthly invoice report for client;
Account Receivable Department;Sort by Vendor;sorts by;Vendor;;sort by vendor;
Account Receivable Department;Archive Invoice;archives;Invoice;;archive invoice;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;create;vendor master record;
Admin Department;Recall Client's SLA;recalls;Client|SLA;recall;client'|sla;
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;;search excel spreadsheet for sla;
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;write;sla on invoice entry form;
SSP Clients;Forward Invoice;forwards;Invoice;;forward invoice;
SSP Clients;Complete Invoice;completes;Invoice;;complete invoice;
SSP Clients;Determine correct compliance information;determines;correct compliance information;determine;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;notify;vendor of invoice payment;
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;pay;monthly invoice;
SSP Clients;Modify information for compliance;modifies;information for compliance;modify;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;check;invoice|sla;
Admin Department;Return Invoice to Client;returns;Invoice to Client;return;invoice to client;
Admin Department;Send Reminder Letter;sends;Reminder Letter;send;reminder letter;
Admin Department;Phone client to request required information;"phones;requests";"client;required information";request required;phone client to|information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;;complete invoice entry form with compliance information;
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;enter;master record request form;
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;enter;vendor code on invoice entry form;
