Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
1st level support;edit 1st level ticket;edit;1st level ticket;edit;1st level ticket;
Business participant;Prepare Results;Prepare;Results;;;
Client;Enter User and Dates;Enter;User|Dates;;;User
Sales rep;Prepare contract;Prepare;contract;;;
Business participant;Update Invoice;Update;Invoice;;;
Recruiter;Reject Application;Reject;Application;;;
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;;;Collect Completed
Business participant;Checkout Reply;Checkout;Reply;;;
1st Level Support Agent;Note 1st level result;Note;1st level result;;1st level result;
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;Voters|have to|Change;;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;;;Evaluate Participants
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;Reminder to;;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;Store in;;Statistical
Sales staff;Change the terms of the offer;Change;terms of the offer;;terms of the offer;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;Issue into;;Product
User;Use application;Use;application;;application;
Support Department;Connect Remotely to Client;Connect;Client;Remotely to;;
1st Level Support Agent;Document 1st level result;Document;1st level result;;1st level result;
Bank;Assess risks;Assess;risks;;Assess risks;
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;;1st level ticket;
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;;;Prepare Talk
Sales Department;Book Travel;Book;Travel;;;
1st level support;Close ticket;Close;Ticket;;ticket;
No Magic;Open Seminar;Open;Seminar;;;
Sales rep;Send quote;Send;quote;;quote;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;Reduce to;;Two
Pizza Customer;Order a pizza;Order;pizza;Order;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;;;
Online Shop;Ship Goods;Ship;Goods;;;
Customer;Provide Customer Data;Provide;Customer Data;;;Provide Customer
Bank;Calculate terms;Calculate;terms;;;
Bank;Prepare contract;Prepare;contract;;;
No Magic;Close Seminar;Close;Close Seminar;;;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;;members;Re|Announce Vote|Warning|Voting
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;Reservation to;;Waiting
Sales Representative;Check Stock Level;Check;Stock Level;;;Check Stock
Recruiter;Collect Feedback;Collect;Feedback;;;
Joan Doe;Assess risk;Assess;risk;;risk;
Cab Driver;Complete Assignment;Complete;Assignment;;;
Librarian;Register Loan;Register;Loan;;;
Customer Service Assistant;Create Customer Account;Create;Customer Account;;;Create Customer
Technician;Update Case Status;Update;Case Status;;;Update Case
Sales Department;Review request;Review;Request;;request;
Seller;Fullfil the order;Fullfil;order;;order;
Interviewer;Interview;Interview;;;;
1st level support;Send mail to account manager;Send;Mail to Account Manager;mail to;account manager;
Reservation;Set Available Cars;Set;Available Cars;;;Set Available
Recruiter;Review Application;Review;application;;;
Business participant;Review Issue List;Review;Issue List;;;Review Issue
Key account manager;Explain solution;Explain;solution;;solution;
Manager;Book Vacation;Book;Vacation;;;
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;;Communication Problem|Book
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;;;Select Laureates|Meeting
Sales Department;Check Availability;Check;Availability;;;
Sales staff;Close an offer;Close;offer;;offer;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;Invitations to;;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;Store in;;Marketing System Client
Client;Show Reservation;Show;Reservation;;;
Firm;Submit Offer;Submit;Offer;;;
Sales Representative;Request Pack Goods;Request;Pack Goods;;;Request Pack
Trouble Ticket System;Close ticket;Close;Ticket;;ticket;
Marketing Manager;Register Participant;Register;Participant;;;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;;;Create Customer
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;;2nd level result;
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;;;Level
Car House;Get Client Information;Get;Client Information;;;Get Client
Support Department;Review & Escalate;Escalate;Review;;;
Support Department;Update Case Status;Update;Case Status;;;Update Case
Firm;Collect Feedback;Collect;Feedback;;;
Business participant;Receive Vote;Receive;Vote;;;
delivery boy;Deliver the pizza;Deliver;pizza;;pizza;
Seminar Coordinator;Close Seminar;Close;Seminar;;;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;Invoice to;;
Pizza Customer;Pay the pizza;Pay;pizza;;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;;quotes from carriers;
clerk;Calm customer;Calm;Customer;;customer;
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;Customer about;;Overdue
Online Shop;Request Pack Goods;Request;Pack Goods;;;Request Pack
1st level support;Open ticket;Open;Ticket;;ticket;
Developer;Notify user;Notify;user;;user;
Sales staff;Send an offer to the client;Send;offer to the client;;offer to the client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;;;Level
Sales staff;Fullfil the order;Fullfil;order;;order;
Reader;Use Item;Use;Item;;;
Car House;Submit Car Reservation;Submit;Car Reservation;;;Submit Car
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;;;Candidates Assessment
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;;;Verify Customer
delivery boy;Receive payment;Receive;payment;;payment;
Online Shop;Pack Goods;Pack;Goods;;;
Business participant;Announce Issues;Announce;Issues;;;
Support Manager;Update Client on Delay;Update;Client on Delay;Client on;;
Storyboard;Storyboard (full day);;Storyboard|full day;;full day;Storyboard
Building;Site is developed (2 days);is developed;Site|2 days;;days;
Building;Site design (10 days);;Site design|10 days;;design|days;
Building;Building (3 days);;Building|3 days;;3 days;Building
review;review activity (1 day);;review activity|1 day;;review activity ( 1 day;
end;approval of the site (half a day);;approval of the site|day;;approval of the site|day;
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;;incoming mail date|letter;
Charles (admi);tel call to sender to complete;;tel call|sender;tel|complete;call;sender
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;;;mails
Charles (admi);adds new member to the member register;adds;new member to the member register;;new member to the member register;
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;explaines;letter to person;
Charles (admi);adds in the member register;adds in;member register;;member register;
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";prepare|send;letter to customer;invoices
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";prints|send to;membership card|new customer;
Miranda;will decide if member or not;decides;member;decide if|member;;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";;stamps|new member|date;'&
Miranda;calculates fees for the new members;calculates;fees for the new members;;fees for the new members;
customer;payments will transfer;wills transfer;payments;transfer;payments;
customer;Receive membership card;receives;membership card;;membership card;
Customer;Inquire about availability of products;inquires about;availability of products;Inquire about;availability of products;
Customer;Submit purchase order;submits;purchase order;;purchase order;
Customer;Send payment;sends;payment;;payment;
Accounting;Prepare invoice;prepares;invoice;;;
Accounting;Process payment;processes;payment;;payment;
Accounting;Send reminder to customer;sends;reminder to customer;;reminder to customer;
Sales;Create and submit the quotation;creates|submits;quotation;Create|submit;;
Sales;Create sales order;creates;sales order;;sales order;
Warehouse;Backorder missing items;backorders;missing items;;missing items;
Warehouse;Update sales order;updates;sales order;;sales order;
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;;shipment|packing list;
Accounting;Enter PO Information;enters;PO Information;;;Enter PO
Accounting;Enter goods receipt information;enters;goods receipt information;;goods receipt information;
Accounting;Verify invoice accuracy;verifies;invoice accuracy;;;invoice
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;Select|send;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;;more stock;
Customer;Send inquiry;sends;inquiry;;inquiry;
Customer;Fill out application form;fills out;application form;Fill out;application form;
Customer;Process documents;processes;documents;;documents;
Supervisor;Expedite the assessment process;expedites;assessment process;;assessment process;
CSR;Send mortgage application form;sends;mortgage application form;;mortgage application form;
CSR;Review application form;reviews;application form;;application form;
CSR;Send a reminder to customer;sends;reminder to customer;;reminder to customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";Inform|close;customer|transaction;
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;;customer of rejection;
Mortgage Specialist;Archive details;archives;details;;details;
Customer;Submit insurance claim;submits;insurance claim;;insurance claim;
Customer;Supply more information;supplies;more information;;more information;
Supervisor;Review the claim;reviews;claim;;claim;
Supervisor;Decide to accept or reject claim;decides;claim;accept|reject;claim;
Claim Adjuster;Review the claim;reviews;claim;;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;accept|reject;claim;
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;Send to;supervisor for review;
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;;customer of rejection reasons;
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;claim;payment to customer;
Customer Service;Review the claim;reviews;claim;;claim;
Customer Service;Contact customer for details;contacts;customer for details;;customer for details;
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;claim to|claim;;
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";Bring|ACM|describe;computer|problem;
Customer;Authorize the repair;authorizes;repair;;repair;
Customer;Take computer back;takes;computer;;computer;
Technician;Diagnose the problem;diagnoses;problem;;problem;
Technician;Ask Store Owner to complete the repair;asks;Store Owner;complete;repair;Store Owner
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";;repair|test computer;
Technician;File a report about the repair;files;report about the repair;;report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;;estimate of repair time|cost;
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;Assign|repair;technician|problem;
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";repair|test;computer;
Store Owner;File a report about the repair;files;report about the repair;;report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;;customer of repair completion;
Store Owner;Inform customer of inability to fix;informs;customer of inability;fix;customer of inability;
lecturer;check process model;checks;process model;check;process model;
lecturer;assign negative points;assigns;negative points;assign;negative points;
lecturer;check the process and assign points;"checks;assigns";"Process;points";check|assign;process|points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";check|consult;progress|problems;
team;agree on team domain;agrees on;team domain;agree on;team domain;
team;analyse the field of study;analyses;field of study;;field of study;
team;assign roles in the tem;assigns;roles in the tem;assign;roles;
team;present the project;presents;project;present;project;
student;join team;joins;team;join;team;
student;create one process model;creates;process model;create;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fix;problem;
student;extend the process to L2,3;extends;process to L2;extend;process;L2
student;perform work according to role;performs;work|role;perform;work|role;
Checked department;hand in details of their work;hands in;details|work;hand in;details|work;
Auditor;Look for essential problems within company;looks for;essential problems within company;;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;look;information;fo preciese
Auditor;statement of employees' work;;statement of employees work;;statement of employees' work;
Auditor;consult with employes;consults with;employes;consult with;;
Auditor;general statement;;general statement;;general statement;
Auditor;deeper look into a company;;deeper look into a company;look into;company;
examiner;get to know the case;gets to know;case;get to|know;case;
examiner;first evaluation;;first evaluation;;first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";contact|consult;case;insurer
examiner;final evaluation;;final evaluation;;final evaluation;
Insurance company;a shady incident;;shady incident;;shady incident;
Insurance company;analyse details of the case;analyses;details of the case;;details of the case;
Insurance company;report for insurer;;report for insurer;report for;;
insurer;hand in details of an accident;;hand in details of an accident;hand in;details of an accident;
insurer;enter a protest;enters;protest;enter;protest;
Customer;Review the Venders;reviews;Venders;;;
Customer;Send the RFQ;sends;RFQ;;;
Customer;Review The Sales Quote;reviews;Sales Quote;;;The Sales
Sales;Communicate with the Customer;communicates with;Customer;Communicate with;;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";;;Pricing Options|Generate Sales
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;;;Produce L|M Cost Estimates Laser
Finance;Adding The Overhead Cost;adds;Overhead Cost;;;The Overhead
Finance;Generate Pricing Options;generates;Pricing Options;;;Generate Pricing
Customer;Create RFQ;creates;RFQ;;;
Customer;Review Sales Quote;reviews;Sales Quote;;;Review Sales
Customer;Review the Vendors;reviews;Vendors;;;
Customer;Review the Sales Quote;reviews;Sales Quote;Review;;Sales
Sales;Verify the RFQ;verifies;RFQ;;;
Engineering;Produce L&M Cost;produces;M Cost;;;Produce L|M
Finance;Adding the Overhead Cost;adds;Overhead Cost;Adding;;Overhead
Reporter;Write Incident Report;writes;Incident Report;;;Write Incident
Analyst;Comment arrangements;comments;arrangements;;Comment arrangements;
reporter;report incident;reports;incident;report;incident;
reporter;note incident number and -code;notes;Incident number|code;note;incident number|- code;
reporter;answer request;answers;request;answer;request;
agent;answer request provision;answers;request provision;;answer request provision;
activiti process engine;report incident;reports;incident;report;incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;;incident step;
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;;incident step;
activiti process engine;analyze incident;analyzes;incident;analyze;incident;
activiti process engine;answer request by reporter;answers;request by reporter;answer;request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;;request by reporter ( list;
activiti process engine;answer request by agent;answers;request by agent;answer;request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;;request by agent ( list;
analyst;analyze incident;analyzes;incident;analyze;incident;
Customer;Review the sales quote;reviews;sales quote;;sales quote;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;generate;pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;;;Produce L|M Cost
Finance;Adding the Overhead cost;adds;Overhead cost;;cost;Overhead
Finance;Generate pricing options;generates;pricing options;;pricing options;
Customer;Submit the Insurance Claim;submits;Insurance Claim;Submit;;Insurance
CSR;Review the claim;reviews;claim;;claim;
CSR;communicate with the customer;communicates with;customer;communicate with;customer;
Claim Adjuster;Evaluate the claim;evaluates;claim;;claim;
Claim Adjuster;send payment;sends;payment;send;payment;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;send;rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;claim;evaluate;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;;order;Purchase
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;;;Create Billing
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;;;Post Incoming
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;;stock /|list;Requirements
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;;order|note;Transfer|Delivery
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;;;Create Purchase
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;Receipt for;order;Purchase
PRODUCTION PLANNER;MRP Run;;MRP Run;;;
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;;order;Production
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;;confirmation|Production of motorcycle;Order
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;;sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;Delivery with;order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;;inventory for finished goods;
sales;verify RFQ;verifies;RFQ;verify;;
sales;Send to Customer;sends to;Customer;Send to;;
sales;Generate sales Quotes;generates;sales Quotes;;Generate sales;
Finance;Produced labor and materal costs;produces;labor|materal costs;;labor|materal costs;
Engineering;Add overhead cost;adds;overhead cost;;overhead cost;
Customer;Generate RFQ;generates;RFQ;;;
Customer;Analyze Sales Quote;analyzes;Sales Quote;;;Analyze Sales
Volley Club;emptying the mailbox;empties;mailbox;;;
Volley Club;Phonecall to complete data;;Phonecall to complete data;complete;data;
Volley Club;Recording an archieving;records;archieving;;;
Volley Club;add to the register;adds to;register;add to;register;
Volley Club;write down member fee into register;writes down;member fee into register;write down;member fee into register;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;;letter with explanation of rejecting;
Volley Club;print membership cards;prints;membership cards;print;membership cards;
Volley Club;send membership cards;sends;membership cards;send;membership cards;
Miranda;new member for the club?;;new member for the club;;new member for the club;
Miranda;stamp the letter;stamps;letter;stamp;letter;
Miranda;calculkate member fee;;calculkate member fee;;member fee;
candidate;sending letter;sends;letter;;sending letter;
candidate;Phonecall with Charles;;Phonecall with Charles;Phonecall with;;
candidate;get rejected;gets rejected;;get;;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;pay;membership;
candidate;pays the fee;pays;fee;;fee;
candidate;does not pay the fee;pays;fee;pay;fee;
Web Designer;First informational meeting;;First informational meeting;;meeting;First informational
Web Designer;Design site;designs;site;;site;Design
Web Designer;Develop site;develops;site;;site;Develop
Web Designer;Prepare content;prepares;content;;content;
Web Designer;Marketing review;;Marketing review;;review;
Web Designer;Final version of content;;Final version of content;;version of content;
Web Designer;Building the site;builds;site;;site;
Web Designer;Review activity;reviews;activity;;activity;
Web Designer;Approval of the site;;Approval of the site;;Approval of the site;
Web Designer;Storyboard;;Storyboard;;;
Miranda;emptying the letterbook;empties;letterbook;;;
Miranda;rejecting the candidate;rejects;candidate;;rejecting the candidate;
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";;accepting the candidate|sending the letter;
Miranda;calculating the member fee for every person;calculates;member fee for every person;;calculating the member fee for every person;
Miranda;giving the fee data to Charles;gives;fee data to Charles;;giving the fee data;
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";Mailbox|check for;missing information;
Charles;Phonecall to complete data;;Phonecall to complete data;complete;data;
Charles;recording and archiving;;recording|archiving;;recording;
Charles;sending of rejection letter;sends of;rejection letter;;sending of rejection letter;
Charles;add member to register;adds;member to register;add|register;member;
Charles;sending the data to Miranda;sends;data to Miranda;;sending the data;
Charles;writing the fees into the register;writes;fees into the register;;writing the fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;;preparing|new candidates;invoice
Charles;waiting for payment of the fees;waits for;payment of the fees;;waiting for payment of the fees;
Charles;prints the membership card;prints;membership card;;membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;send;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;Backup;
Backup;Check the CRM for new registers;checks;CRM for new registers;Check;new registers;CRM
Backup;write the registers into the existing table;writes;registers into the|table;write;registers into the existing table;
Backup;alert the supervisor;alerts;supervisor;alert;supervisor;
Backup;Produce a new table;produces;new table;Produce;new table;
Backup;send it to the account manager;sends;account manager;send;account manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;check CRM;new returns;
Backup;reconcile with the existing;reconciles with;existing;reconcile with;;
Backup;message to the supervisor;messages to;supervisor;;message to the supervisor;
Backup;register;registers;;;register;
Customer Service Representative;update case details;updates;case details;update;case details;
Customer Service Representative;archive;;archive;;archive;
Customer Service Representative;cancellation;;cancellation;;;
Customer Service Representative;moved to administration for completion;moves to;administration for completion;;administration for completion;
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;generate;message for outstanding documents;
commitee members;check diaries and for conflicts;checks;diaries|conflicts;check;diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";check|suggest;dates|modifications;
support officer;update group calendar;updates;group calendar;update;group calendar;
support officer;create meeting folders;creates;meeting folders;create;meeting;
support officer;ensure that all documents are uploaded;ensures;documents;ensure that|are;documents;
coordination unit;schedule meetings;schedules;meetings;schedule;meetings;
coordination unit;add draft dates;adds;draft dates;add;draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;;dates - potential conflicts;
coordination unit;create final schedule;creates;final schedule;create;final schedule;
coordination unit;finalize schedule;finalizes;schedule;;schedule;
Sales and Marketing;Check customer;checks;customer;;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;;order|system;ERP
Sales and Marketing;Check product availability;checks;product availability;;product availability;
Sales and Marketing;Reject the order;rejects;order;;order;
Sales and Marketing;Invoice the customer;invoices;customer;Invoice;customer;
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;;card every year;Christmas
Production;Start production;starts;production;;production;
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;;product from the warehouse;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;;product for shipment;
Logistics and Distribution;Deliver the product;delivers;product;Deliver;product;
Accounting;Check reminder >3;checks;reminder;;reminder >;
Accounting;Check bank account;checks;bank account;;bank account;
Accounting;Send reminder;sends;reminder;;;
Legal department;Take legal actions;takes;legal actions;;legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;Invoices to;;
Validation Department;Update Status to Validated;updates;Status to Validated;Status to;;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;;;Receiving Validated
The Registry;Sorting by vendors;sorts by;vendors;;vendors;
The Registry;Sorting by Payment Date;sorts by;Payment Date;Sorting by;;Payment
The Registry;Archiving Invoices;archives;Invoices;;;
The Registry;Relocating an Archived Invoice;relocates;Invoice;Relocating;;Archived
Payment Department;Process Weekly Payment;processes;Weekly Payment;;;Process Weekly
Payment Department;Generate Payment Report;generates;Payment Report;;;Generate Payment
Payment Department;Send report to Client;sends;report to Client;report to;;
Payment Department;Send Report to the Registry;sends;Report to the Registry;Report to;;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;Report to;;Accounts Receivable
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;;;Generate Monthly
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;Invoice to;;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;Payment from;;
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;;;invoice
Admin Department;Sort invoice by client;sorts;invoice by client;invoice by;client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;-;vendor;Sub|Sort invoices
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;;;Invoice Entry
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fill out;;Invoice Entry
Admin Department;Check invoice for completeness;checks;invoice for completeness;invoice for;;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;Allocate to;;Data Entry
Mail Centre;Categorise Mail;categorises;Mail;;;
Mail Centre;Return invoice to client to complete;returns;invoice to client;invoice to|complete;client;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;;complaint invoice to client;
Validation Department;Sort invoices by client;sorts;invoices by client;invoices by;client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;;validation report|client;invoice
Validation Department;Validate data entry for invoice;validates;data entry for invoice;;data entry;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;;batch;invoice
The Registry;Pay Invoice;pays;Invoice;;;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Invoice|run;next pay;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;;report;invoice
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sort by;;
Account Receivable Department;Archive Invoice;archives;Invoice;;;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;;;Vendor Master
Admin Department;Recall Client's SLA;recalls;Client|SLA;;;Client
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;;;spreadsheet
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;SLA on;form;Invoice Entry
SSP Clients;Forward Invoice;forwards;Invoice;;;
SSP Clients;Complete Invoice;completes;Invoice;;;
SSP Clients;Determine correct compliance information;determines;correct compliance information;;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;;;Vendor|Invoice
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;;;Pay Monthly
SSP Clients;Modify information for compliance;modifies;information for compliance;;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;;;
Admin Department;Return Invoice to Client;returns;Invoice to Client;Invoice to;;
Admin Department;Send Reminder Letter;sends;Reminder Letter;;;Send Reminder
Admin Department;Phone client to request required information;"phones;requests";"client;required information";request;client|required information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;;entry form with compliance information;invoice
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;;;Master Record Request
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;;code|form;Vendor|Invoice Entry
Data Entry Department;Sort Invoices by Vendor;sorts;Invoices by Vendor;Invoices by;;
Data Entry Department;Take Invoice batch to Outbox;takes;Invoice batch to Outbox;;batch;Invoice
Data Entry Department;Look up Vendor in SAP system;looks up;Vendor in SAP system;Look up;system;Vendor|SAP
Data Entry Department;Sort Invoices by Amount;sorts;Invoices by Amount;Invoices by;;
Validation Department;Send Validated Invoices to the Registry;sends;Validated Invoices to the Registry;Invoices to;;
The Registry;Sort by Vendor;sorts by;Vendor;Sort by;;
The Registry;Sort by Payment Date;sorts by;Payment Date;Sort by;;Payment
The Registry;Archive Invoices;archives;Invoices;;;
The Registry;File invoice payment report;files;invoice payment report;;payment report;File invoice
Payment Department;Pay Vendor;pays;Vendor;;;
Payment Department;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Invoice|run;next pay;
Payment Department;Generate invoice payment report per client;generates;invoice payment report per client;;payment report per client;invoice
Payment Department;Send invoice report to client;sends;invoice report to client;invoice report to;client;
Account Receivable Department;Generate monthly invoice for client;generates;monthly invoice for client;;monthly invoice for client;
Account Receivable Department;Monthly invoice marked as paid;;Monthly invoice marked as paid;invoice;;
Vendor;Issue Invoice;issues;Invoice;;;
Vendor;Mark invoice as paid;marks;Mark invoice as paid;invoice as;;
Sales;Check Customer;checks;Customer;;;
Sales;Check Solvency;checks;Solvency;;;
Sales;Check Intercooperability;checks;Intercooperability;;;
Sales;Apply to data base;applies to;data base;Apply to;data base;
Sales;Offer Prepayment;offers;Prepayment;;;
Sales;create offer for customer;creates;offer for customer;create;offer for customer;
Sales;Recreate/negotioate offer;recreates;negotioate offer;/;offer;Recreate|negotioate
Sales;Send invoice;sends;invoice;;;
Sales;Send letter of refusal;sends;letter of refusal;;letter of refusal;
Sales;Check payment;checks;payment;;payment;
Sales;Send reminder;sends;reminder;;;
Sales;Close order;closes;order;;order;
Sales;Check number of reminders;checks;number of reminders;;number;
Sales;Contact a lawyer;contacts;lawyer;Contact;lawyer;
Logistics;Check capacity;checks;capacity;;capacity;
Logistics;Send inquiry for goods to supplier;sends;inquiry for goods to supplier;;inquiry for goods to supplier;
Logistics;Receive suppliers offer;receives;suppliers;offer;suppliers;
Logistics;preparing the order;prepares;order;;preparing the order;
Logistics;Send goods;sends;goods;;;
Logistics;start production;starts;production;start;production;
Italian Restaurant;ask for menu;asks for;menu;ask for;menu;
Italian Restaurant;check available dishes;checks;available dishes;check;available dishes;
Italian Restaurant;order tiramisu;orders;tiramisu;;order;
Italian Restaurant;order a glass of red wine;orders;glass of red wine;order;glass of red wine;
Italian Restaurant;consume your dishes;consumes;dishes;consume;dishes;
Italian Restaurant;ask for check;asks for;check;ask for;check;
Italian Restaurant;waiter was nice;;waiter was nice;;waiter;
