Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Marketing Manager;Prepare Handouts;Prepare;Handouts;;;
1st level support;edit 1st level ticket;edit;1st level ticket;;edit|level ticket;
Business participant;Prepare Results;Prepare;Results;;Results;
Client;Enter User and Dates;Enter;User|Dates;Enters;User;
Sales rep;Prepare contract;Prepare;contract;;contract;
Business participant;Update Invoice;Update;Invoice;;Update;
Recruiter;Reject Application;Reject;Application;;Application;
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;Collects;;
Business participant;Checkout Reply;Checkout;Reply;;Reply;
1st Level Support Agent;Note 1st level result;Note;1st level result;Notes;level result;
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;Emails|has|Changes;;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;;Number;
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;Sends;;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;;Store|System;
Sales staff;Change the terms of the offer;Change;terms of the offer;Changes;terms of the offer;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;;Issue into Product;
User;Use application;Use;application;Uses;application;
Support Department;Connect Remotely to Client;Connect;Client;Connects;Client;
1st Level Support Agent;Document 1st level result;Document;1st level result;;Document|level result;
Bank;Assess risks;Assess;risks;;;
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;;Edit|level ticket;
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;;Talk;
Sales Department;Book Travel;Book;Travel;;Book Travel;
1st level support;Close ticket;Close;Ticket;;Close ticket;
No Magic;Open Seminar;Open;Seminar;;Open Seminar;
Sales rep;Send quote;Send;quote;Sends;quote;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;;Solutions;
Pizza Customer;Order a pizza;Order;pizza;Orders;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;Collects;;
Online Shop;Ship Goods;Ship;Goods;;;
Customer;Provide Customer Data;Provide;Customer Data;Provides;Customer Data;
Bank;Calculate terms;Calculate;terms;;terms;
Bank;Prepare contract;Prepare;contract;;contract;
No Magic;Close Seminar;Close;Close Seminar;;Close Seminar;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;;members;
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;Puts;List;
Sales Representative;Check Stock Level;Check;Stock Level;Checks;Stock Level;
Recruiter;Collect Feedback;Collect;Feedback;Collects;Feedback;
Joan Doe;Assess risk;Assess;risk;;risk;
Cab Driver;Complete Assignment;Complete;Assignment;;;
Librarian;Register Loan;Register;Loan;;Register Loan;
Customer Service Assistant;Create Customer Account;Create;Customer Account;Creates;Customer Account;
Technician;Update Case Status;Update;Case Status;Updates;Case Status;
Sales Department;Review request;Review;Request;;Review request;
Seller;Fullfil the order;Fullfil;order;;order;
Interviewer;Interview;Interview;;;Interview;
1st level support;Send mail to account manager;Send;Mail to Account Manager;Sends;mail to account manager;
Reservation;Set Available Cars;Set;Available Cars;Sets;;
Recruiter;Review Application;Review;application;;Review Application;
Business participant;Review Issue List;Review;Issue List;;Review Issue List;
Key account manager;Explain solution;Explain;solution;;solution;
Manager;Book Vacation;Book;Vacation;Books;;
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;Communication Problem|Book Order;
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;Selects;;
Sales Department;Check Availability;Check;Availability;Checks;;
Sales staff;Close an offer;Close;offer;Closes;offer;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;Sends;;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;;Store in Marketing System Client 200;
Client;Show Reservation;Show;Reservation;;Show;
Firm;Submit Offer;Submit;Offer;;Offer;
Sales Representative;Request Pack Goods;Request;Pack Goods;;Pack;
Trouble Ticket System;Close ticket;Close;Ticket;;Close ticket;
Marketing Manager;Register Participant;Register;Participant;Registers;;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;Creates;Customer Account;
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;;Note|level result;
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;;Level Issue;
Car House;Get Client Information;Get;Client Information;Gets;Client Information;
Support Department;Review & Escalate;Escalate;Review;;Review;
Support Department;Update Case Status;Update;Case Status;Updates;Case Status;
Firm;Collect Feedback;Collect;Feedback;Collects;Feedback;
Business participant;Receive Vote;Receive;Vote;;;
delivery boy;Deliver the pizza;Deliver;pizza;;pizza;
Seminar Coordinator;Close Seminar;Close;Seminar;;Close Seminar;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;Sends;Customer;
Pizza Customer;Pay the pizza;Pay;pizza;Pays;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;;;
clerk;Calm customer;Calm;Customer;;customer;
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;Informs;Customer;
Online Shop;Request Pack Goods;Request;Pack Goods;;Pack;
1st level support;Open ticket;Open;Ticket;;Open ticket;
Developer;Notify user;Notify;user;;user;
Sales staff;Send an offer to the client;Send;offer to the client;Sends;offer to the client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;Edits;Level Ticket;
Sales staff;Fullfil the order;Fullfil;order;;order;
Reader;Use Item;Use;Item;Uses;Item;
Car House;Submit Car Reservation;Submit;Car Reservation;;Car;
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;Sends;Assessment Report;
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;;Customer;
delivery boy;Receive payment;Receive;payment;;payment;
Online Shop;Pack Goods;Pack;Goods;Packs;;
Business participant;Announce Issues;Announce;Issues;;;
Support Manager;Update Client on Delay;Update;Client on Delay;Updates;Client;
Storyboard;Storyboard (full day);;Storyboard|full day;;full day;
Building;Site is developed (2 days);is developed;Site|2 days;develops;Site|days;
Building;Site design (10 days);;Site design|10 days;;Site design (10 days;
Building;Building (3 days);;Building|3 days;;Building (3 days;
review;review activity (1 day);;review activity|1 day;;review activity (1 day;
end;approval of the site (half a day);;approval of the site|day;;site|day;
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;;mail date|records letter;
Charles (admi);tel call to sender to complete;;tel call|sender;calls to|completes;tel|sender to;
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;;;
Charles (admi);adds new member to the member register;adds;new member to the member register;;new member to the member register;
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;;letter to person;
Charles (admi);adds in the member register;adds in;member register;;member register;
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";prepares|sends;letter to customer;
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";sends to;membership card|new customer;
Miranda;will decide if member or not;decides;member;decides;member;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";;new member|date;
Miranda;calculates fees for the new members;calculates;fees for the new members;;fees for the new members;
customer;payments will transfer;wills transfer;payments;transfers;;
customer;Receive membership card;receives;membership card;;membership card;
Customer;Inquire about availability of products;inquires about;availability of products;;products;
Customer;Submit purchase order;submits;purchase order;;purchase order;
Customer;Send payment;sends;payment;Sends;payment;
Accounting;Prepare invoice;prepares;invoice;;;
Accounting;Process payment;processes;payment;;Process payment;
Accounting;Send reminder to customer;sends;reminder to customer;Sends;customer;
Sales;Create and submit the quotation;creates|submits;quotation;Creates|submits;;
Sales;Create sales order;creates;sales order;Creates;sales order;
Warehouse;Backorder missing items;backorders;missing items;;missing items;
Warehouse;Update sales order;updates;sales order;Updates;sales order;
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;;list;
Accounting;Enter PO Information;enters;PO Information;Enters;PO Information;
Accounting;Enter goods receipt information;enters;goods receipt information;Enters;information;
Accounting;Verify invoice accuracy;verifies;invoice accuracy;;;
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;Selects|sends;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;;more stock;
Customer;Send inquiry;sends;inquiry;Sends;;
Customer;Fill out application form;fills out;application form;Fills out;application form;
Customer;Process documents;processes;documents;;Process documents;
Supervisor;Expedite the assessment process;expedites;assessment process;;assessment process;
CSR;Send mortgage application form;sends;mortgage application form;Sends;mortgage application form;
CSR;Review application form;reviews;application form;Reviews;application form;
CSR;Send a reminder to customer;sends;reminder to customer;Sends;customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";Informs|closes;customer|transaction;
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;Informs;customer;
Mortgage Specialist;Archive details;archives;details;;Archive details;
Customer;Submit insurance claim;submits;insurance claim;;insurance claim;
Customer;Supply more information;supplies;more information;;more information;
Supervisor;Review the claim;reviews;claim;Reviews;claim;
Supervisor;Decide to accept or reject claim;decides;claim;accepts;claim;
Claim Adjuster;Review the claim;reviews;claim;Reviews;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;accepts;claim;
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;Sends to;review;
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;Informs;customer|reasons;
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;Sends;claim payment to customer;
Customer Service;Review the claim;reviews;claim;Reviews;claim;
Customer Service;Contact customer for details;contacts;customer for details;Contacts;customer for details;
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;;claim to claim;
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";Brings|describes;computer|problem;
Customer;Authorize the repair;authorizes;repair;;repair;
Customer;Take computer back;takes;computer;Takes;computer;
Technician;Diagnose the problem;diagnoses;problem;;problem;
Technician;Ask Store Owner to complete the repair;asks;Store Owner;Asks|completes;Store Owner to|repair;
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";Completes;repair|test computer;
Technician;File a report about the repair;files;report about the repair;Files;report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;Creates;repair time|cost;
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;repairs;problem;
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";;Complete repair|test computer;
Store Owner;File a report about the repair;files;report about the repair;Files;report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;Informs;customer of repair;
Store Owner;Inform customer of inability to fix;informs;customer of inability;Informs|fixes;customer;
lecturer;check process model;checks;process model;checks;process model;
lecturer;assign negative points;assigns;negative points;assigns;negative points;
lecturer;check the process and assign points;"checks;assigns";"Process;points";checks|assigns;process|points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";checks|consults;progress|problems;
team;agree on team domain;agrees on;team domain;agrees on;team domain;
team;analyse the field of study;analyses;field of study;analyses;field of study;
team;assign roles in the tem;assigns;roles in the tem;assigns;tem;
team;present the project;presents;project;presents;project;
student;join team;joins;team;joins;team;
student;create one process model;creates;process model;creates;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fixes;problem;
student;extend the process to L2,3;extends;process to L2;extends;process to L 2,3;
student;perform work according to role;performs;work|role;performs|accords to;work|role;
Checked department;hand in details of their work;hands in;details|work;;hand in details|work;
Auditor;Look for essential problems within company;looks for;essential problems within company;Looks for;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;looks fo;information;
Auditor;statement of employees' work;;statement of employees work;;statement of employees' work;
Auditor;consult with employes;consults with;employes;consults with;;
Auditor;general statement;;general statement;;general statement;
Auditor;deeper look into a company;;deeper look into a company;;look into a company;
examiner;get to know the case;gets to know;case;gets|knows;case;
examiner;first evaluation;;first evaluation;;first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";contacts|consults;case;
examiner;final evaluation;;final evaluation;;final evaluation;
Insurance company;a shady incident;;shady incident;;incident;
Insurance company;analyse details of the case;analyses;details of the case;analyses;details of the case;
Insurance company;report for insurer;;report for insurer;;report;
insurer;hand in details of an accident;;hand in details of an accident;;hand in details of an accident;
insurer;enter a protest;enters;protest;enters;protest;
Customer;Review the Venders;reviews;Venders;Reviews;;
Customer;Send the RFQ;sends;RFQ;Sends;;
Customer;Review The Sales Quote;reviews;Sales Quote;Reviews;Sales Quote;
Sales;Communicate with the Customer;communicates with;Customer;;Customer;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";Reviews;Options|Sales Quote;
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;;Cost|Laser;
Finance;Adding The Overhead Cost;adds;Overhead Cost;;Cost;
Finance;Generate Pricing Options;generates;Pricing Options;;Options;
Customer;Create RFQ;creates;RFQ;Creates;;
Customer;Review Sales Quote;reviews;Sales Quote;;Review Sales Quote;
Customer;Review the Vendors;reviews;Vendors;Reviews;;
Customer;Review the Sales Quote;reviews;Sales Quote;Reviews;Sales Quote;
Sales;Verify the RFQ;verifies;RFQ;;;
Engineering;Produce L&M Cost;produces;M Cost;;Cost;
Finance;Adding the Overhead Cost;adds;Overhead Cost;;Cost;
Reporter;Write Incident Report;writes;Incident Report;;Report;
Analyst;Comment arrangements;comments;arrangements;;Comment;
reporter;report incident;reports;incident;reports;incident;
reporter;note incident number and -code;notes;Incident number|code;notes;incident number|code;
reporter;answer request;answers;request;answers;request;
agent;answer request provision;answers;request provision;answers;request provision;
activiti process engine;report incident;reports;incident;reports;incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;;incident step 1;
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;;incident step 2;
activiti process engine;analyze incident;analyzes;incident;;incident;
activiti process engine;answer request by reporter;answers;request by reporter;answers;request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;answers;request by reporter|list;
activiti process engine;answer request by agent;answers;request by agent;answers;request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;answers;request by agent|list;
analyst;analyze incident;analyzes;incident;;incident;
Customer;Review the sales quote;reviews;sales quote;Reviews;sales quote;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;Reviews|generates;options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;;Cost;
Finance;Adding the Overhead cost;adds;Overhead cost;;cost;
Finance;Generate pricing options;generates;pricing options;;options;
Customer;Submit the Insurance Claim;submits;Insurance Claim;;Insurance;
CSR;Review the claim;reviews;claim;Reviews;claim;
CSR;communicate with the customer;communicates with;customer;;customer;
Claim Adjuster;Evaluate the claim;evaluates;claim;;claim;
Claim Adjuster;send payment;sends;payment;sends;payment;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;sends;letter with explanation;
Supervisor;evaluate the claim;evaluates;claim;;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;Creates;order 2;
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;Creates;Document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;;;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;;Display stock|list;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;Creates;Transfer order for Delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;Creates;;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;;order;
PRODUCTION PLANNER;MRP Run;;MRP Run;;Run;
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;Creates;Production order 2;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;;Production Order confirmation|Production;
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;Creates;sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;;Delivery with order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;Checks|finishes;;
sales;verify RFQ;verifies;RFQ;;;
sales;Send to Customer;sends to;Customer;Sends to;Customer;
sales;Generate sales Quotes;generates;sales Quotes;;sales;
Finance;Produced labor and materal costs;produces;labor|materal costs;;labor|costs;
Engineering;Add overhead cost;adds;overhead cost;Adds;cost;
Customer;Generate RFQ;generates;RFQ;;;
Customer;Analyze Sales Quote;analyzes;Sales Quote;;Sales Quote;
Volley Club;emptying the mailbox;empties;mailbox;;;
Volley Club;Phonecall to complete data;;Phonecall to complete data;completes;data;
Volley Club;Recording an archieving;records;archieving;;;
Volley Club;add to the register;adds to;register;adds to;register;
Volley Club;write down member fee into register;writes down;member fee into register;writes down;member fee into register;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;;letter with explanation;
Volley Club;print membership cards;prints;membership cards;prints;membership cards;
Volley Club;send membership cards;sends;membership cards;sends;membership cards;
Miranda;new member for the club?;;new member for the club;;new member for the club;
Miranda;stamp the letter;stamps;letter;stamps;letter;
Miranda;calculkate member fee;;calculkate member fee;;member fee;
candidate;sending letter;sends;letter;sends;letter;
candidate;Phonecall with Charles;;Phonecall with Charles;;Charles;
candidate;get rejected;gets rejected;;;;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;has|pays;membership;
candidate;pays the fee;pays;fee;pays;fee;
candidate;does not pay the fee;pays;fee;pays;fee;
Web Designer;First informational meeting;;First informational meeting;;meeting;
Web Designer;Design site;designs;site;;Design site;
Web Designer;Develop site;develops;site;Develops;site;
Web Designer;Prepare content;prepares;content;;content;
Web Designer;Marketing review;;Marketing review;;Marketing review;
Web Designer;Final version of content;;Final version of content;;Final version of content;
Web Designer;Building the site;builds;site;Buildings;site;
Web Designer;Review activity;reviews;activity;Reviews;activity;
Web Designer;Approval of the site;;Approval of the site;;site;
Web Designer;Storyboard;;Storyboard;;;
Miranda;emptying the letterbook;empties;letterbook;;;
Miranda;rejecting the candidate;rejects;candidate;;;
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";sends;letter to Charles;
Miranda;calculating the member fee for every person;calculates;member fee for every person;;member fee for every person;
Miranda;giving the fee data to Charles;gives;fee data to Charles;gives;fee data to Charles;
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";checks for;missing information;
Charles;Phonecall to complete data;;Phonecall to complete data;completes;data;
Charles;recording and archiving;;recording|archiving;;recording;
Charles;sending of rejection letter;sends of;rejection letter;sends of;letter;
Charles;add member to register;adds;member to register;adds;member to register;
Charles;sending the data to Miranda;sends;data to Miranda;sends;data to Miranda;
Charles;writing the fees into the register;writes;fees into the register;writes;fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;;;
Charles;waiting for payment of the fees;waits for;payment of the fees;waits for;payment of the fees;
Charles;prints the membership card;prints;membership card;;membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;sends;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;Backup of Database;
Backup;Check the CRM for new registers;checks;CRM for new registers;Checks;CRM;
Backup;write the registers into the existing table;writes;registers into the|table;writes|exists;table;
Backup;alert the supervisor;alerts;supervisor;alerts;;
Backup;Produce a new table;produces;new table;;new table;
Backup;send it to the account manager;sends;account manager;sends;account manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;checks|fills;CRM;
Backup;reconcile with the existing;reconciles with;existing;exists;;
Backup;message to the supervisor;messages to;supervisor;;message;
Backup;register;registers;;;register;
Customer Service Representative;update case details;updates;case details;updates;case details;
Customer Service Representative;archive;;archive;;;
Customer Service Representative;cancellation;;cancellation;;;
Customer Service Representative;moved to administration for completion;moves to;administration for completion;moves to;administration;
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;generates;message for outstanding documents;
commitee members;check diaries and for conflicts;checks;diaries|conflicts;checks;;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";checks|suggests;dates;
support officer;update group calendar;updates;group calendar;updates;group calendar;
support officer;create meeting folders;creates;meeting folders;creates;meeting;
support officer;ensure that all documents are uploaded;ensures;documents;ensures;documents;
coordination unit;schedule meetings;schedules;meetings;schedules;;
coordination unit;add draft dates;adds;draft dates;adds;draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;;dates;
coordination unit;create final schedule;creates;final schedule;creates;final schedule;
coordination unit;finalize schedule;finalizes;schedule;;schedule;
Sales and Marketing;Check customer;checks;customer;Checks;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;Places;order in ERP system;
Sales and Marketing;Check product availability;checks;product availability;Checks;product;
Sales and Marketing;Reject the order;rejects;order;;order;
Sales and Marketing;Invoice the customer;invoices;customer;;customer;
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;Sends;Christmas card every year;
Production;Start production;starts;production;Starts;production;
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;Takes;product;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;;product;
Logistics and Distribution;Deliver the product;delivers;product;;product;
Accounting;Check reminder >3;checks;reminder;Checks;;
Accounting;Check bank account;checks;bank account;Checks;bank account;
Accounting;Send reminder;sends;reminder;Sends;;
Legal department;Take legal actions;takes;legal actions;Takes;legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;;;
Validation Department;Update Status to Validated;updates;Status to Validated;Updates;Status;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;;;
The Registry;Sorting by vendors;sorts by;vendors;;;
The Registry;Sorting by Payment Date;sorts by;Payment Date;;Date;
The Registry;Archiving Invoices;archives;Invoices;;;
The Registry;Relocating an Archived Invoice;relocates;Invoice;;;
Payment Department;Process Weekly Payment;processes;Weekly Payment;;Process;
Payment Department;Generate Payment Report;generates;Payment Report;;Report;
Payment Department;Send report to Client;sends;report to Client;Sends;report to Client;
Payment Department;Send Report to the Registry;sends;Report to the Registry;Sends;Report;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;Sends;Report|Department;
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;;;
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;Sends;Client;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;;Client;
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;;Client;
Admin Department;Sort invoice by client;sorts;invoice by client;Sorts;client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;;vendor;
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;;Form;
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fills out;Form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;Checks;;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;;Data|personel;
Mail Centre;Categorise Mail;categorises;Mail;;Mail;
Mail Centre;Return invoice to client to complete;returns;invoice to client;Returns|completes;client to;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;Returns;client;
Validation Department;Sort invoices by client;sorts;invoices by client;Sorts;client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;Prints;report|client;
Validation Department;Validate data entry for invoice;validates;data entry for invoice;;data entry;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;;Update;
The Registry;Pay Invoice;pays;Invoice;Pays;;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leaves;next pay run;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;;report for Client;
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sorts by;;
Account Receivable Department;Archive Invoice;archives;Invoice;;Archive;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;Creates;Master Record;
Admin Department;Recall Client's SLA;recalls;Client|SLA;;Client;
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;Searches;Excel;
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;;form;
SSP Clients;Forward Invoice;forwards;Invoice;;;
SSP Clients;Complete Invoice;completes;Invoice;;;
SSP Clients;Determine correct compliance information;determines;correct compliance information;;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;;;
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;Pays;;
SSP Clients;Modify information for compliance;modifies;information for compliance;;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;Checks;;
Admin Department;Return Invoice to Client;returns;Invoice to Client;Returns;Client;
Admin Department;Send Reminder Letter;sends;Reminder Letter;Sends;Letter;
Admin Department;Phone client to request required information;"phones;requests";"client;required information";Phones|requests required;client to|information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;Completes;entry form with compliance information;
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;Enters;Master Record|Form;
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;Enters;code|form;
Data Entry Department;Sort Invoices by Vendor;sorts;Invoices by Vendor;Sorts;;
Data Entry Department;Take Invoice batch to Outbox;takes;Invoice batch to Outbox;Takes;;
Data Entry Department;Look up Vendor in SAP system;looks up;Vendor in SAP system;Looks up;SAP system;
Data Entry Department;Sort Invoices by Amount;sorts;Invoices by Amount;Sorts;;
Validation Department;Send Validated Invoices to the Registry;sends;Validated Invoices to the Registry;Sends;;
The Registry;Sort by Vendor;sorts by;Vendor;Sorts by;;
The Registry;Sort by Payment Date;sorts by;Payment Date;Sorts by;Date;
The Registry;Archive Invoices;archives;Invoices;;Archive;
The Registry;File invoice payment report;files;invoice payment report;;File|payment report;
Payment Department;Pay Vendor;pays;Vendor;Pays;;
Payment Department;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leaves;next pay run;
Payment Department;Generate invoice payment report per client;generates;invoice payment report per client;;payment report per client;
Payment Department;Send invoice report to client;sends;invoice report to client;Sends;report to client;
Account Receivable Department;Generate monthly invoice for client;generates;monthly invoice for client;;client;
Account Receivable Department;Monthly invoice marked as paid;;Monthly invoice marked as paid;marks as|pays;;
Vendor;Issue Invoice;issues;Invoice;;Issue;
Vendor;Mark invoice as paid;marks;Mark invoice as paid;pays;Mark;
Sales;Check Customer;checks;Customer;Checks;Customer;
Sales;Check Solvency;checks;Solvency;Checks;;
Sales;Check Intercooperability;checks;Intercooperability;Checks;;
Sales;Apply to data base;applies to;data base;;data base;
Sales;Offer Prepayment;offers;Prepayment;Offers;;
Sales;create offer for customer;creates;offer for customer;creates;offer for customer;
Sales;Recreate/negotioate offer;recreates;negotioate offer;;offer;
Sales;Send invoice;sends;invoice;Sends;;
Sales;Send letter of refusal;sends;letter of refusal;Sends;letter;
Sales;Check payment;checks;payment;Checks;payment;
Sales;Send reminder;sends;reminder;Sends;;
Sales;Close order;closes;order;Closes;order;
Sales;Check number of reminders;checks;number of reminders;Checks;number;
Sales;Contact a lawyer;contacts;lawyer;Contacts;lawyer;
Logistics;Check capacity;checks;capacity;Checks;capacity;
Logistics;Send inquiry for goods to supplier;sends;inquiry for goods to supplier;Sends;supplier;
Logistics;Receive suppliers offer;receives;suppliers;;supplier s offer;
Logistics;preparing the order;prepares;order;;order;
Logistics;Send goods;sends;goods;Sends;;
Logistics;start production;starts;production;starts;production;
Italian Restaurant;ask for menu;asks for;menu;asks for;menu;
Italian Restaurant;check available dishes;checks;available dishes;checks;;
Italian Restaurant;order tiramisu;orders;tiramisu;orders;;
Italian Restaurant;order a glass of red wine;orders;glass of red wine;orders;glass of red wine;
Italian Restaurant;consume your dishes;consumes;dishes;;;
Italian Restaurant;ask for check;asks for;check;asks for;check;
Italian Restaurant;waiter was nice;;waiter was nice;;;
Italian Restaurant;waiter was not nice;;waiter was not nice;;;
