Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Car House;Get Confirmation;Get;Confirmation;;;Confirmation
Trouble Ticket System;Open Ticket;Open;ticket;;Ticket;
Organization;Indicate Price;Indicate;Price;;Price;Indicate
Trouble Ticket System;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;Insert;Issue into Product Backlog;
Seminar Coordinator;Open Seminar;Open;Seminar;;Seminar;
Business participant;Prepare Invoice;Prepare;Invoice;;;Prepare Invoice
Service Contract Implementation Layer;Book Order;Book;Order;Book;Order;
Service Contract Implementation Layer;Store in Marketing System Client 100;Store in;Marketing System Client;Store in;System|100;Marketing|Client
Technician;Connect Remotely to Client;Connect;Client;;Remotely;
Reader;Get Item;Get;Item;;Item;Get
Administrative Department;Check Solvency;Check;Solvency;Check;Solvency;
Seminar Coordinator;Send Invitations to Customers;Send;Invitations to Customers;;Invitations to Customers;
Support Department;Acknowledge;Acknowledge;;;;Acknowledge
Aqua Distilled Water Company;Forward Order;Forward;Order;Forward;Order;
1st level support;Edit 1st Level Ticket;Edit;1st Level|Ticket;Edit|Level;Ticket;1st
Software developer;Examine problem;Examine;problem;;problem;Examine
Seller;Close an offer;Close;offer;offer;;
Seminar Coordinator;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Website;Publish Seminar
Business participant;Start Investigation;Start;Investigation;Start;Investigation;
Firm;Schedule Interview;Schedule;Interview;;Interview;Schedule
No Magic;Send Reminder to Participants;Send;Reminder to Participants;;Reminder to Participants;
Seminar Coordinator;Prepare Seminar Description;Prepare;Seminar Description;;;Prepare Seminar
Key account manager;Send mail to support system;Send;mail to support system;mail to;support system;
Marketing Manager;Prepare Seminar Description;Prepare;Seminar Description;;;Prepare Seminar
Customer;Send credit request;Send;credit request;credit;;
Sales rep;Review request;Review;Request;Review;request;
Reader;Make Reservation;Make;Reservation;;;Reservation
Nobel Committee Medicine;Write Recommendations Report;Write;Recommendations Report;Write;Recommendations;
Sales staff;Develop proposal;Develop;proposal;Develop;proposal;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;ticket;level;2nd
2nd Level Support Agent;Handle 2nd level issue;Handle;2nd level issue;;level issue;2nd
No Magic;Make Internal Seminar Anoucement;Make;Seminar;;Internal;Seminar Anoucement
Business participant;Order from supplier;Order from;supplier;Order from;supplier;
Organization;Check Availability;Check;Availability;Check;;Availability
Warehouse;Pack Goods;Pack;Goods;Pack;Goods;
1st level support;Close Ticket;Close;Ticket;;Ticket;
Business participant;Checkout Book;Checkout;Checkout;;Book;Checkout
Firm;Interview;Interview;;Interview;;
No Magic;Prepare Handouts;Prepare;Handouts;;;Prepare Handouts
Client;Select Car;Select;Car;Car;;
Hardware Retailer;Check if extra insurance is necessary;Check;extra insurance;Check if;extra insurance|necessary;
Bank;Review request;Review;Request;Review;request;
Recruiter;Submit Offer;Submit;Offer;;Offer;
Marketing Manager;Prepare Handouts;Prepare;Handouts;;;Prepare Handouts
1st level support;edit 1st level ticket;edit;1st level ticket;;level ticket;1st
Business participant;Prepare Results;Prepare;Results;;;Prepare
Client;Enter User and Dates;Enter;User|Dates;User;Dates;
Sales rep;Prepare contract;Prepare;contract;contract;;Prepare
Business participant;Update Invoice;Update;Invoice;Update;Invoice;
Recruiter;Reject Application;Reject;Application;;Application;Reject
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;;Completed Forms;
Business participant;Checkout Reply;Checkout;Reply;;Reply;Checkout
1st Level Support Agent;Note 1st level result;Note;1st level result;;level result;1st
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;have to;Voters|Change Votes;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;;Number;Evaluate Participants
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;;Reminder to Participants;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;Store in;System;Statistical
Sales staff;Change the terms of the offer;Change;terms of the offer;offer;terms;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;Insert;Issue into Product Backlog;
User;Use application;Use;application;application;;Use
Support Department;Connect Remotely to Client;Connect;Client;;Remotely;
1st Level Support Agent;Document 1st level result;Document;1st level result;;level result;1st
Bank;Assess risks;Assess;risks;;;Assess risks
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;ticket;level;1st
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;;;Prepare Talk Presentation
Sales Department;Book Travel;Book;Travel;Book;Travel;
1st level support;Close ticket;Close;Ticket;;ticket;
No Magic;Open Seminar;Open;Seminar;;Seminar;
Sales rep;Send quote;Send;quote;;;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;;Solutions;Reduce
Pizza Customer;Order a pizza;Order;pizza;;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;;Questionnaries;
Online Shop;Ship Goods;Ship;Goods;Ship;Goods;
Customer;Provide Customer Data;Provide;Customer Data;Customer;;Provide
Bank;Calculate terms;Calculate;terms;;;Calculate terms
Bank;Prepare contract;Prepare;contract;contract;;Prepare
No Magic;Close Seminar;Close;Close Seminar;;Seminar;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;;Vote with Warning to Voting members;Announce
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;Put;Reservation to the Waiting List;
Sales Representative;Check Stock Level;Check;Stock Level;Check|Level;;
Recruiter;Collect Feedback;Collect;Feedback;;Feedback;
Joan Doe;Assess risk;Assess;risk;;risk;Assess
Cab Driver;Complete Assignment;Complete;Assignment;Complete;Assignment;
Librarian;Register Loan;Register;Loan;Register;Loan;
Customer Service Assistant;Create Customer Account;Create;Customer Account;Customer;Account;
Technician;Update Case Status;Update;Case Status;Update;Case Status;
Sales Department;Review request;Review;Request;Review;request;
Seller;Fullfil the order;Fullfil;order;;order;Fullfil
Interviewer;Interview;Interview;;Interview;;
1st level support;Send mail to account manager;Send;Mail to Account Manager;mail to|account;manager;
Reservation;Set Available Cars;Set;Available Cars;Set;Available Cars;
Recruiter;Review Application;Review;application;Review;Application;
Business participant;Review Issue List;Review;Issue List;;Issue List;
Key account manager;Explain solution;Explain;solution;;;Explain solution
Manager;Book Vacation;Book;Vacation;Book;Vacation;
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;Problem|Book Order;Resolve Communication
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;;2 );Select Laureates ( Meeting
Sales Department;Check Availability;Check;Availability;Check;;Availability
Sales staff;Close an offer;Close;offer;offer;;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;;Invitations to Customers;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;Store in;System Client 200;Marketing
Client;Show Reservation;Show;Reservation;;Reservation;
Firm;Submit Offer;Submit;Offer;;Offer;
Sales Representative;Request Pack Goods;Request;Pack Goods;;Pack Goods;
Trouble Ticket System;Close ticket;Close;Ticket;;ticket;
Marketing Manager;Register Participant;Register;Participant;Register;Participant;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;Customer;Account;
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;;level result;2nd
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;Level;Issue;2nd
Car House;Get Client Information;Get;Client Information;Information;;Get Client
Support Department;Review & Escalate;Escalate;Review;Review &;Escalate;
Support Department;Update Case Status;Update;Case Status;Update;Case Status;
Firm;Collect Feedback;Collect;Feedback;;Feedback;
Business participant;Receive Vote;Receive;Vote;;Vote;Receive
delivery boy;Deliver the pizza;Deliver;pizza;;pizza;Deliver
Seminar Coordinator;Close Seminar;Close;Seminar;;Seminar;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;Customer;Invoice;
Pizza Customer;Pay the pizza;Pay;pizza;Pay;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;;Request quotes from carriers;
clerk;Calm customer;Calm;Customer;;;Calm customer
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;Customer about;Payment;Inform|Overdue
Online Shop;Request Pack Goods;Request;Pack Goods;;Pack Goods;
1st level support;Open ticket;Open;Ticket;;ticket;
Developer;Notify user;Notify;user;;user;Notify
Sales staff;Send an offer to the client;Send;offer to the client;offer to;client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;Edit|Level;Ticket;1st
Sales staff;Fullfil the order;Fullfil;order;;order;Fullfil
Reader;Use Item;Use;Item;;Item;Use
Car House;Submit Car Reservation;Submit;Car Reservation;Car;Reservation;
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;;Report;Candidates Assessment
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;;Customer;Verify|Identity
delivery boy;Receive payment;Receive;payment;;;Receive
Online Shop;Pack Goods;Pack;Goods;Pack;Goods;
Business participant;Announce Issues;Announce;Issues;;;Announce Issues
Support Manager;Update Client on Delay;Update;Client on Delay;Update;Delay;
Storyboard;Storyboard (full day);;Storyboard|full day;;( full day );Storyboard
Building;Site is developed (2 days);is developed;Site|2 days;Site|(;2 days );developed
Building;Site design (10 days);;Site design|10 days;Site design;( 10 days );
Building;Building (3 days);;Building|3 days;(|);;Building|days
review;review activity (1 day);;review activity|1 day;(;activity|1 day );review
end;approval of the site (half a day);;approval of the site|day;;site ( half a day );approval
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;mail date;records;adds incoming
Charles (admi);tel call to sender to complete;;tel call|sender;call to|sender to;complete;
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;&;mailbox;empties
Charles (admi);adds new member to the member register;adds;new member to the member register;;new member to the member register;adds
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;;letter to person|explaines;sends
Charles (admi);adds in the member register;adds in;member register;;member register;adds
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";& send;customer;prepare invoices
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";& send to;membership card|new customer;
Miranda;will decide if member or not;decides;member;;decide if member;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";';new member'& writes the date;stamps
Miranda;calculates fees for the new members;calculates;fees for the new members;;new members;calculates fees
customer;payments will transfer;wills transfer;payments;;transfer;payments
customer;Receive membership card;receives;membership card;;card;Receive membership
Customer;Inquire about availability of products;inquires about;availability of products;;availability of products;Inquire
Customer;Submit purchase order;submits;purchase order;;purchase order;
Customer;Send payment;sends;payment;;;
Accounting;Prepare invoice;prepares;invoice;;;Prepare invoice
Accounting;Process payment;processes;payment;;;
Accounting;Send reminder to customer;sends;reminder to customer;;reminder to customer;
Sales;Create and submit the quotation;creates|submits;quotation;;submit the quotation;
Sales;Create sales order;creates;sales order;;order;sales
Warehouse;Backorder missing items;backorders;missing items;;;Backorder
Warehouse;Update sales order;updates;sales order;;order;sales
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;;packing list;Assemble shipment
Accounting;Enter PO Information;enters;PO Information;Information;;
Accounting;Enter goods receipt information;enters;goods receipt information;;information;goods receipt
Accounting;Verify invoice accuracy;verifies;invoice accuracy;;;Verify invoice accuracy
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;send;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;;Request|stock;
Customer;Send inquiry;sends;inquiry;;inquiry;
Customer;Fill out application form;fills out;application form;Fill out|form;application;
Customer;Process documents;processes;documents;;documents;
Supervisor;Expedite the assessment process;expedites;assessment process;;assessment process;Expedite
CSR;Send mortgage application form;sends;mortgage application form;form;application;mortgage
CSR;Review application form;reviews;application form;application form;;
CSR;Send a reminder to customer;sends;reminder to customer;;reminder to customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";;close transaction;Inform customer
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;;;Inform customer|rejection
Mortgage Specialist;Archive details;archives;details;;details;Archive
Customer;Submit insurance claim;submits;insurance claim;;claim;insurance
Customer;Supply more information;supplies;more information;;information;Supply
Supervisor;Review the claim;reviews;claim;;claim;
Supervisor;Decide to accept or reject claim;decides;claim;accept|claim;reject;Decide
Claim Adjuster;Review the claim;reviews;claim;;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;accept|claim;reject;Decide
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;supervisor for;;review
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;;reasons;Inform customer|rejection
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;claim;customer;
Customer Service;Review the claim;reviews;claim;;claim;
Customer Service;Contact customer for details;contacts;customer for details;;details;Contact customer
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;claim to|claim;adjuster;
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";computer to;ACM|describe problem;
Customer;Authorize the repair;authorizes;repair;;repair;Authorize
Customer;Take computer back;takes;computer;Take;computer;
Technician;Diagnose the problem;diagnoses;problem;;problem;Diagnose
Technician;Ask Store Owner to complete the repair;asks;Store Owner;Ask Store;complete the repair;
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";Complete;repair|test computer;
Technician;File a report about the repair;files;report about the repair;File;report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;;repair time|cost;estimate
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;repair;technician|problem;Assign
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";Complete;repair|test computer;
Store Owner;File a report about the repair;files;report about the repair;File;report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;;repair completion;Inform customer
Store Owner;Inform customer of inability to fix;informs;customer of inability;fix;inability;Inform customer
lecturer;check process model;checks;process model;check;process;
lecturer;assign negative points;assigns;negative points;;negative;assign|points
lecturer;check the process and assign points;"checks;assigns";"Process;points";check;process|assign points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";check;progress|consult problems;
team;agree on team domain;agrees on;team domain;agree on;team domain;
team;analyse the field of study;analyses;field of study;;field of study;analyse
team;assign roles in the tem;assigns;roles in the tem;;roles in the tem;assign
team;present the project;presents;project;present;project;
student;join team;joins;team;join;team;
student;create one process model;creates;process model;create;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fix;problem at the next seasion;
student;extend the process to L2,3;extends;process to L2;;process to L2|3;extend
student;perform work according to role;performs;work|role;work;according to role;perform
Checked department;hand in details of their work;hands in;details|work;work;hand in details;
Auditor;Look for essential problems within company;looks for;essential problems within company;Look for;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;look;information;fo preciese
Auditor;statement of employees' work;;statement of employees work;' work;statement;employees
Auditor;consult with employes;consults with;employes;;employes;consult
Auditor;general statement;;general statement;;statement;
Auditor;deeper look into a company;;deeper look into a company;look into;company;deeper
examiner;get to know the case;gets to know;case;get to|know;case;
examiner;first evaluation;;first evaluation;;evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";contact;insurer|case;consult
examiner;final evaluation;;final evaluation;;;evaluation
Insurance company;a shady incident;;shady incident;;shady incident;
Insurance company;analyse details of the case;analyses;details of the case;;details of the case;analyse
Insurance company;report for insurer;;report for insurer;report for;insurer;
insurer;hand in details of an accident;;hand in details of an accident;;hand in details of an accident;
insurer;enter a protest;enters;protest;enter;protest;
Customer;Review the Venders;reviews;Venders;Review;Venders;
Customer;Send the RFQ;sends;RFQ;;RFQ;
Customer;Review The Sales Quote;reviews;Sales Quote;Review;;Quote
Sales;Communicate with the Customer;communicates with;Customer;;Customer;Communicate
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";Review;Pricing;Generate|Quote
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;&;L|M Cost Estimates;Produce|Laser tested
Finance;Adding The Overhead Cost;adds;Overhead Cost;;Overhead Cost;
Finance;Generate Pricing Options;generates;Pricing Options;;;Generate Pricing
Customer;Create RFQ;creates;RFQ;;RFQ;
Customer;Review Sales Quote;reviews;Sales Quote;Review;;
Customer;Review the Vendors;reviews;Vendors;Review;Vendors;
Customer;Review the Sales Quote;reviews;Sales Quote;Review;;
Sales;Verify the RFQ;verifies;RFQ;;RFQ;Verify
Engineering;Produce L&M Cost;produces;M Cost;&;L|M Cost;Produce
Finance;Adding the Overhead Cost;adds;Overhead Cost;;Overhead Cost;
Reporter;Write Incident Report;writes;Incident Report;Write;Incident;
Analyst;Comment arrangements;comments;arrangements;;;arrangements
reporter;report incident;reports;incident;report;incident;
reporter;note incident number and -code;notes;Incident number|code;note;incident number|code;
reporter;answer request;answers;request;;answer;
agent;answer request provision;answers;request provision;;answer;provision
activiti process engine;report incident;reports;incident;report;incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;step;1;deidentify incident
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;step;2;deidentifiy incident
activiti process engine;analyze incident;analyzes;incident;;;analyze incident
activiti process engine;answer request by reporter;answers;request by reporter;;answer request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;(;list );request|reporter
activiti process engine;answer request by agent;answers;request by agent;;answer request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;agent (;list );request
analyst;analyze incident;analyzes;incident;;;analyze incident
Customer;Review the sales quote;reviews;sales quote;quote;sales;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;;pricing|sales;generate
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;&;L|M Cost Estimates;Produce
Finance;Adding the Overhead cost;adds;Overhead cost;;Overhead cost;
Finance;Generate pricing options;generates;pricing options;;;Generate pricing options
Customer;Submit the Insurance Claim;submits;Insurance Claim;;Insurance Claim;
CSR;Review the claim;reviews;claim;;claim;
CSR;communicate with the customer;communicates with;customer;;customer;communicate
Claim Adjuster;Evaluate the claim;evaluates;claim;;claim;Evaluate
Claim Adjuster;send payment;sends;payment;send;;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;send;rejection|explanation;
Supervisor;evaluate the claim;evaluates;claim;evaluate;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;;Purchase order 2x;
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;;Document;Billing
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;;;Post Incoming Payment
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;;/ Requirements list;stock
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;Transfer;order for Delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;;Purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;;Purchase order;Goods Receipt
PRODUCTION PLANNER;MRP Run;;MRP Run;;Run;MRP
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;;order 2x;Production
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;&;Order|2x;Production|confirmation|Production|motorcycle
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;;order;sales
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;;Delivery with order reference;Outbound
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;Check;inventory for finished goods;
sales;verify RFQ;verifies;RFQ;;;verify RFQ
sales;Send to Customer;sends to;Customer;;Customer;
sales;Generate sales Quotes;generates;sales Quotes;;Quotes;Generate sales
Finance;Produced labor and materal costs;produces;labor|materal costs;;costs;Produced labor|materal
Engineering;Add overhead cost;adds;overhead cost;;cost;overhead
Customer;Generate RFQ;generates;RFQ;;;Generate RFQ
Customer;Analyze Sales Quote;analyzes;Sales Quote;;;Analyze
Volley Club;emptying the mailbox;empties;mailbox;;mailbox;emptying
Volley Club;Phonecall to complete data;;Phonecall to complete data;;;Phonecall|data
Volley Club;Recording an archieving;records;archieving;;archieving;Recording
Volley Club;add to the register;adds to;register;add to;register;
Volley Club;write down member fee into register;writes down;member fee into register;write down;member fee into register;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;;rejecting;explanation
Volley Club;print membership cards;prints;membership cards;print;;membership
Volley Club;send membership cards;sends;membership cards;send;membership;
Miranda;new member for the club?;;new member for the club;;member for the club ?;new
Miranda;stamp the letter;stamps;letter;;letter;stamp
Miranda;calculkate member fee;;calculkate member fee;;member fee;calculkate
candidate;sending letter;sends;letter;;;sending
candidate;Phonecall with Charles;;Phonecall with Charles;;;Phonecall|Charles
candidate;get rejected;gets rejected;;get;rejected;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;pay;membership;
candidate;pays the fee;pays;fee;;fee;pays
candidate;does not pay the fee;pays;fee;pay;fee;
Web Designer;First informational meeting;;First informational meeting;;;informational meeting
Web Designer;Design site;designs;site;;;
Web Designer;Develop site;develops;site;Develop;;
Web Designer;Prepare content;prepares;content;content;;Prepare
Web Designer;Marketing review;;Marketing review;;;Marketing review
Web Designer;Final version of content;;Final version of content;;version of content;Final
Web Designer;Building the site;builds;site;;site;Building
Web Designer;Review activity;reviews;activity;Review;activity;
Web Designer;Approval of the site;;Approval of the site;;site;Approval
Web Designer;Storyboard;;Storyboard;;;Storyboard
Miranda;emptying the letterbook;empties;letterbook;;letterbook;emptying
Miranda;rejecting the candidate;rejects;candidate;;candidate;rejecting
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";;candidate|sending the letter to Charles;accepting
Miranda;calculating the member fee for every person;calculates;member fee for every person;;member fee for every person;calculating
Miranda;giving the fee data to Charles;gives;fee data to Charles;;fee data to Charles;giving
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";check for;missing information;Empties Mailbox
Charles;Phonecall to complete data;;Phonecall to complete data;;;Phonecall|data
Charles;recording and archiving;;recording|archiving;;archiving;recording
Charles;sending of rejection letter;sends of;rejection letter;;letter;sending|rejection
Charles;add member to register;adds;member to register;add|register;member;
Charles;sending the data to Miranda;sends;data to Miranda;;data to Miranda;sending
Charles;writing the fees into the register;writes;fees into the register;;fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;;candidates;preparing invoice|new
Charles;waiting for payment of the fees;waits for;payment of the fees;;fees;waiting
Charles;prints the membership card;prints;membership card;;membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;send;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;Database;Backup
Backup;Check the CRM for new registers;checks;CRM for new registers;Check;CRM for new registers;
Backup;write the registers into the existing table;writes;registers into the|table;write;registers into the existing table;
Backup;alert the supervisor;alerts;supervisor;;supervisor;
Backup;Produce a new table;produces;new table;;new table;Produce
Backup;send it to the account manager;sends;account manager;send|account;manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;check;CRM|filled;new returns
Backup;reconcile with the existing;reconciles with;existing;;;reconcile
Backup;message to the supervisor;messages to;supervisor;;message to the supervisor;
Backup;register;registers;;register;;
Customer Service Representative;update case details;updates;case details;;case;
Customer Service Representative;archive;;archive;;;
Customer Service Representative;cancellation;;cancellation;;;cancellation
Customer Service Representative;moved to administration for completion;moves to;administration for completion;;administration for completion;moved
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;;message|documents;generate|outstanding
commitee members;check diaries and for conflicts;checks;diaries|conflicts;check;diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";check|suggest;dates|modifications;
support officer;update group calendar;updates;group calendar;;group calendar;
support officer;create meeting folders;creates;meeting folders;create;meeting folders;
support officer;ensure that all documents are uploaded;ensures;documents;;documents|uploaded;ensure
coordination unit;schedule meetings;schedules;meetings;;;schedule meetings
coordination unit;add draft dates;adds;draft dates;add;draft;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;;dates|potential conflicts ?;recheck
coordination unit;create final schedule;creates;final schedule;create;final schedule;
coordination unit;finalize schedule;finalizes;schedule;;;finalize schedule
Sales and Marketing;Check customer;checks;customer;Check;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;;order|system;ERP
Sales and Marketing;Check product availability;checks;product availability;Check;product;
Sales and Marketing;Reject the order;rejects;order;;order;Reject
Sales and Marketing;Invoice the customer;invoices;customer;;customer;Invoice
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;;Christmas card every year;
Production;Start production;starts;production;Start;;production
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;Take;product from the warehouse;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;;product for shipment;Prepare
Logistics and Distribution;Deliver the product;delivers;product;;product;Deliver
Accounting;Check reminder >3;checks;reminder;Check;;reminder
Accounting;Check bank account;checks;bank account;Check;bank account;
Accounting;Send reminder;sends;reminder;;reminder;
Legal department;Take legal actions;takes;legal actions;Take;;actions
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;Forward;Validated Invoices to the Registry;
Validation Department;Update Status to Validated;updates;Status to Validated;Update;Status to Validated;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;;;Receiving Validated Invoices
The Registry;Sorting by vendors;sorts by;vendors;;vendors;Sorting
The Registry;Sorting by Payment Date;sorts by;Payment Date;;Date;Sorting|Payment
The Registry;Archiving Invoices;archives;Invoices;;;Archiving Invoices
The Registry;Relocating an Archived Invoice;relocates;Invoice;;Archived Invoice;Relocating
Payment Department;Process Weekly Payment;processes;Weekly Payment;;;Weekly Payment
Payment Department;Generate Payment Report;generates;Payment Report;;;Generate Payment
Payment Department;Send report to Client;sends;report to Client;;report;
Payment Department;Send Report to the Registry;sends;Report to the Registry;;Report to the Registry;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;;Report to Accounts Receivable;Department
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;;;Generate Monthly Invoices
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;;Invoice;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;;;Receive Payment|Client
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;;SSP;Client sends invoice
Admin Department;Sort invoice by client;sorts;invoice by client;Sort;client;invoice
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;Sub;Sort invoices by vendor;
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;;Entry Form;Invoice
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fill out;Invoice Entry Form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;Check;invoice for completeness;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;;Data Entry personel;Allocate
Mail Centre;Categorise Mail;categorises;Mail;;Mail;Categorise
Mail Centre;Return invoice to client to complete;returns;invoice to client;Return invoice to|client to;complete;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;Return;non|complaint invoice to client;
Validation Department;Sort invoices by client;sorts;invoices by client;Sort;client;invoices
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;;report sorted by client;invoice validation
Validation Department;Validate data entry for invoice;validates;data entry for invoice;;entry for invoice;Validate data
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;Update|batch to;validated;invoice
The Registry;Pay Invoice;pays;Invoice;Pay;Invoice;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;pay run;;Invoice unpaid
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;;report;Generate monthly invoice|Client
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sort by;Vendor;
