Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
2nd Level Support Agent;Document 2nd level result;Document;2nd level result;;Document 2nd level result;
Car House;Get Confirmation;Get;Confirmation;Gets;Confirmation;
Trouble Ticket System;Open Ticket;Open;ticket;;Open Ticket;
Organization;Indicate Price;Indicate;Price;Indicates;Price;
Trouble Ticket System;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;Inserts;Issue into Product Backlog;
Seminar Coordinator;Open Seminar;Open;Seminar;;Open Seminar;
Business participant;Prepare Invoice;Prepare;Invoice;Prepares;Invoice;
Service Contract Implementation Layer;Book Order;Book;Order;;Book Order;
Service Contract Implementation Layer;Store in Marketing System Client 100;Store in;Marketing System Client;;Store|System Client 100;Marketing
Technician;Connect Remotely to Client;Connect;Client;;Client;
Reader;Get Item;Get;Item;Gets;Item;
Administrative Department;Check Solvency;Check;Solvency;Checks;Solvency;
Seminar Coordinator;Send Invitations to Customers;Send;Invitations to Customers;Sends;Invitations to Customers;
Support Department;Acknowledge;Acknowledge;;;;
Aqua Distilled Water Company;Forward Order;Forward;Order;;Forward Order;
1st level support;Edit 1st Level Ticket;Edit;1st Level|Ticket;Edits;1st Level Ticket;
Software developer;Examine problem;Examine;problem;Examines;problem;
Seller;Close an offer;Close;offer;Closes;offer;
Seminar Coordinator;Publish Seminar Description in Website;Publish;Seminar Description in Website;Publishes;Seminar Description in Website;
Business participant;Start Investigation;Start;Investigation;Starts;Investigation;
Firm;Schedule Interview;Schedule;Interview;;Interview;
No Magic;Send Reminder to Participants;Send;Reminder to Participants;Sends;Reminder to Participants;
Seminar Coordinator;Prepare Seminar Description;Prepare;Seminar Description;Prepares;Seminar Description;
Key account manager;Send mail to support system;Send;mail to support system;Sends;mail to support system;
Marketing Manager;Prepare Seminar Description;Prepare;Seminar Description;Prepares;Seminar Description;
Customer;Send credit request;Send;credit request;Sends;credit request;
Sales rep;Review request;Review;Request;;Review request;
Reader;Make Reservation;Make;Reservation;Makes;Reservation;
Nobel Committee Medicine;Write Recommendations Report;Write;Recommendations Report;Writes;Recommendations Report;
Sales staff;Develop proposal;Develop;proposal;Develops;proposal;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;Edits;2nd level ticket;
2nd Level Support Agent;Handle 2nd level issue;Handle;2nd level issue;Handles;2nd level issue;
No Magic;Make Internal Seminar Anoucement;Make;Seminar;Makes;Internal Seminar Anoucement;
Business participant;Order from supplier;Order from;supplier;;Order from supplier;
Organization;Check Availability;Check;Availability;Checks;Availability;
Warehouse;Pack Goods;Pack;Goods;Packs;Goods;
1st level support;Close Ticket;Close;Ticket;;Close Ticket;
Business participant;Checkout Book;Checkout;Checkout;;Book;
Firm;Interview;Interview;;;;
No Magic;Prepare Handouts;Prepare;Handouts;Prepares;Handouts;
Client;Select Car;Select;Car;Selects;Car;
Hardware Retailer;Check if extra insurance is necessary;Check;extra insurance;Checks if;extra insurance;
Bank;Review request;Review;Request;;Review request;
Recruiter;Submit Offer;Submit;Offer;;Offer;
Marketing Manager;Prepare Handouts;Prepare;Handouts;Prepares;Handouts;
1st level support;edit 1st level ticket;edit;1st level ticket;edits;1st level ticket;
Business participant;Prepare Results;Prepare;Results;Prepares;Results;
Client;Enter User and Dates;Enter;User|Dates;Enters;User|Dates;
Sales rep;Prepare contract;Prepare;contract;Prepares;contract;
Business participant;Update Invoice;Update;Invoice;Updates;Invoice;
Recruiter;Reject Application;Reject;Application;Rejects;Application;
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;Collects;Forms;
Business participant;Checkout Reply;Checkout;Reply;;;
1st Level Support Agent;Note 1st level result;Note;1st level result;Notes;1st level result;
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;Emails|Changes;Voters|Votes;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;Evaluates;Participants Number;
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;Sends;Reminder to Participants;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;;Store in Statistical System;
Sales staff;Change the terms of the offer;Change;terms of the offer;Changes;terms of the offer;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;Inserts;Issue into Product Backlog;
User;Use application;Use;application;Uses;application;
Support Department;Connect Remotely to Client;Connect;Client;;Client;
1st Level Support Agent;Document 1st level result;Document;1st level result;;Document 1st level result;
Bank;Assess risks;Assess;risks;Assesses;risks;
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;Edits;1st level ticket;
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;Prepares;Talk Presentation;
Sales Department;Book Travel;Book;Travel;;;Book Travel
1st level support;Close ticket;Close;Ticket;;Close ticket;
No Magic;Open Seminar;Open;Seminar;;Open Seminar;
Sales rep;Send quote;Send;quote;Sends;quote;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;Reduces to;Solutions;
Pizza Customer;Order a pizza;Order;pizza;Orders;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;;Questionnaries;
Online Shop;Ship Goods;Ship;Goods;;Ship Goods;
Customer;Provide Customer Data;Provide;Customer Data;Provides;Customer Data;
Bank;Calculate terms;Calculate;terms;Calculates;terms;
Bank;Prepare contract;Prepare;contract;Prepares;contract;
No Magic;Close Seminar;Close;Close Seminar;;Seminar;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;-s Announce Vote with;Re|Warning to Voting members;
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;Puts;Reservation to the Waiting List;
Sales Representative;Check Stock Level;Check;Stock Level;Checks;Stock Level;
Recruiter;Collect Feedback;Collect;Feedback;Collects;Feedback;
Joan Doe;Assess risk;Assess;risk;Assesses;risk;
Cab Driver;Complete Assignment;Complete;Assignment;;Complete Assignment;
Librarian;Register Loan;Register;Loan;;;Loan
Customer Service Assistant;Create Customer Account;Create;Customer Account;Creates;Customer Account;
Technician;Update Case Status;Update;Case Status;Updates;Case Status;
Sales Department;Review request;Review;Request;;Review request;
Seller;Fullfil the order;Fullfil;order;;;
Interviewer;Interview;Interview;;;;
1st level support;Send mail to account manager;Send;Mail to Account Manager;Sends;mail to account manager;
Reservation;Set Available Cars;Set;Available Cars;;Available Cars;
Recruiter;Review Application;Review;application;Reviews;Application;
Business participant;Review Issue List;Review;Issue List;;Review Issue List;
Key account manager;Explain solution;Explain;solution;Explains;solution;
Manager;Book Vacation;Book;Vacation;;;Book Vacation
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;Resolves;Communication Problem|Book Order;
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;;Laureates|Meeting 2;
Sales Department;Check Availability;Check;Availability;Checks;Availability;
Sales staff;Close an offer;Close;offer;Closes;offer;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;Sends;Invitations to Customers;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;;Store in Marketing System Client 200;
Client;Show Reservation;Show;Reservation;Shows;Reservation;
Firm;Submit Offer;Submit;Offer;;Offer;
Sales Representative;Request Pack Goods;Request;Pack Goods;Packs;Goods;
Trouble Ticket System;Close ticket;Close;Ticket;;Close ticket;
Marketing Manager;Register Participant;Register;Participant;Registers;Participant;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;Creates;Customer Account;
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;Notes;2nd level result;
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;Handles;2nd Level Issue;
Car House;Get Client Information;Get;Client Information;Gets;Client Information;
Support Department;Review & Escalate;Escalate;Review;Escalates;;
Support Department;Update Case Status;Update;Case Status;Updates;Case Status;
Firm;Collect Feedback;Collect;Feedback;Collects;Feedback;
Business participant;Receive Vote;Receive;Vote;;Vote;
delivery boy;Deliver the pizza;Deliver;pizza;Delivers;pizza;
Seminar Coordinator;Close Seminar;Close;Seminar;;Seminar;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;Sends;Invoice to Customer;
Pizza Customer;Pay the pizza;Pay;pizza;;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;Requests;quotes from carriers;
clerk;Calm customer;Calm;Customer;;Calm customer;
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;Informs;Customer about Overdue Payment;
Online Shop;Request Pack Goods;Request;Pack Goods;Packs;Goods;
1st level support;Open ticket;Open;Ticket;;Open ticket;
Developer;Notify user;Notify;user;;user;
Sales staff;Send an offer to the client;Send;offer to the client;Sends;offer to the client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;Edits;1st Level Ticket;
Sales staff;Fullfil the order;Fullfil;order;;;
Reader;Use Item;Use;Item;Uses;Item;
Car House;Submit Car Reservation;Submit;Car Reservation;Submits;Car Reservation;
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;Sends;Candidates Assessment Report;
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;Verifies;Customer Identity;
delivery boy;Receive payment;Receive;payment;Receives;payment;
Online Shop;Pack Goods;Pack;Goods;Packs;Goods;
Business participant;Announce Issues;Announce;Issues;Announces;Issues;
Support Manager;Update Client on Delay;Update;Client on Delay;Updates;Client on Delay;
Storyboard;Storyboard (full day);;Storyboard|full day;;Storyboard|full day;
Building;Site is developed (2 days);is developed;Site|2 days;;Site|days;
Building;Site design (10 days);;Site design|10 days;;Site design|days;
Building;Building (3 days);;Building|3 days;;Building|days;
review;review activity (1 day);;review activity|1 day;;review activity|day;
end;approval of the site (half a day);;approval of the site|day;;approval of the site|day;
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;;incoming mail date|records letter|it;
Charles (admi);tel call to sender to complete;;tel call|sender;completes;tel call to sender;
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;;mails in the mailbox;
Charles (admi);adds new member to the member register;adds;new member to the member register;;new member to the member register;
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;;letter to person;
Charles (admi);adds in the member register;adds in;member register;;member register;
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";prepares;invoices&send a letter to customer;
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";;membership card&send to new customer;
Miranda;will decide if member or not;decides;member;decides if;member;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";;date;
Miranda;calculates fees for the new members;calculates;fees for the new members;;fees for the new members;
customer;payments will transfer;wills transfer;payments;transfers;;
customer;Receive membership card;receives;membership card;Receives;membership card;
Customer;Inquire about availability of products;inquires about;availability of products;;;
Customer;Submit purchase order;submits;purchase order;Submits;purchase order;
Customer;Send payment;sends;payment;Sends;payment;
Accounting;Prepare invoice;prepares;invoice;Prepares;invoice;
Accounting;Process payment;processes;payment;Processes;payment;
Accounting;Send reminder to customer;sends;reminder to customer;Sends;reminder to customer;
Sales;Create and submit the quotation;creates|submits;quotation;Creates|submits;quotation;
Sales;Create sales order;creates;sales order;Creates;sales order;
Warehouse;Backorder missing items;backorders;missing items;;Backorder missing items;
Warehouse;Update sales order;updates;sales order;Updates;sales order;
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;Assembles;shipment|packing list;
Accounting;Enter PO Information;enters;PO Information;Enters;PO Information;
Accounting;Enter goods receipt information;enters;goods receipt information;Enters;goods receipt information;
Accounting;Verify invoice accuracy;verifies;invoice accuracy;Verifies;invoice accuracy;
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;Selects|sends;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;;Request|stock;
Customer;Send inquiry;sends;inquiry;Sends;inquiry;
Customer;Fill out application form;fills out;application form;Fills out;application form;
Customer;Process documents;processes;documents;;documents;
Supervisor;Expedite the assessment process;expedites;assessment process;Expedites;assessment process;
CSR;Send mortgage application form;sends;mortgage application form;Sends;mortgage application form;
CSR;Review application form;reviews;application form;Reviews;application form;
CSR;Send a reminder to customer;sends;reminder to customer;Sends;reminder to customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";Informs|closes;customer|transaction;
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;Informs;customer of rejection;
Mortgage Specialist;Archive details;archives;details;;Archive details;
Customer;Submit insurance claim;submits;insurance claim;Submits;insurance claim;
Customer;Supply more information;supplies;more information;Supplies;information;
Supervisor;Review the claim;reviews;claim;;claim;
Supervisor;Decide to accept or reject claim;decides;claim;Decides to|accepts|rejects;claim;
Claim Adjuster;Review the claim;reviews;claim;;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;Decides to|accepts|rejects;claim;
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;Sends to;supervisor for review;
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;Informs;customer of rejection reasons;
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;Sends;claim payment to customer;
Customer Service;Review the claim;reviews;claim;;claim;
Customer Service;Contact customer for details;contacts;customer for details;Contacts;customer for details;
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;;claim|adjuster;Forward|claim
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";Brings|describes;computer|problem;ACM
Customer;Authorize the repair;authorizes;repair;Authorizes;repair;
Customer;Take computer back;takes;computer;Takes;computer;
Technician;Diagnose the problem;diagnoses;problem;Diagnoses;problem;
Technician;Ask Store Owner to complete the repair;asks;Store Owner;Asks|completes;Store Owner|repair;
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";Completes;repair|test computer;
Technician;File a report about the repair;files;report about the repair;;File a report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;Creates;estimate of repair time|cost;
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;Assigns|repairs;technician|problem;
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";;Complete repair|test computer;
Store Owner;File a report about the repair;files;report about the repair;;File a report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;Informs;customer of repair completion;
Store Owner;Inform customer of inability to fix;informs;customer of inability;Informs|fixes;customer of inability;
lecturer;check process model;checks;process model;checks;process model;
lecturer;assign negative points;assigns;negative points;assigns;negative points;
lecturer;check the process and assign points;"checks;assigns";"Process;points";checks|assigns;process|points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";checks|consults;progress|problems;
team;agree on team domain;agrees on;team domain;;domain;team
team;analyse the field of study;analyses;field of study;;study;
team;assign roles in the tem;assigns;roles in the tem;;roles;tem
team;present the project;presents;project;presents;project;
student;join team;joins;team;joins;team;
student;create one process model;creates;process model;creates;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fixes;problem at the next seasion;
student;extend the process to L2,3;extends;process to L2;extends;process to L2,3;
student;perform work according to role;performs;work|role;performs;work according to role;
Checked department;hand in details of their work;hands in;details|work;hands in;details|work;
Auditor;Look for essential problems within company;looks for;essential problems within company;;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;looks;;
Auditor;statement of employees' work;;statement of employees work;;statement of employees' work;
Auditor;consult with employes;consults with;employes;consults with;employes;
Auditor;general statement;;general statement;;;general statement
Auditor;deeper look into a company;;deeper look into a company;looks into;company;
examiner;get to know the case;gets to know;case;gets to|knows;case;
examiner;first evaluation;;first evaluation;;first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";contacts|consults;insurer|case;
examiner;final evaluation;;final evaluation;;final evaluation;
Insurance company;a shady incident;;shady incident;;shady incident;
Insurance company;analyse details of the case;analyses;details of the case;;details of the case;
Insurance company;report for insurer;;report for insurer;;report for insurer;
insurer;hand in details of an accident;;hand in details of an accident;;hand in details of an accident;
insurer;enter a protest;enters;protest;enters;protest;
Customer;Review the Venders;reviews;Venders;;;Venders
Customer;Send the RFQ;sends;RFQ;Sends;RFQ;
Customer;Review The Sales Quote;reviews;Sales Quote;Reviews;Sales Quote;
Sales;Communicate with the Customer;communicates with;Customer;Communicates with;Customer;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";Reviews|Generates;Pricing Options|Sales Quote;
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;Produces;Cost Estimates Laser;L&M
Finance;Adding The Overhead Cost;adds;Overhead Cost;;Adding The Overhead Cost;
Finance;Generate Pricing Options;generates;Pricing Options;Generates;Pricing Options;
Customer;Create RFQ;creates;RFQ;Creates;RFQ;
Customer;Review Sales Quote;reviews;Sales Quote;Reviews;Sales Quote;
Customer;Review the Vendors;reviews;Vendors;;Review the Vendors;
Customer;Review the Sales Quote;reviews;Sales Quote;Reviews;Sales Quote;
Sales;Verify the RFQ;verifies;RFQ;Verifies;RFQ;
Engineering;Produce L&M Cost;produces;M Cost;Produces;Cost;L&M
Finance;Adding the Overhead Cost;adds;Overhead Cost;;Adding the Overhead Cost;
Reporter;Write Incident Report;writes;Incident Report;Writes;Incident Report;
Analyst;Comment arrangements;comments;arrangements;;arrangements;
reporter;report incident;reports;incident;reports;incident;
reporter;note incident number and -code;notes;Incident number|code;notes;incident number|-code;
reporter;answer request;answers;request;answers;request;
agent;answer request provision;answers;request provision;;answer request provision;
activiti process engine;report incident;reports;incident;reports;incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;;step 1;deidentify
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;;step 2;deidentifiy incident
activiti process engine;analyze incident;analyzes;incident;analyzes;incident;
activiti process engine;answer request by reporter;answers;request by reporter;answers;request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;;request by reporter|list;
activiti process engine;answer request by agent;answers;request by agent;answers;request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;;request by agent|list;
analyst;analyze incident;analyzes;incident;analyzes;incident;
Customer;Review the sales quote;reviews;sales quote;Reviews;sales quote;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;Reviews|generates;pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;Produces;Cost Estimates;L&M
Finance;Adding the Overhead cost;adds;Overhead cost;;Adding the Overhead cost;
Finance;Generate pricing options;generates;pricing options;Generates;pricing options;
Customer;Submit the Insurance Claim;submits;Insurance Claim;Submits;Insurance Claim;
CSR;Review the claim;reviews;claim;;claim;
CSR;communicate with the customer;communicates with;customer;communicates with;customer;
Claim Adjuster;Evaluate the claim;evaluates;claim;Evaluates;claim;
Claim Adjuster;send payment;sends;payment;sends;payment;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;sends;rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;claim;evaluates;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;Creates;Purchase order;
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;Creates;Billing Document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;Posts;Incoming Payment;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;Displays;stock/ Requirements list;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;Creates;Transfer order for Delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;Creates;Purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;
PRODUCTION PLANNER;MRP Run;;MRP Run;;;MRP
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;Creates;Production order 2x;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;;Production Order confirmation|Production of motorcycle;2x
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;Creates;sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;;Outbound Delivery with order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;Checks;inventory for finished goods;
sales;verify RFQ;verifies;RFQ;verifies;RFQ;
sales;Send to Customer;sends to;Customer;Sends to;Customer;
sales;Generate sales Quotes;generates;sales Quotes;Generates;sales Quotes;
Finance;Produced labor and materal costs;produces;labor|materal costs;;labor|materal costs;
Engineering;Add overhead cost;adds;overhead cost;Adds;overhead cost;
Customer;Generate RFQ;generates;RFQ;Generates;RFQ;
Customer;Analyze Sales Quote;analyzes;Sales Quote;Analyzes;Sales Quote;
Volley Club;emptying the mailbox;empties;mailbox;;emptying the mailbox;
Volley Club;Phonecall to complete data;;Phonecall to complete data;completes;Phonecall|data;
Volley Club;Recording an archieving;records;archieving;;Recording;
Volley Club;add to the register;adds to;register;adds to;register;
Volley Club;write down member fee into register;writes down;member fee into register;writes down|registers;member fee;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;;letter with explanation of rejecting;
Volley Club;print membership cards;prints;membership cards;prints;membership cards;
Volley Club;send membership cards;sends;membership cards;sends;membership cards;
Miranda;new member for the club?;;new member for the club;;new member for the club;
Miranda;stamp the letter;stamps;letter;stamps;letter;
Miranda;calculkate member fee;;calculkate member fee;;;
candidate;sending letter;sends;letter;;sending letter;
candidate;Phonecall with Charles;;Phonecall with Charles;;Phonecall;Charles
candidate;get rejected;gets rejected;;gets;;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;pays;membership;
candidate;pays the fee;pays;fee;;fee;
candidate;does not pay the fee;pays;fee;pays;fee;
Web Designer;First informational meeting;;First informational meeting;;First informational meeting;
Web Designer;Design site;designs;site;;Design site;
Web Designer;Develop site;develops;site;Develops;site;
Web Designer;Prepare content;prepares;content;Prepares;content;
Web Designer;Marketing review;;Marketing review;;;Marketing review
Web Designer;Final version of content;;Final version of content;;Final version of content;
Web Designer;Building the site;builds;site;;Building the site;
Web Designer;Review activity;reviews;activity;;Review activity;
Web Designer;Approval of the site;;Approval of the site;;Approval of the site;
Web Designer;Storyboard;;Storyboard;;Storyboard;
Miranda;emptying the letterbook;empties;letterbook;;emptying the letterbook;
Miranda;rejecting the candidate;rejects;candidate;;rejecting the candidate;
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";;accepting the candidate|sending the letter;Charles
Miranda;calculating the member fee for every person;calculates;member fee for every person;;calculating the member fee for every person;
Miranda;giving the fee data to Charles;gives;fee data to Charles;;giving the fee data;Charles
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";checks for;Mailbox|missing information;
Charles;Phonecall to complete data;;Phonecall to complete data;completes;Phonecall|data;
Charles;recording and archiving;;recording|archiving;;recording|archiving;
Charles;sending of rejection letter;sends of;rejection letter;;sending of rejection letter;
Charles;add member to register;adds;member to register;adds|registers;member;
Charles;sending the data to Miranda;sends;data to Miranda;;sending the data;Miranda
Charles;writing the fees into the register;writes;fees into the register;;writing the fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;;preparing invoice for new candidates;
Charles;waiting for payment of the fees;waits for;payment of the fees;;waiting for payment of the fees;
Charles;prints the membership card;prints;membership card;;membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;sends;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;Backup of Database;
Backup;Check the CRM for new registers;checks;CRM for new registers;Checks;CRM for new registers;
Backup;write the registers into the existing table;writes;registers into the|table;writes;registers into the existing table;
Backup;alert the supervisor;alerts;supervisor;alerts;supervisor;
Backup;Produce a new table;produces;new table;Produces;new table;
Backup;send it to the account manager;sends;account manager;sends;it to the account manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;checks;CRM whether new returns;
Backup;reconcile with the existing;reconciles with;existing;reconciles with;existing;
Backup;message to the supervisor;messages to;supervisor;;message to the supervisor;
Backup;register;registers;;;;
Customer Service Representative;update case details;updates;case details;;update case details;
Customer Service Representative;archive;;archive;;;
Customer Service Representative;cancellation;;cancellation;;;
Customer Service Representative;moved to administration for completion;moves to;administration for completion;;administration for completion;
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;generates;message for outstanding documents;
commitee members;check diaries and for conflicts;checks;diaries|conflicts;checks;diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";checks|suggests;dates|modifications;
support officer;update group calendar;updates;group calendar;;group calendar;
support officer;create meeting folders;creates;meeting folders;creates;meeting folders;
support officer;ensure that all documents are uploaded;ensures;documents;ensures that;documents;
coordination unit;schedule meetings;schedules;meetings;schedules;meetings;
coordination unit;add draft dates;adds;draft dates;adds;draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;rechecks;dates|potential conflicts;
coordination unit;create final schedule;creates;final schedule;creates;final schedule;
coordination unit;finalize schedule;finalizes;schedule;;;
Sales and Marketing;Check customer;checks;customer;;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;Places;order in ERP system;
Sales and Marketing;Check product availability;checks;product availability;Checks;product availability;
Sales and Marketing;Reject the order;rejects;order;Rejects;order;
Sales and Marketing;Invoice the customer;invoices;customer;;customer;
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;Sends;card every year;Christmas
Production;Start production;starts;production;Starts;production;
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;Takes;product from the warehouse;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;Prepares;product for shipment;
Logistics and Distribution;Deliver the product;delivers;product;Delivers;product;
Accounting;Check reminder >3;checks;reminder;;Check reminder;
Accounting;Check bank account;checks;bank account;;bank account;Check
Accounting;Send reminder;sends;reminder;Sends;reminder;
Legal department;Take legal actions;takes;legal actions;Takes;legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;;Invoices to the Registry;
Validation Department;Update Status to Validated;updates;Status to Validated;;Update Status;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;;Receiving|Invoices;
The Registry;Sorting by vendors;sorts by;vendors;;Sorting by vendors;
The Registry;Sorting by Payment Date;sorts by;Payment Date;;Sorting by Payment Date;
The Registry;Archiving Invoices;archives;Invoices;;Invoices;
The Registry;Relocating an Archived Invoice;relocates;Invoice;;Relocating an Archived Invoice;
Payment Department;Process Weekly Payment;processes;Weekly Payment;Processes;Weekly Payment;
Payment Department;Generate Payment Report;generates;Payment Report;Generates;Report;Payment
Payment Department;Send report to Client;sends;report to Client;Sends;report to Client;
Payment Department;Send Report to the Registry;sends;Report to the Registry;Sends;Report to the Registry;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;Sends;Report;Accounts Receivable Department
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;Generates;Monthly Invoices;
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;Sends;Invoice to Client;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;;Payment from Client;
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;;Client|invoice to SSP;
Admin Department;Sort invoice by client;sorts;invoice by client;;Sort invoice by client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;;Sub - Sort invoices by vendor;
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;Attaches;Invoice Entry Form;
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fills out;Invoice Entry Form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;Checks;invoice for completeness;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;;Data Entry personel;
Mail Centre;Categorise Mail;categorises;Mail;;;
Mail Centre;Return invoice to client to complete;returns;invoice to client;Returns|completes;invoice to client;
