Entry;Entities;EntityType
Bill (Owner);Bill (Owner);PERSON
Illustration Creation Team;;
Technical Team;;
Admin Officers;;
Cooking Area;Cooking Area;LOCATION
Packing Area;Packing Area;LOCATION
Lecture;;
Real estate;;
ordering;;
purchasing;;
manufacturing;;
Validation Officers;;
Data Entry Officers;;
Master Data Entry;;
Payment Officers;;
Department XYZ;XYZ;ORGANIZATION
Process 1;;
Team work explorer;;
meeting members;;
meeting manager;;
client;;
Seamless Service Provision(SSP);;
internal mail center;;
Validation Ofiicer;;
Staff Member;;
Internal Mail Centre;Internal Mail Centre;ORGANIZATION
MetalWorks;MetalWorks;ORGANIZATION
Level-1;;
Level-2;;
Job tracking system;;
Store;;
Headquarter;;
Hermes;Hermes;ORGANIZATION
Disposition;;
Hub;Hub;LOCATION
Resourcing;;
R&D;R&D;ORGANIZATION
Investment Decision-making Commitee;;
Pets@home;Pets@home;PERSON
Topup Method;;
Agency & Citizen;Agency & Citizen;ORGANIZATION
Minister Delegate;;
STUDENT;;
PhD OFFICE;;
ADMINISTRATION;;
Sales Director;;
Sales Executive;;
Automatic procedure;;
company;;
secretary;;
Secratory;;
Administors;;
Students;;
students;;
Doctor school;;
Coordinator;;
advisor;;
PHD OFFICE;;
Not EU;EU;ORGANIZATION
EU;EU;ORGANIZATION
Evaluation commission;;
Member of evaluation commission;;
PROFESSORS;;
ADMINISTRATION OFFICE;;
Secretatry;;
Administrator Secretary;;
Proponent;;
non EU lecturer;EU;ORGANIZATION
EU lecturers;EU;ORGANIZATION
External Committee member;External Committee;ORGANIZATION
PROPONENT;;
Catering Service;Catering Service;ORGANIZATION
Store Warehouse;;
Store Front;;
production;;
logistic;;
accounting;;
Recruitment Department;;
HR Department;HR Department;ORGANIZATION
Australian Agencies (Client);Australian Agencies;ORGANIZATION
BIA;BIA;ORGANIZATION
TS recruitment;;
Course Facilitators;;
Recruiter;;
VIP Customer;;
Software developer;;
Support Team;;
indoor service;;
customer service;;
Invoice data entry department;;
Master data record department;;
Payment Officer (Automated System);;
reception;;
Minister's Delegate;;
new Member;;
Office staff;;
Lab;;
CDSS;CDSS;ORGANIZATION
Administrative staff;;
Clinical Lab;;
Surgery dept.;;
Primary care doctor;;
Nurse specialist;;
Surgical oncologist;;
Radiologist;;
Pathologist;;
Managing Director;;
SAP Dept.;SAP;ORGANIZATION
Validation officer;;
Acc. receivable;;
Trademe;Trademe;ORGANIZATION
Trademe system;;
Trademe users;;
Prcocess of creating Web site;;
Administraor;;
Catering company;;
Owner (Bill);;
State;;
AeroClub;AeroClub;ORGANIZATION
Potential Customer;;
customer service representive;;
Application Division;;
Papermill;Papermill;ORGANIZATION
Logictics;;
IDC;IDC;ORGANIZATION
order department;;
Kitchen;;
Order prepare department;;
Custom bike producer;;
Barista;Barista;ORGANIZATION
Design;;
Development;;
Contents;;
BVIS;BVIS;ORGANIZATION
Checkfelix.com;;
Seler;Seler;PERSON
Provision Team;;
Shipping;;
Consumer;;
Service Investor;;
Service Provider;Service Provider;ORGANIZATION
General Practitioner;;
Diagnostic Testing;;
Allied Health;Allied Health;ORGANIZATION
seller;;
amazon;;
Shipment Company;;
Amazon sales;Amazon;ORGANIZATION
Amazon Fulfilment;Amazon Fulfilment;MISC
Amazon services;Amazon;ORGANIZATION
meeting 1;;
site design + content preperation;;
meeting 2;;
approval of the site;;
building the site;;
Bill Jobs;Bill Jobs;PERSON
Service Technicians;;
Claim Handling;;
Operator of WF;;
Engine;;
Application;;
Product manager;;
Country analyst;;
local delivery employee;;
central pick-up employee;;
transporter;;
Experienced SSP member;SSP;ORGANIZATION
Master data entry staff;;
Mail centre staff;;
Admin officers;;
Data entry officers;;
Mail Centre Clerk;;
Registry Officer;;
Accounts Receivable Officer;;
Experienced SSP Member;SSP;ORGANIZATION
Master Data Officer;;
Mortgage Supervisor;;
Online Retailer;;
ServicingTeam;;
engineering;;
finance;;
SAP Configuration;SAP;ORGANIZATION
Buyer Party;;
Seller Party;;
Buyer party;;
Seller party;;
Mall;;
Households;;
CGPs;;
Smart Gate Way;Smart Gate Way;ORGANIZATION
Owner-Bill;Owner-Bill;PERSON
Change Co-ordinator;;
Manager, Application Support;;
Manager, Enterprise Infrastructure;Enterprise Infrastructure;ORGANIZATION
ITS Change Co-ordinator;;
Change Requester;;
ITS Change Coordinator;;
ITS Senior Management;ITS Senior Management;ORGANIZATION
ITS Senior Managers;ITS Senior Managers;ORGANIZATION
ITS Change Management Process;;
IT Infrastructure;;
Credit Broker;;
IT System;IT System;ORGANIZATION
HQ;;
Sales representative;;
Sales region;;
Processing plant;;
Purchasing Department;;
Accounting department;;
Inventory Team;;
Production Planning Team;;
Manufacturing Team;;
customser;;
Customer Relationship Management;;
Risk Assement Dept.;;
Finance and Operations Dept;;
Sales and CR Dept.;;
Service Department;Service Department;ORGANIZATION
Warehouse Management;;
Level 2 - Admin Officers;;
Ground Floor - Mail Center;;
External Reviewers;;
Woman's Representative;;
Board of trustees;;
Dean;Dean;PERSON
University Administration;University Administration;ORGANIZATION
Faculty Board;Faculty Board;ORGANIZATION
President of Humboldt University;Humboldt University;ORGANIZATION
Academic Senate;Senate;ORGANIZATION
Selection Committee;Selection Committee;ORGANIZATION
Human Resources;Human Resources;ORGANIZATION
Kuratorium;;
Senator of Education in Berlin;Senator of Education|Berlin;ORGANIZATION|LOCATION
Applicants;;
Test Users;;
President's office;;
Search Committee;Search Committee;ORGANIZATION
Board of Trustees;Board of Trustees;ORGANIZATION
1st Level (Core Processes);;
1st Level: Core Processes;;
DMS(PARTS PROVISIONING TEAM);;
SERVICE AND REPAIR TEAM;;
PARTS PROVISIONING TEAM;;
WAREHOUSE CLERK;;
SHOP FLOOR SPECIALIST;;
ACCOUNT MANAGER;;
Sales Administrator;;
Sales Billing;;
Shipping Planning;Shipping Planning;ORGANIZATION
Account Receivable;;
Mail staff member;;
Finance & Accounting;Finance & Accounting;ORGANIZATION
Payment Gateway;;
Flight Centre System;Flight Centre System;ORGANIZATION
Credit Card Payment System;;
Travel management company;;
Passenger - Team Leader;;
Airport;;
ISS;ISS;ORGANIZATION
Airline - Check in operator;;
Airline - Departure control system;;
Airline- service desk personnel;;
Airport- service desk personnel;;
Airport- Departure control system;;
Airline- Check in supervisor;;
Airport ISS security personnel;ISS;ORGANIZATION
Airport volunteer [PER, BNE];;
Airport staff [MEL];;
BIA enrollment system;BIA;ORGANIZATION
Production Department;;
Marketing Management Dept.;;
PR Dept.;PR Dept.;ORGANIZATION
Top Management;;
Highly creative part of Marketing Dept.;;
Lending Factory Incorperated;;
Claim Adjustor;;
Repair Technician;;
PhD secretary (Francesca);;
Funder;;
PhD Process Mgmt Platform;;
Metal Works;Metal Works;ORGANIZATION
Receiving technician;;
Service technician;;
Sales dept.;;
Production dept.;;
PR dept.;;
IT dept.;;
Production department;;
Finance dept.;;
Purchasing dept.;;
HR dept.;;
Marketing dept.;;
R&D dept.;R&D;ORGANIZATION
Dev. team;;
CDO;;
evidence;;
ambulance;;
pacient;;
patient;;
surgery;;
Previous or New Client;New Client;MISC
Sales & Marketing Team;;
Operations / Project Coordinator;;
Creative Director;;
Service Team Leader;;
Production & Service Assistant;;
eshop staff;;
courier company;;
SMTP server;SMTP;ORGANIZATION
POP3 server;;
Expert;;
Help desk center;;
Grid Access Provider;Grid Access Provider;ORGANIZATION
Metered Data Aggregator;;
Analyst A;;
Analyst B;;
Analyst C;;
Seminar;;
Product Engineer;;
Level-2 staff;;
Search for Items;;
Login;;
Bidding;;
Search for Item;;
Logistic and Shipping;Logistic and Shipping;ORGANIZATION
referee;;
manager;;
Director;;
Hospital Director;;
expert;;
UNION;UNION;ORGANIZATION
Union;;
Course Manager;;
Citizen Service Center;Citizen Service Center;ORGANIZATION
Citizen;;
Back Office;Back Office;ORGANIZATION
MD;MD;LOCATION
Prescription process;;
Research Group;;
Nurse/Patient;;
Achat;Achat;PERSON
University of Cologne;University of Cologne;ORGANIZATION
Brokering Agency;;
External Credit Company;External Credit Company;ORGANIZATION
Mail staff;;
Payment;;
verfication Shipping Addr.;Shipping Addr.;ORGANIZATION
verfication billing Addr.;;
Verficationn types of payment;;
Mailroom;;
acounts Receivable Department;;
Master Data entry Department;;
Student Affairs;;
Lecturer;;
Trademan;;
Cloud Technology;Cloud Technology;ORGANIZATION
Record job activity;;
Company Admin;;
Accounting system;;
Company scheduler;;
Tradesman;;
Job Scheduler;;
Admin;;
Accounting System;;
Lecturer;;
Check-in personel;;
Flight Planning;Flight Planning;ORGANIZATION
Crew Management;Crew Management;ORGANIZATION
CENTRAL;CENTRAL;MISC
technician;;
Volley tennis club;;
committee members;;
process;;
Claim Supervisor;;
Credit System;Credit System;ORGANIZATION
Admin Officer (Level 2);;
Data Entry (Level 5);;
Master Data Entry Officer (Level 5);;
Validation Officer (Level 7);;
Logistics & Shipping;;
Sales department;;
online ordering service;;
cooks;;
travel agency;;
tourist;;
Player 1;;
Other player;;
Tennis club;;
Student Office;;
Financial dept;;
business partner;;
university;;
Accounting (WPLACM);;
Phd Student;;
Disi Department;Disi Department;ORGANIZATION
Doctors commitment;;
Advisor professor;;
Administration Office;;
exam commission;;
phd office;;
GMNY;;
Obtain Approval;;
Charlse;Charlse;PERSON
Melissa;Melissa;PERSON
DB/CRM Process;;
Technicians;;
Material Warehouse stock;;
SALES DEPARTMENT;;
Major-Incident Support;;
IT-Manager;;
Internal Third-Level Support;Internal Third-Level Support;MISC
Second-level support;;
products;;
HIJ-Department;;
Sommelier;;
Room service manager;;
kitchen;;
Waiter;;
Logistics Service Provider;Logistics Service Provider;ORGANIZATION
Expense Submitter;;
Procure to Pay;;
Executive Director;;
Educational Institution;Educational Institution;ORGANIZATION
Bob;Bob;PERSON
Alice;Alice;PERSON
agency;;
Office for studies;;
Engineering department;;
Student partners;;
Industry Partner;;
Mater Data Entry Department;Mater Data Entry Department;ORGANIZATION
Sale;;
Account Receivable Dept.;;
SSP Client;SSP;ORGANIZATION
Experienced SSP Staff;SSP Staff;ORGANIZATION
SAP Master Data Entry Staff;SAP;ORGANIZATION
Payment Office Staff;;
stock;;
parts provision;;
provison teami;;
Account Manager;;
Talent Seek Human Resources;Talent Seek Human Resources;ORGANIZATION
Client End, Next Level Management;;
Talent Seek Recruitment Manager;;
Talent Seek Recruitment Managers;;
Client End Managers;;
Client End HR;;
Selection Panel;;
TS Casual Admin Assistant;;
HR Specialists;;
Client HR;;
Next Level Manager;;
Supervisor 1;;
Supervisor 2;;
Account payable;;
Employee`s organisational unit;;
Purchase department;;
Enterprise System;Enterprise System;ORGANIZATION
Goods receipt department;;
Accounts payable department;;
Level-2 support staff;;
Level-1 support staff;;
Suport staff;Suport;ORGANIZATION
Accounting (backend);;
Approver 1 (portal);Approver;ORGANIZATION
Approver 2-6 (portal);;
Purchasing (backend);;
Requisitioners (portal);;
Lending Factory;;
Delivery Staff;;
Planning;;
Procurement departement;;
External experts;;
Steering committee;;
Industrial engineering;;
Industrial actors;;
Industrial engineering and industrial actors;;
milk;;
cream;;
crates;;
dispatch;;
Shelf (Bin) Categorization;;
Gourmet Gorilla;Gourmet Gorilla;ORGANIZATION
Operations Supervisor;;
Shift Supervisors;Shift Supervisors;ORGANIZATION
Cooks;Cooks;PERSON
Warehouse Step 1;;
Warehouse Step 2;;
Warehouse Step 3;;
Batch Tracking;;
Prep;;
Cook;Cook;PERSON
Package;;
P2P;;
Procure To Pay;;
School;;
Order Capture;;
Parent;;
Warehouse Step 2 (Shelves/Bins);;
Shelf (Bin) Categorization Process;;
School Warehouse step 1;;
Warehouse Step 2( Shelves/Bins);;
Planning and Production;;
Vendor/Supplier;;
GOURMET GORILLA - Current Ordering System;;
Gourmet Gorilla Warehouse;Gourmet Gorilla Warehouse;ORGANIZATION
Purchase Requisition;;
Order Received;;
construction worker;;
remote engineer;;
Sales and Distribution;;
Inventory;;
New Customer;;
Pay Pal Website;;
Admin Officer (AO) (level 2);;
Data Entry Officer (Level 5);;
Master Data Entry Officer (MDEO);;
Validation Officer (level 7);;
PPS;PPS;ORGANIZATION
logistic system;;
logistic department;;
supplier;;
warehouse manager;;
Web Design;Web Design;ORGANIZATION
Various Departments;;
Support officer;;
Loading Clerk;Clerk;PERSON
Dist Planner;Dist Planner;ORGANIZATION
Shipping Clerk;;
Receiver Office;;
Destination office;;
Developer Team;;
Database Check;;
Mortgage quote;;
debt collection;;
Administration Assistant;;
Client-end Manager;;
HR Advisor;;
Business User;;
Personal User;;
Customer Admin.;;
Order Administration;;
Engineering Dept;;
Research group;;
Brokering agency;;
group leader;;
developer;;
Medical laboratory technician;;
Medical Pathologist;;
coordinator;;
Community Manager;;
traffic warden;;
Comuter System;Comuter System;ORGANIZATION
Traffic warden;;
BPMS;BPMS;ORGANIZATION
Change Requestor;;
Suppliers;;
Services (logistic);;
Department of Finance;Department of Finance;ORGANIZATION
Assets;;
Liabilities;;
Equity;;
Income;;
Planning department;;
designing and implementing a web site;;
End user;;
Office Management;Office Management;ORGANIZATION
Claim handling department;;
The Customer Service department;Customer Service department;ORGANIZATION
Ianus;Ianus;PERSON
Treasurer;;
Translation Agency;Translation Agency;ORGANIZATION
Rating company;;
Author;;
PC Chair;;
Reviewer;;
Key account manager;;
1st Level Support Agent;;
2nd Level Support Agent;;
Reseller-B;;
Payment Org;;
Transporter;;
Government Authorities;Government Authorities;ORGANIZATION
master data entry department;;
Ground Floor;Ground Floor;ORGANIZATION
level 2;;
Level 5;;
Level 7;;
Paypal System;Paypal System;ORGANIZATION
Booking agency;;
TS Clerical Staff;TS Clerical Staff;ORGANIZATION
Assistant Clerical Staff;;
TS Outsourced IT Department;TS Outsourced IT Department;ORGANIZATION
Notification department;;
Handling department;;
Facebook User;Facebook;ORGANIZATION
Facebook;Facebook;ORGANIZATION
Scout Leader;;
Group Scout Leaders;Group Scout Leaders;MISC
Member;;
Center Manager;;
Medical Supervisor;;
18+ Participant;;
Main Scout Leader;Main Scout Leader;ORGANIZATION
Scout Member;;
Center Council;Center Council;ORGANIZATION
Property manager;;
Property Manager;;
CRM department;CRM;ORGANIZATION
IT Strategic Sourcing (J&J);;
J&J local contacts;J&J;ORGANIZATION
J&J Local Contact;J&J Local Contact;ORGANIZATION
IT Strategic Sourcing;IT Strategic Sourcing;ORGANIZATION
System Administrator;;
IT Compliance;;
Local Manager;;
Local Human Resources;Local Human Resources;ORGANIZATION
Accident;;
ABC Company;ABC Company;ORGANIZATION
Customer support section;;
Business section;;
Elevo developement division;Elevo;MISC
Marketing support;;
Business analyst;;
Sale manager;;
CFO;CFO;ORGANIZATION
Team manager;;
Tutor;;
TS HR Coordinator;;
TS Clerical/Admin Staff;TS Clerical/Admin Staff;ORGANIZATION
Staff personnel;;
Attendant;;
Nursing/ Medical Clinician;Nursing/ Medical Clinician;ORGANIZATION
 Medical Clinician;;
Payment System;;
Help Desk;;
Third party;;
Field IT staff;;
IT Manager;;
Service Desk Staff;Service Desk Staff;ORGANIZATION
Adminstrator Officer;;
GP;;
Ward;Ward;PERSON
finance department;;
supervisor;;
Billing department;;
Sales Person;;
Computer repair process;;
installation;;
Expense Report;;
booking hotel en bus;;
booking extras;;
Customize offer;;
instllation;;
sales person;;
sales manager;;
installation department;;
billing department;;
Expense report;;
Sales person;;
Sales manager;;
computer repair;;
sales departement;;
Computer repair;;
Installation department;;
crs;;
book vacation;;
presenting offer;;
create customized offer;;
loan approvel;;
Loan approval;;
Data Entery Officer;;
Validation;;
Registery;;
SSP (Validation);SSP;ORGANIZATION
Experience;;
Next level manager;;
HR coordinator;;
Client-next level manager;;
HR service;;
TS recruitment manager;TS;ORGANIZATION
Admin assistant;;
TS - Recruitment manager;;
Client-HR advisor;;
transaction;;
transactional sub-process;;
SSP Admin Officer;SSP;ORGANIZATION
SSP Data Entry Officer;SSP;ORGANIZATION
SSP Validation Officer;SSP;ORGANIZATION
Seventh Sense;;
Payroll;;
Acc Rec;Acc Rec;ORGANIZATION
SAP System;SAP System;ORGANIZATION
Foreign University;Foreign University;ORGANIZATION
Foreign studies department;;
University IS;;
Postgraduate studies department;;
Postgraduate students;;
Graduates of master's degree;;
Provide students with postgraduate studies;;
International Student;International Student;ORGANIZATION
International Office Employee;International Office Employee;ORGANIZATION
Department Head;;
Mentor;;
Vice Dean;Vice Dean;PERSON
Foreign Student;;
ICT Team;ICT Team;ORGANIZATION
UAT Key Stakeholders;UAT Key Stakeholders;ORGANIZATION
Santa Claus;Santa Claus;PERSON
Trustee;;
Santa's Dwarfs;Santa's Dwarfs;ORGANIZATION
Presentee;;
mortgage specialist;;
E-payment provider;;
Service Desk Level 1;;
Service Desk Level 2;;
Service Desk Chief;;
RMA Employee;RMA Employee;ORGANIZATION
webServices for storing data about attendance of employees;;
IS operator;;
Workshift supervisor;;
Department manager;;
Delivery company;;
Main goods depot A;;
Goods depot B;;
store manager;;
EVENT REGISTRATION;;
Event Registration;;
Event Regestration;;
REGISTRATION PROCESS;;
Request for Travel Approval;;
Event registration;;
Practice - Travel Authorization;;
Registration for Travel Approval;;
Individual;;
Purchaser;;
Online Business Broker;;
Seller (Private and Business Broker);;
Payments;;
Hospital Admission;Hospital Admission;ORGANIZATION
Ambulance car service;;
Hospital drugs store;;
Drug store;;
nurse;;
doctor;;
Repairer;;
Inspector;;
Equipment store;;
Hospital management;;
world market;;
owner;;
service designer;;
project manager;;
contractor;;
marketing;;
GoPay;;
reader;;
Registrars Office;;
Call Center;;
IST;;
Financial accounting department;;
Warehouse department;;
Central Purchasing/Procurement department;Central Purchasing/Procurement;ORGANIZATION
ACCOUNT PAYABLE MANAGER;;
ACCOUNT PAYABLE CLERK;;
ACCOUNTS RECEIVABLE;;
SALES ADMINISTRATOR;;
PLAN SHIPPING;;
SALES BILLING;;
Constultant;;
Debit Card Department;;
Bank employee;;
Bank manager;;
Miranda (Secretary);Miranda (Secretary);PERSON
Charles (Administrator);Charles (Administrator);PERSON
1st level support;;
2nd level support;;
Chef;;
Mail Centre Staffs (5 x S3 grade);Mail Centre Staffs;ORGANIZATION
Admin Officers (4 x S5 grade);;
Data Entry Officers (6 x S4 grade);;
Master Data Entry Staff (1 x S5 grade);;
Validation Officers (4 x S6 grade);;
Accounts Receivable Staffs (4 x S6 grade);;
Registry Staffs (4 x S4 grade);;
Griffith University Library;Griffith University Library;ORGANIZATION
Other Library Catalogues;;
Borrower;;
Library returns personnel;;
Web site;;
Administrator (Charles);;
Secretary (Miranda);(Miranda);PERSON
Mortgage offer;;
Head of Department;;
Team Lead;Team Lead;MISC
Information Requesters;;
Information Providers;Information Providers;ORGANIZATION
Making queries of an object ID to ADS;ADS;MISC
Electronic Shopping Assistant;;
Discovery Service;Discovery Service;ORGANIZATION
Proxy;;
Electronic shopping assistant;;
Shop personal;;
Clients;;
EPCIS;EPCIS;ORGANIZATION
Contact Node;;
Storage Node;;
Intermediate Node;;
Authenticating and Authorizing Information Requesters;;
Object Agents;;
Domain Name System (DNS);Domain Name System;ORGANIZATION
Distributed Hash Table (DHT);;
Finding a DS through ONS Bootstrapping;;
BRIDGE Discovery Services;BRIDGE Discovery Services;ORGANIZATION
Contact Nodes;;
Storage Nodes;;
Intermediate Nodes;Intermediate Nodes;ORGANIZATION
Discovery Services;Discovery Services;ORGANIZATION
Publishing the Basic Records to DS;Basic Records;ORGANIZATION
Sending the Requested Detailed Info;;
Registering the Object with DS;;
Retrieving the Results;;
Sending a Full Query;Full Query;MISC
Authorizing Access Rights;Access Rights;MISC
Returning the Results;;
Sending a Query to an Information Provider;Query|Information Provider;MISC|ORGANIZATION
Connecting to an Object Agent;;
Linking to a Designated DS and Sending the Query;Sending the Query;MISC
Preparing a DOCUMENT;;
Publishing Key Events plus Security Options to ADS;Security Options;ORGANIZATION
Requesting Detailed Info;;
Retrieving the Pointer Info;Pointer Info;MISC
Returning the Detailed Info;;
Sending a One-Off Query to DS;;
Sending the Results;;
Logistic / Warehouse;;
BCP;BCP;ORGANIZATION
MS Outlook;MS Outlook;ORGANIZATION
Project management;;
Volunteer;;
GUI Testing Consultant;;
Testers;;
Programmers;;
Analysts;;
Response;;
Assessment;;
Resource Evaluation;;
Infrastructure evaluation;;
Operational Plan;;
Context;;
Website;;
Administration / Director;;
Map 2D Website;;
Student / Member of public;;
Director / Administration staff;;
Shared document;;
Shared file;;
Administration staff / Director;;
Shared booking spreadsheet;;
Student / public user;;
Brisbane Institute of Art Staff;Brisbane Institute of Art Staff;ORGANIZATION
Shared document's folder;;
Brisbane Institute of Art;Brisbane Institute of Art;ORGANIZATION
Brisbane Institute of Art Website;Brisbane Institute of Art Website;ORGANIZATION
Wake up;;
Student office worker;;
HR Co-Ordinator;;
Clerical Staff;Clerical Staff;ORGANIZATION
Cloud Source;Cloud Source;ORGANIZATION
Main Process;;
Corrdination Unit;Corrdination Unit;ORGANIZATION
Commitee Members;;
Ware House;Ware House;LOCATION
Bill Jobs (Owner);Bill Jobs (Owner);PERSON
Service Technician;Service Technician;ORGANIZATION
Data Operator;;
Data Operator?;;
Corporate Data Operator;;
Prospect/Customer Data User;;
Customer Data Requestor;;
Business Data Steward;;
Supplier Data Requestor;;
Contact/Debtor Data User;;
Supplier requestor;;
Business data steward;;
Shared service operator;;
Data Governor;;
Project Manager/Team;;
Local Sales;;
Global Master Data;;
Local Service;Local Service;ORGANIZATION
Supplier Data User;;
Coprorate Data Operator;Coprorate Data Operator;ORGANIZATION
Sales Partner Relatations Requestor;;
Rating Agency;;
Merchant;;
PayPal;PayPal;ORGANIZATION
HR Coordinator Team;;
Miranda, Secretary;Miranda, Secretary;ORGANIZATION
Charles, Administrator;Charles,;PERSON
Amploeyy from Office for studies;Amploeyy|Office for studies;PERSON|MISC
Education department;;
ED of foreign country;ED;ORGANIZATION
transaction system;;
order management;;
auctioning service;;
Messaging Service;Messaging Service;ORGANIZATION
Publisher;;
Sigma Engineering Website;Sigma Engineering Website;ORGANIZATION
Incoming mail center;;
Deliver department;;
Profile department;;
SSP Admin office;SSP Admin;ORGANIZATION
Experience SSP Members;SSP;ORGANIZATION
Master data management;;
QAS Call Center;QAS Call Center;ORGANIZATION
QAS Ambulance Medical Dispatcher;QAS Ambulance Medical Dispatcher;ORGANIZATION
Brisbane Institute Of Art;Brisbane Institute Of Art;ORGANIZATION
Receiving Depot;Depot;ORGANIZATION
Real Estate Agent;Real Estate Agent;ORGANIZATION
Home Loan Department;;
Branch;Branch;ORGANIZATION
Property Assesment Department;Property Assesment Department;ORGANIZATION
Lender;;
Mortgage Broker;;
Candidate for study;;
Study Department;;
Boss;;
Worker;;
Connectivity Services;Connectivity Services;ORGANIZATION
SSP Experienced Employee;SSP;ORGANIZATION
storage manager;;
external vendor;;
sales and distribution;;
entrance room;;
bar;;
way;;
Platform;;
Crowd;;
Project Board;Project Board;ORGANIZATION
Advertising Agency;Advertising Agency;ORGANIZATION
Organisational Unit;;
External Member;;
Workshop Organizer;;
Participant;;
Backend;;
Frontend;;
Retail;;
Legal;;
Land or Right-of-Way;;
Business Developement;Business Developement;ORGANIZATION
Employee At-Large;;
Technical/Admin staff;;
Data entry department;;
Product Manager;;
Connectivity services;;
Claimant;;
Insurence Company;Insurence Company;ORGANIZATION
Pizza Delivery Boy;;
Hitman;Hitman;PERSON
Cook Book;Cook Book;ORGANIZATION
Bank clerk;;
Bank IS;;
team leader;;
designer;;
programmers;;
testers;;
Policy Reviewer;;
Process Manager;;
Registration Department;;
FlightCentre;;
Experienced SSP members;SSP;ORGANIZATION
Master data entry officer;;
Payment officer;;
Accounts receivable department officer;;
Call Centre;;
Call centre;;
SSP Payment Office;SSP Payment Office;ORGANIZATION
SSP's Accounts Receivable Department;;
IN/OUT Patient Group;;
Policy holder;;
Claims;;
Alarm Centre;Alarm Centre;ORGANIZATION
Assistance Coordinator;;
Interviewer;;
HR manager (recruiter);;
Moravia IT;Moravia;LOCATION
Terumo BCT;Terumo BCT;ORGANIZATION
PayPal server;PayPal;ORGANIZATION
Unique Identify information;;
manager and waiter;;
Advising Bank;Bank;ORGANIZATION
HR department;;
Shipper;;
SMRegistry;;
Supermarket;;
Caller;;
