Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Vacation Request Approval Process;Update Vacation Request;Update;Update Vacation Request;;Update Vacation Request;
Sales Department;Calculate terms;Calculate;terms;;Calculate terms;
ERP Expert;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;Resolve Communication Problem|Book Order;
Business participant;Hold Reply;Hold;Reply;Hold;Reply;
Car House;Set Available Cars;Set;Available Cars;;Set Available Cars;
2nd Level Support Agent;Document 2nd level result;Document;2nd level result;;Document 2nd level result;
Car House;Get Confirmation;Get;Confirmation;;Confirmation;
Trouble Ticket System;Open Ticket;Open;ticket;Open;Ticket;
Organization;Indicate Price;Indicate;Price;Indicate;Price;
Trouble Ticket System;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;;Insert Issue into Product Backlog;
Seminar Coordinator;Open Seminar;Open;Seminar;;Open Seminar;
Business participant;Prepare Invoice;Prepare;Invoice;Prepare;Invoice;
Service Contract Implementation Layer;Book Order;Book;Order;;Book Order;
Service Contract Implementation Layer;Store in Marketing System Client 100;Store in;Marketing System Client;;Store in Marketing System Client 100;
Technician;Connect Remotely to Client;Connect;Client;Connect;Client;
Reader;Get Item;Get;Item;;Item;
Administrative Department;Check Solvency;Check;Solvency;Check;Solvency;
Seminar Coordinator;Send Invitations to Customers;Send;Invitations to Customers;Send;Invitations to Customers;
Support Department;Acknowledge;Acknowledge;;;Acknowledge;
Aqua Distilled Water Company;Forward Order;Forward;Order;;Forward Order;
1st level support;Edit 1st Level Ticket;Edit;1st Level|Ticket;;Edit 1st Level Ticket;
Software developer;Examine problem;Examine;problem;Examine;problem;
Seller;Close an offer;Close;offer;Close;offer;
Seminar Coordinator;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Publish Seminar Description in Website;
Business participant;Start Investigation;Start;Investigation;Start;Investigation;
Firm;Schedule Interview;Schedule;Interview;;Schedule Interview;
No Magic;Send Reminder to Participants;Send;Reminder to Participants;Send;Reminder to Participants;
Seminar Coordinator;Prepare Seminar Description;Prepare;Seminar Description;;Prepare Seminar Description;
Key account manager;Send mail to support system;Send;mail to support system;Send|support;mail to|system;
Marketing Manager;Prepare Seminar Description;Prepare;Seminar Description;;Prepare Seminar Description;
Customer;Send credit request;Send;credit request;Send;credit request;
Sales rep;Review request;Review;Request;;Review request;
Reader;Make Reservation;Make;Reservation;Make;Reservation;
Nobel Committee Medicine;Write Recommendations Report;Write;Recommendations Report;;Write Recommendations Report;
Sales staff;Develop proposal;Develop;proposal;Develop;proposal;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;Edit;2nd level ticket;
2nd Level Support Agent;Handle 2nd level issue;Handle;2nd level issue;Handle;2nd level issue;
No Magic;Make Internal Seminar Anoucement;Make;Seminar;Make;Internal Seminar Anoucement;
Business participant;Order from supplier;Order from;supplier;;Order from supplier;
Organization;Check Availability;Check;Availability;Check;Availability;
Warehouse;Pack Goods;Pack;Goods;;Pack Goods;
1st level support;Close Ticket;Close;Ticket;Close;Ticket;
Business participant;Checkout Book;Checkout;Checkout;;Checkout Book;
Firm;Interview;Interview;;;Interview;
No Magic;Prepare Handouts;Prepare;Handouts;Prepare;Handouts;
Client;Select Car;Select;Car;;Select Car;
Hardware Retailer;Check if extra insurance is necessary;Check;extra insurance;Check;extra insurance;
Bank;Review request;Review;Request;;Review request;
Recruiter;Submit Offer;Submit;Offer;Submit;Offer;
Marketing Manager;Prepare Handouts;Prepare;Handouts;Prepare;Handouts;
1st level support;edit 1st level ticket;edit;1st level ticket;edit;1st level ticket;
Business participant;Prepare Results;Prepare;Results;Prepare;Results;
Client;Enter User and Dates;Enter;User|Dates;Enter;User|Dates;
Sales rep;Prepare contract;Prepare;contract;Prepare;contract;
Business participant;Update Invoice;Update;Invoice;;Update Invoice;
Recruiter;Reject Application;Reject;Application;Reject;Application;
Nobel Committee Medicine;Collect Completed Forms;Collect;Completed Forms;Completed;Collect|Forms;
Business participant;Checkout Reply;Checkout;Reply;;Checkout Reply;
1st Level Support Agent;Note 1st level result;Note;1st level result;Note;1st level result;
Business participant;Email Voters that have to Change Votes;Email;Voters that have to Change Votes;Change;Email Voters|Votes;
Marketing Manager;Evaluate Participants Number;Evaluate;Participants Number;Evaluate;Participants Number;
Marketing Manager;Send Reminder to Participants;Send;Reminder to Participants;Send;Reminder to Participants;
Service Contract Implementation Layer;Store in Statistical System;Store in;Statistical System;;Store in Statistical System;
Sales staff;Change the terms of the offer;Change;terms of the offer;Change;terms of the offer;
2nd level support;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;;Insert Issue into Product Backlog;
User;Use application;Use;application;Use;application;
Support Department;Connect Remotely to Client;Connect;Client;Connect;Client;
1st Level Support Agent;Document 1st level result;Document;1st level result;;Document 1st level result;
Bank;Assess risks;Assess;risks;;Assess risks;
Trouble Ticket System;Edit 1st level ticket;Edit;1st level ticket;Edit;1st level ticket;
Seminar Speaker;Prepare Talk Presentation;Prepare;Talk Presentation;Prepare;Talk Presentation;
Sales Department;Book Travel;Book;Travel;;Book Travel;
1st level support;Close ticket;Close;Ticket;Close;ticket;
No Magic;Open Seminar;Open;Seminar;;Open Seminar;
Sales rep;Send quote;Send;quote;Send;;
Business participant;Reduce to Two Solutions;Reduce to;Solutions;Reduce to;Solutions;
Pizza Customer;Order a pizza;Order;pizza;Order;pizza;
No Magic;Collect Questionnaries;Collect;Questionnaries;;Collect Questionnaries;
Online Shop;Ship Goods;Ship;Goods;;Ship Goods;
Customer;Provide Customer Data;Provide;Customer Data;Provide;Customer Data;
Bank;Calculate terms;Calculate;terms;;Calculate terms;
Bank;Prepare contract;Prepare;contract;Prepare;contract;
No Magic;Close Seminar;Close;Close Seminar;;Close Seminar;
Business participant;Re-Announce Vote with Warning to Voting members;Re-Announce;Vote with Warning to Voting members;Voting;Re - Announce Vote with Warning|members;
Librarian;Put Reservation to the Waiting List;Put;Reservation to the Waiting List;Put;Reservation to the Waiting List;
Sales Representative;Check Stock Level;Check;Stock Level;Check;Stock Level;
Recruiter;Collect Feedback;Collect;Feedback;;Collect Feedback;
Joan Doe;Assess risk;Assess;risk;;Assess risk;
Cab Driver;Complete Assignment;Complete;Assignment;;Complete Assignment;
Librarian;Register Loan;Register;Loan;Register;Loan;
Customer Service Assistant;Create Customer Account;Create;Customer Account;Create;Customer Account;
Technician;Update Case Status;Update;Case Status;;Update Case Status;
Sales Department;Review request;Review;Request;;Review request;
Seller;Fullfil the order;Fullfil;order;Fullfil;order;
Interviewer;Interview;Interview;;;Interview;
1st level support;Send mail to account manager;Send;Mail to Account Manager;Send|account;mail to|manager;
Reservation;Set Available Cars;Set;Available Cars;;Set Available Cars;
Recruiter;Review Application;Review;application;;Review Application;
Business participant;Review Issue List;Review;Issue List;Review;Issue List;
Key account manager;Explain solution;Explain;solution;Explain;solution;
Manager;Book Vacation;Book;Vacation;;Book Vacation;
Service Contract Implementation Layer;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;Resolve Communication Problem|Book Order;
Nobel Assembly;Select Laureates (Meeting 2);Select;Laureates|Meeting 2;;Select Laureates|Meeting 2;
Sales Department;Check Availability;Check;Availability;Check;Availability;
Sales staff;Close an offer;Close;offer;Close;offer;
Marketing Manager;Send Invitations to Customers;Send;Invitations to Customers;Send;Invitations to Customers;
System Communication;Store in Marketing System Client 200;Store in;Marketing System Client 200;;Store in Marketing System Client 200;
Client;Show Reservation;Show;Reservation;Show;Reservation;
Firm;Submit Offer;Submit;Offer;Submit;Offer;
Sales Representative;Request Pack Goods;Request;Pack Goods;Request;Pack Goods;
Trouble Ticket System;Close ticket;Close;Ticket;Close;ticket;
Marketing Manager;Register Participant;Register;Participant;;Register Participant;
Aqua Distilled Water Company;Create Customer Account;Create;Customer Account;Create;Customer Account;
2nd Level Support Agent;Note 2nd level result;Note;2nd level result;Note;2nd level result;
2nd Level Support Agent;Handle 2nd Level Issue;Handle;2nd Level Issue;Handle;2nd Level Issue;
Car House;Get Client Information;Get;Client Information;;Client Information;
Support Department;Review & Escalate;Escalate;Review;;Review|Escalate;
Support Department;Update Case Status;Update;Case Status;;Update Case Status;
Firm;Collect Feedback;Collect;Feedback;;Collect Feedback;
Business participant;Receive Vote;Receive;Vote;Receive;Vote;
delivery boy;Deliver the pizza;Deliver;pizza;Deliver;pizza;
Seminar Coordinator;Close Seminar;Close;Seminar;;Close Seminar;
Business participant;Send Invoice to Customer;Send;Invoice to Customer;Send;Invoice to Customer;
Pizza Customer;Pay the pizza;Pay;pizza;Pay;pizza;
Clerk;Request quotes from carriers;Request;quotes from carriers;;Request quotes from carriers;
clerk;Calm customer;Calm;Customer;;Calm customer;
Business participant;Inform Customer about Overdue Payment;Inform;Customer about Overdue Payment;Inform;Customer about Overdue Payment;
Online Shop;Request Pack Goods;Request;Pack Goods;Request;Pack Goods;
1st level support;Open ticket;Open;Ticket;Open;ticket;
Developer;Notify user;Notify;user;Notify;user;
Sales staff;Send an offer to the client;Send;offer to the client;Send;offer to the client;
Trouble Ticket System;Edit 1st Level Ticket;Edit;1st level ticket;;Edit 1st Level Ticket;
Sales staff;Fullfil the order;Fullfil;order;Fullfil;order;
Reader;Use Item;Use;Item;Use;Item;
Car House;Submit Car Reservation;Submit;Car Reservation;Submit;Car Reservation;
Expert;Send Candidates Assessment Report;Send;Candidates Assessment Report;Send;Candidates Assessment Report;
Customer Service Assistant;Verify Customer Identity;Verify;Customer Identity;;Verify Customer Identity;
delivery boy;Receive payment;Receive;payment;Receive;payment;
Online Shop;Pack Goods;Pack;Goods;;Pack Goods;
Business participant;Announce Issues;Announce;Issues;;Announce Issues;
Support Manager;Update Client on Delay;Update;Client on Delay;;Update Client on Delay;
Storyboard;Storyboard (full day);;Storyboard|full day;;Storyboard|full day;
Building;Site is developed (2 days);is developed;Site|2 days;developed;Site|days;
Building;Site design (10 days);;Site design|10 days;;Site design|days;
Building;Building (3 days);;Building|3 days;;Building|days;
review;review activity (1 day);;review activity|1 day;;review activity|day;
end;approval of the site (half a day);;approval of the site|day;;approval of the site|day;
Charles (admi);adds incoming mail date, records letter, archives it;adds;incoming mail date|records letter|archives;adds|archives;incoming mail date|records letter;
Charles (admi);tel call to sender to complete;;tel call|sender;call|sender|complete;tel;
Charles (admi);empties & checks the mails in the mailbox;empties|checks;mails in the mailbox;checks;empties|mails in the mailbox;
Charles (admi);adds new member to the member register;adds;new member to the member register;adds;new member to the member register;
Charles (admi);sends a letter to person and explaines why not;sends;Charles|letter to person;sends;letter to person|explaines;
Charles (admi);adds in the member register;adds in;member register;adds in;member register;
Charles (admi);prepare invoices&send a letter to customer;"prepares;sends";"Invoices;a letter to customer";prepare invoices&send;letter to customer;
Charles (admi);prints a membership card&send to new customer;"prints;sends to";"membership card;new customer";card&send to;prints a membership|new customer;
Miranda;will decide if member or not;decides;member;will decide;member;
Miranda;stamps 'new member'&writes the date;"stamps;writes";"new member;date";;stamps' new member'&writes the date;
Miranda;calculates fees for the new members;calculates;fees for the new members;;calculates fees for the new members;
customer;payments will transfer;wills transfer;payments;will transfer;payments;
customer;Receive membership card;receives;membership card;Receive;membership card;
Customer;Inquire about availability of products;inquires about;availability of products;;Inquire about availability of products;
Customer;Submit purchase order;submits;purchase order;Submit;purchase order;
Customer;Send payment;sends;payment;Send;payment;
Accounting;Prepare invoice;prepares;invoice;Prepare;invoice;
Accounting;Process payment;processes;payment;;Process payment;
Accounting;Send reminder to customer;sends;reminder to customer;Send;reminder to customer;
Sales;Create and submit the quotation;creates|submits;quotation;Create|submit;quotation;
Sales;Create sales order;creates;sales order;Create;sales order;
Warehouse;Backorder missing items;backorders;missing items;missing;Backorder|items;
Warehouse;Update sales order;updates;sales order;;Update sales order;
Supplier;Assemble shipment and packing list;assembles;shipment|packing list;Assemble;shipment|packing list;
Accounting;Enter PO Information;enters;PO Information;Enter;PO Information;
Accounting;Enter goods receipt information;enters;goods receipt information;Enter;goods receipt information;
Accounting;Verify invoice accuracy;verifies;invoice accuracy;Verify;invoice accuracy;
Purchasing;Select a suitable vendor and send purchase order;selects;suitable vendor|purchase order;Select|send;suitable vendor|purchase order;
Warehouse;Request for more stock;requests for;more stock;Request for;more stock;
Customer;Send inquiry;sends;inquiry;Send;inquiry;
Customer;Fill out application form;fills out;application form;Fill out;application form;
Customer;Process documents;processes;documents;;Process documents;
Supervisor;Expedite the assessment process;expedites;assessment process;Expedite;assessment process;
CSR;Send mortgage application form;sends;mortgage application form;Send;mortgage application form;
CSR;Review application form;reviews;application form;Review;application form;
CSR;Send a reminder to customer;sends;reminder to customer;Send;reminder to customer;
CSR;Inform customer and close transaction;"informs;closes";"Customer;transaction";Inform;customer|close transaction;
Mortgage Specialist;Inform customer of rejection;informs;customer of rejection;Inform;customer of rejection;
Mortgage Specialist;Archive details;archives;details;;Archive details;
Customer;Submit insurance claim;submits;insurance claim;Submit;insurance claim;
Customer;Supply more information;supplies;more information;;Supply more information;
Supervisor;Review the claim;reviews;claim;Review;claim;
Supervisor;Decide to accept or reject claim;decides;claim;Decide|accept|reject;claim;
Claim Adjuster;Review the claim;reviews;claim;Review;claim;
Claim Adjuster;Decide to accept or reject claim;decides;claim;Decide|accept|reject;claim;
Claim Adjuster;Send to supervisor for review;sends to;supervisor for review;Send to;supervisor for review;
Claim Adjuster;Inform customer of rejection reasons;informs;customer of rejection reasons;Inform;customer of rejection reasons;
Claim Adjuster;Send claim payment to customer;sends;claim payment to customer;Send;claim payment to customer;
Customer Service;Review the claim;reviews;claim;Review;claim;
Customer Service;Contact customer for details;contacts;customer for details;;Contact customer for details;
Customer Service;Forward claim to claim adjuster;forwards;Claim to claim adjuster;claim;Forward claim to|adjuster;
Customer;Bring computer to ACM and describe problem;"brings;describes";"computer to ACM;problem";Bring|describe;computer to ACM|problem;
Customer;Authorize the repair;authorizes;repair;Authorize;repair;
Customer;Take computer back;takes;computer;Take;computer;
Technician;Diagnose the problem;diagnoses;problem;Diagnose;problem;
Technician;Ask Store Owner to complete the repair;asks;Store Owner;Ask|complete;Store Owner to|repair;
Technician;Complete the repair and test computer;"completes;tests";"Repair;computer";Complete;repair|test computer;
Technician;File a report about the repair;files;report about the repair;File;report about the repair;
Store Owner;Create estimate of repair time and cost;creates;estimate of repair time|cost;Create;estimate of repair time|cost;
Store Owner;Assign a technician to repair the problem;assigns;technician|problem;Assign|repair;technician to|problem;
Store Owner;Complete repair and test computer;"completes;tests";"Repair;computer";;Complete repair|test computer;
Store Owner;File a report about the repair;files;report about the repair;File;report about the repair;
Store Owner;Inform customer of repair completion;informs;customer of repair completion;Inform;customer of repair completion;
Store Owner;Inform customer of inability to fix;informs;customer of inability;Inform|fix;customer of inability to;
lecturer;check process model;checks;process model;check;process model;
lecturer;assign negative points;assigns;negative points;;assign negative points;
lecturer;check the process and assign points;"checks;assigns";"Process;points";check;process|assign points;
lecturer;check the progress and consult problems;"checks;consults";"Progress;problems";check|consult;progress|problems;
team;agree on team domain;agrees on;team domain;agree on;team domain;
team;analyse the field of study;analyses;field of study;;analyse the field of study;
team;assign roles in the tem;assigns;roles in the tem;;assign roles in the tem;
team;present the project;presents;project;present;project;
student;join team;joins;team;join;team;
student;create one process model;creates;process model;create;process model;
student;fix the problem at the next seasion;fixes;problem at the next seasion;fix;problem at the next seasion;
student;extend the process to L2,3;extends;process to L2;extend;process to L2,3;
student;perform work according to role;performs;work|role;perform|according to;work|role;
Checked department;hand in details of their work;hands in;details|work;;hand in details of their work;
Auditor;Look for essential problems within company;looks for;essential problems within company;Look for;essential problems within company;
Auditor;look fo preciese information;looks fo;preciese information;look fo;preciese information;
Auditor;statement of employees' work;;statement of employees work;;statement of employees' work;
Auditor;consult with employes;consults with;employes;consult with;employes;
Auditor;general statement;;general statement;;general statement;
Auditor;deeper look into a company;;deeper look into a company;look into;company;
examiner;get to know the case;gets to know;case;know;case;
examiner;first evaluation;;first evaluation;;first evaluation;
examiner;contact insurer and consult the case;"contacts;consults";"Insurer;case";consult;contact insurer|case;
examiner;final evaluation;;final evaluation;;final evaluation;
Insurance company;a shady incident;;shady incident;;shady incident;
Insurance company;analyse details of the case;analyses;details of the case;;analyse details of the case;
Insurance company;report for insurer;;report for insurer;;report for insurer;
insurer;hand in details of an accident;;hand in details of an accident;;hand in details of an accident;
insurer;enter a protest;enters;protest;enter;protest;
Customer;Review the Venders;reviews;Venders;Review;Venders;
Customer;Send the RFQ;sends;RFQ;Send;RFQ;
Customer;Review The Sales Quote;reviews;Sales Quote;Review;Sales Quote;
Sales;Communicate with the Customer;communicates with;Customer;Communicate with;Customer;
Sales;Review Pricing Options and Generate Sales Quote;"reviews;generates";"Pricing Options;Sales Quote";;Review Pricing Options|Generate Sales Quote;
Emgineering;Produce L&M Cost Estimates Laser tested;produces;L&M Cost Estimates Laser;Produce|tested;L&M Cost Estimates Laser;
Finance;Adding The Overhead Cost;adds;Overhead Cost;Adding;Overhead Cost;
Finance;Generate Pricing Options;generates;Pricing Options;;Generate Pricing Options;
Customer;Create RFQ;creates;RFQ;Create;RFQ;
Customer;Review Sales Quote;reviews;Sales Quote;;Review Sales Quote;
Customer;Review the Vendors;reviews;Vendors;Review;Vendors;
Customer;Review the Sales Quote;reviews;Sales Quote;Review;Sales Quote;
Sales;Verify the RFQ;verifies;RFQ;Verify;RFQ;
Engineering;Produce L&M Cost;produces;M Cost;Produce;L&M Cost;
Finance;Adding the Overhead Cost;adds;Overhead Cost;Adding;Overhead Cost;
Reporter;Write Incident Report;writes;Incident Report;;Write Incident Report;
Analyst;Comment arrangements;comments;arrangements;;Comment arrangements;
reporter;report incident;reports;incident;;report incident;
reporter;note incident number and -code;notes;Incident number|code;note;incident number;
reporter;answer request;answers;request;;answer request;
agent;answer request provision;answers;request provision;answer;request provision;
activiti process engine;report incident;reports;incident;;report incident;
activiti process engine;deidentify incident step 1;deidentifies;deidentify incident step 1;;deidentify incident step 1;
activiti process engine;deidentifiy incident step 2;deidentifies;deidentifiy incident step 2;;deidentifiy incident step 2;
activiti process engine;analyze incident;analyzes;incident;;analyze incident;
activiti process engine;answer request by reporter;answers;request by reporter;answer;request by reporter;
activiti process engine;answered request by reporter (list);answers;request by reporter|list;answered;request by reporter|list;
activiti process engine;answer request by agent;answers;request by agent;answer;request by agent;
activiti process engine;answered request by agent (list);answers;request by agent|list;answered;request by agent|list;
analyst;analyze incident;analyzes;incident;;analyze incident;
Customer;Review the sales quote;reviews;sales quote;Review;sales quote;
Sales;Review pricing options and generate sales quote;generates;Review pricing options|sales quote;generate;Review pricing options|sales quote;
Engineering;Produce L&M Cost Estimates;produces;L|M Cost Estimates;Produce;L&M Cost Estimates;
Finance;Adding the Overhead cost;adds;Overhead cost;Adding;Overhead cost;
Finance;Generate pricing options;generates;pricing options;;Generate pricing options;
Customer;Submit the Insurance Claim;submits;Insurance Claim;Submit;Insurance Claim;
CSR;Review the claim;reviews;claim;Review;claim;
CSR;communicate with the customer;communicates with;customer;communicate with;customer;
Claim Adjuster;Evaluate the claim;evaluates;claim;Evaluate;claim;
Claim Adjuster;send payment;sends;payment;send;payment;
Claim Adjuster;send rejection letter with explanation;sends;rejection letter with explanation;send;rejection letter with explanation;
Supervisor;evaluate the claim;evaluates;claim;evaluate;claim;
PURCHASING AGENT;Create Purchase order  2x;creates;Purchase order 2 x;Create;Purchase order 2x;
FINANCE DEPARTMENT;Create Billing Document;creates;Billing Document;Create;Billing Document;
FINANCE DEPARTMENT;Post Incoming Payment;posts;Incoming Payment;;Post Incoming Payment;
WAREHOUSE TEAM;Display stock/ Requirements list;displays;stock|Requirements list;list;Display stock/ Requirements;
WAREHOUSE TEAM;Create Transfer order for Delivery note;creates;Transfer order for Delivery note;Create;Transfer order for Delivery note;
WAREHOUSE TEAM;Create Purchase requisition;creates;Purchase requisition;Create;Purchase requisition;
WAREHOUSE TEAM;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;;Goods Receipt for Purchase order;
PRODUCTION PLANNER;MRP Run;;MRP Run;;MRP Run;
PRODUCTION PLANNER;Create Production order 2x;creates;Production order 2 x;Create;Production order;
PRODUCTION PLANNER;Production Order confirmation & Production of motorcycle 2x;;Production Order confirmation|Production of motorcycle 2|x;;Production Order confirmation|Production of motorcycle;
SALES & DISTRIBUTION DEPARTMENT;Create sales order;creates;sales order;Create;sales order;
SALES & DISTRIBUTION DEPARTMENT;Outbound Delivery with order reference;;Outbound Delivery with order reference;;Outbound Delivery with order reference;
SALES & DISTRIBUTION DEPARTMENT;Check inventory for finished goods;checks;inventory for|goods;Check;inventory for finished goods;
sales;verify RFQ;verifies;RFQ;verify;RFQ;
sales;Send to Customer;sends to;Customer;Send to;Customer;
sales;Generate sales Quotes;generates;sales Quotes;;Generate sales Quotes;
Finance;Produced labor and materal costs;produces;labor|materal costs;Produced;labor|materal costs;
Engineering;Add overhead cost;adds;overhead cost;Add|cost;;
Customer;Generate RFQ;generates;RFQ;Generate;RFQ;
Customer;Analyze Sales Quote;analyzes;Sales Quote;;Analyze Sales Quote;
Volley Club;emptying the mailbox;empties;mailbox;emptying;mailbox;
Volley Club;Phonecall to complete data;;Phonecall to complete data;complete;Phonecall to|data;
Volley Club;Recording an archieving;records;archieving;Recording;archieving;
Volley Club;add to the register;adds to;register;add to;register;
Volley Club;write down member fee into register;writes down;member fee into register;write down;member fee into register;
Volley Club;letter with explanation of rejecting;;letter with explanation of rejecting;;letter with explanation of rejecting;
Volley Club;print membership cards;prints;membership cards;;print membership cards;
Volley Club;send membership cards;sends;membership cards;send;membership cards;
Miranda;new member for the club?;;new member for the club;;new member for the club;
Miranda;stamp the letter;stamps;letter;;stamp the letter;
Miranda;calculkate member fee;;calculkate member fee;;calculkate member fee;
candidate;sending letter;sends;letter;sending;letter;
candidate;Phonecall with Charles;;Phonecall with Charles;;Phonecall with Charles;
candidate;get rejected;gets rejected;;rejected;;
candidate;is a new member of the club;is;new member of the club;;new member of the club;
candidate;has to pay membership;has to pay;membership;pay;membership;
candidate;pays the fee;pays;fee;pays;fee;
candidate;does not pay the fee;pays;fee;pay;fee;
Web Designer;First informational meeting;;First informational meeting;;First informational meeting;
Web Designer;Design site;designs;site;;Design site;
Web Designer;Develop site;develops;site;Develop;site;
Web Designer;Prepare content;prepares;content;Prepare;content;
Web Designer;Marketing review;;Marketing review;;Marketing review;
Web Designer;Final version of content;;Final version of content;;Final version of content;
Web Designer;Building the site;builds;site;Building;site;
Web Designer;Review activity;reviews;activity;;Review activity;
Web Designer;Approval of the site;;Approval of the site;;Approval of the site;
Web Designer;Storyboard;;Storyboard;;Storyboard;
Miranda;emptying the letterbook;empties;letterbook;emptying;letterbook;
Miranda;rejecting the candidate;rejects;candidate;rejecting;candidate;
Miranda;accepting the candidate and sending the letter to Charles;"accepts;sends";"candidate;letter to Charles";accepting|sending;candidate|letter to Charles;
Miranda;calculating the member fee for every person;calculates;member fee for every person;calculating;member fee for every person;
Miranda;giving the fee data to Charles;gives;fee data to Charles;giving;fee data to Charles;
Charles;Empties Mailbox and check for missing information;"empties;checks";"mailbox;missing information";check for|missing;Empties Mailbox|information;
Charles;Phonecall to complete data;;Phonecall to complete data;complete;Phonecall to|data;
Charles;recording and archiving;;recording|archiving;recording;archiving;
Charles;sending of rejection letter;sends of;rejection letter;sending of;rejection letter;
Charles;add member to register;adds;member to register;add|register;member to;
Charles;sending the data to Miranda;sends;data to Miranda;sending;data to Miranda;
Charles;writing the fees into the register;writes;fees into the register;writing;fees into the register;
Charles;preparing invoice for new candidates;prepares;invoice for new candidates;preparing;invoice for new candidates;
Charles;waiting for payment of the fees;waits for;payment of the fees;waiting for;payment of the fees;
Charles;prints the membership card;prints;membership card;;prints the membership card;
Charles;send the membership cards to the new members;sends;membership cards to the new members;send;membership cards to the new members;
Backup;Backup of Database;;Backup of Database;;Backup of Database;
Backup;Check the CRM for new registers;checks;CRM for new registers;Check;CRM for new registers;
Backup;write the registers into the existing table;writes;registers into the|table;write|existing;registers|table;
Backup;alert the supervisor;alerts;supervisor;alert;supervisor;
Backup;Produce a new table;produces;new table;Produce;new table;
Backup;send it to the account manager;sends;account manager;send;account manager;
Backup;check CRM whether new returns are filled;checks;CRM whether new returns are filled;check|filled;CRM|new returns;
Backup;reconcile with the existing;reconciles with;existing;reconcile with|existing;;
Backup;message to the supervisor;messages to;supervisor;;message to the supervisor;
Backup;register;registers;;;register;
Customer Service Representative;update case details;updates;case details;;update case details;
Customer Service Representative;archive;;archive;;archive;
Customer Service Representative;cancellation;;cancellation;;cancellation;
Customer Service Representative;moved to administration for completion;moves to;administration for completion;moved to;administration for completion;
Customer Service Representative;generate message for outstanding documents;generates;message for outstanding documents;generate;message for outstanding documents;
commitee members;check diaries and for conflicts;checks;diaries|conflicts;check;diaries|conflicts;
support officer;check dates and suggest modifications;"checks;suggests";"dates;modifications";check|suggest;dates|modifications;
support officer;update group calendar;updates;group calendar;;update group calendar;
support officer;create meeting folders;creates;meeting folders;create;meeting folders;
support officer;ensure that all documents are uploaded;ensures;documents;ensure;documents;
coordination unit;schedule meetings;schedules;meetings;;schedule meetings;
coordination unit;add draft dates;adds;draft dates;add;draft dates;
coordination unit;recheck all dates - potential conflicts?;rechecks;dates|potential conflicts;recheck;dates|potential conflicts;
coordination unit;create final schedule;creates;final schedule;create;final schedule;
coordination unit;finalize schedule;finalizes;schedule;;finalize schedule;
Sales and Marketing;Check customer;checks;customer;Check;customer;
Sales and Marketing;Place order in ERP system;places;order in ERP system;;Place order in ERP system;
Sales and Marketing;Check product availability;checks;product availability;Check;product availability;
Sales and Marketing;Reject the order;rejects;order;Reject;order;
Sales and Marketing;Invoice the customer;invoices;customer;Invoice;customer;
Sales and Marketing;Send Christmas card every year;sends;Christmas card every year;Send;Christmas card every year;
Production;Start production;starts;production;Start;production;
Logistics and Distribution;Take product from the warehouse;takes;product from the warehouse;Take;product from the warehouse;
Logistics and Distribution;Prepare product for shipment;prepares;product for shipment;Prepare;product for shipment;
Logistics and Distribution;Deliver the product;delivers;product;Deliver;product;
Accounting;Check reminder >3;checks;reminder;Check;reminder;
Accounting;Check bank account;checks;bank account;Check;bank account;
Accounting;Send reminder;sends;reminder;Send;reminder;
Legal department;Take legal actions;takes;legal actions;Take;legal actions;
Validation Department;Forward Validated Invoices to the Registry;forwards;Validated Invoices to the Registry;;Forward Validated Invoices to the Registry;
Validation Department;Update Status to Validated;updates;Status to Validated;Update;Status to Validated;
The Registry;Receiving Validated Invoices;receives;Validated Invoices;Receiving;Validated Invoices;
The Registry;Sorting by vendors;sorts by;vendors;Sorting by;vendors;
The Registry;Sorting by Payment Date;sorts by;Payment Date;Sorting by;Payment Date;
The Registry;Archiving Invoices;archives;Invoices;Archiving;Invoices;
The Registry;Relocating an Archived Invoice;relocates;Invoice;Relocating;Archived Invoice;
Payment Department;Process Weekly Payment;processes;Weekly Payment;;Process Weekly Payment;
Payment Department;Generate Payment Report;generates;Payment Report;;Generate Payment Report;
Payment Department;Send report to Client;sends;report to Client;Send;report to Client;
Payment Department;Send Report to the Registry;sends;Report to the Registry;Send;Report to the Registry;
Payment Department;Send Report to Accounts Receivable Department;sends;Report to Accounts Receivable Department;Send;Report to Accounts Receivable Department;
Account Receivable Department;Generate Monthly Invoices;generates;Monthly Invoices;;Generate Monthly Invoices;
Account Receivable Department;Send Invoice to Client;sends;Invoice to Client;Send;Invoice to Client;
Account Receivable Department;Receive Payment from Client;receives;Payment from Client;Receive;Payment from Client;
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;sends;Client|invoice to SSP;
Admin Department;Sort invoice by client;sorts;invoice by client;;client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;;Sub|Sort invoices by vendor;
