Entry;Entities;EntityType
Mr Franks;Mr Franks;PERSON
Review clerk;;
Attacker;;
JodaEngine;JodaEngine;ORGANIZATION
ENGINEERING;ENGINEERING;ORGANIZATION
SALES;;
FINANCE;FINANCE;ORGANIZATION
hardware Retailer;;
Hardware Retailer;Hardware Retailer;ORGANIZATION
Flight Centre;Flight Centre;ORGANIZATION
SSP Receivable Department;SSP Receivable Department;ORGANIZATION
Board of Drectors;Board of Drectors;ORGANIZATION
Service Desk;Service Desk;ORGANIZATION
Incident Closure Responsible;;
Suppliers Manager;;
Technical Staff;;
Administrator;;
Engeneering department;;
Sales ;;
Services;;
Klant;Klant;PERSON
External Company;External Company;ORGANIZATION
Process;;
HR Representative;;
Radiology;;
Blood test department;;
CT Scan Department;CT Scan Department;ORGANIZATION
Recruiting Manager;;
Manager/chairperson;;
SPARQ HR;SPARQ HR;ORGANIZATION
Manager/Chairperson;;
Recruitment manager;;
Co-Workers;;
Phone clerk;;
Home doctor;;
product;;
Personal Service Department;Personal Service Department;ORGANIZATION
Thesis Director;;
Finance Officer;;
Administration Officer;;
EC-Lille;Lille|EC;ORGANIZATION|ORGANIZATION
boss;;
humain resource;;
Representative;;
Claim adjuster;;
Bill (Owner);Bill;PERSON
Illustration Creation Team;;
Technical Team;;
Admin Officers;Admin Officers;ORGANIZATION
Cooking Area;Cooking Area;ORGANIZATION
Packing Area;Packing Area;ORGANIZATION
Lecture;;
Real estate;;
ordering;;
purchasing;;
manufacturing;;
Validation Officers;;
Data Entry Officers;;
Master Data Entry;;
Payment Officers;;
Department XYZ;;
Process 1;;
Team work explorer;;
meeting members;;
meeting manager;;
client;;
Seamless Service Provision(SSP);Seamless Service Provision(SSP;ORGANIZATION
internal mail center;;
Validation Ofiicer;;
Staff Member;;
Internal Mail Centre;Internal Mail Centre;ORGANIZATION
MetalWorks;MetalWorks;ORGANIZATION
Level-1;;
Level-2;;
Job tracking system;;
Store;;
Headquarter;;
Hermes;Hermes;PERSON
Disposition;;
Hub;Hub;ORGANIZATION
Resourcing;;
R&D;R&D;PERSON
Investment Decision-making Commitee;Commitee;ORGANIZATION
Pets@home;;
Topup Method;Topup Method;ORGANIZATION
Agency & Citizen;Agency & Citizen;ORGANIZATION
Minister Delegate;;
STUDENT;;
PhD OFFICE;PhD OFFICE;ORGANIZATION
ADMINISTRATION;;
Sales Director;;
Sales Executive;;
Automatic procedure;;
company;;
secretary;;
Secratory;;
Administors;;
Students;;
students;;
Doctor school;;
Coordinator;;
advisor;;
PHD OFFICE;PHD OFFICE;ORGANIZATION
Not EU;EU;ORGANIZATION
EU;;
Evaluation commission;;
Member of evaluation commission;;
PROFESSORS;;
ADMINISTRATION OFFICE;ADMINISTRATION OFFICE;ORGANIZATION
Secretatry;;
Administrator Secretary;;
Proponent;Proponent;PERSON
non EU lecturer;EU;ORGANIZATION
EU lecturers;EU;ORGANIZATION
External Committee member;External Committee;ORGANIZATION
PROPONENT;PROPONENT;ORGANIZATION
Catering Service;Catering Service;ORGANIZATION
Store Warehouse;Store Warehouse;ORGANIZATION
Store Front;;
production;;
logistic;;
accounting;;
Recruitment Department;Recruitment Department;ORGANIZATION
HR Department;HR Department;ORGANIZATION
Australian Agencies (Client);Australian Agencies;ORGANIZATION
BIA;BIA;ORGANIZATION
TS recruitment;;
Course Facilitators;;
Recruiter;;
VIP Customer;;
Software developer;;
Support Team;;
indoor service;;
customer service;;
Invoice data entry department;;
Master data record department;;
Payment Officer (Automated System);;
reception;;
Minister's Delegate;;
new Member;;
Office staff;;
Lab;;
CDSS;CDSS;ORGANIZATION
Administrative staff;;
Clinical Lab;Clinical Lab;ORGANIZATION
Surgery dept.;;
Primary care doctor;;
Nurse specialist;;
Surgical oncologist;;
Radiologist;;
Pathologist;;
Managing Director;;
SAP Dept.;SAP Dept;ORGANIZATION
Validation officer;;
Acc. receivable;Acc;ORGANIZATION
Trademe;;
Trademe system;;
Trademe users;;
Prcocess of creating Web site;;
Administraor;;
Catering company;;
Owner (Bill);Bill;PERSON
State;;
AeroClub;AeroClub;ORGANIZATION
Potential Customer;;
customer service representive;;
Application Division;;
Papermill;;
Logictics;Logictics;ORGANIZATION
IDC;IDC;ORGANIZATION
order department;;
Kitchen;;
Order prepare department;;
Custom bike producer;;
Barista;;
Design;;
Development;;
Contents;;
BVIS;BVIS;ORGANIZATION
Checkfelix.com;;
Seler;Seler;PERSON
Provision Team;;
Shipping;;
Consumer;;
Service Investor;Service Investor;ORGANIZATION
Service Provider;;
General Practitioner;;
Diagnostic Testing;;
Allied Health;Allied Health;ORGANIZATION
seller;;
amazon;amazon;LOCATION
Shipment Company;Shipment Company;ORGANIZATION
Amazon sales;Amazon;LOCATION
Amazon Fulfilment;Amazon Fulfilment;ORGANIZATION
Amazon services;Amazon;LOCATION
meeting 1;;
site design + content preperation;;
meeting 2;;
approval of the site;;
building the site;;
Bill Jobs;Bill Jobs;PERSON
Service Technicians;Service Technicians;ORGANIZATION
Claim Handling;;
Operator of WF;WF;LOCATION
Engine;;
Application;;
Product manager;;
Country analyst;;
local delivery employee;;
central pick-up employee;;
transporter;;
Experienced SSP member;SSP;ORGANIZATION
Master data entry staff;;
Mail centre staff;;
Admin officers;;
Data entry officers;;
Mail Centre Clerk;;
Registry Officer;;
Accounts Receivable Officer;;
Experienced SSP Member;;
Master Data Officer;;
Mortgage Supervisor;;
Online Retailer;;
ServicingTeam;;
engineering;;
finance;;
SAP Configuration;SAP Configuration;ORGANIZATION
Buyer Party;Buyer Party;ORGANIZATION
Seller Party;;
Buyer party;;
Seller party;;
Mall;Mall;LOCATION
Households;;
CGPs;CGPs;ORGANIZATION
Smart Gate Way;Smart Gate Way;ORGANIZATION
Owner-Bill;Bill;PERSON
Change Co-ordinator;Change Co;ORGANIZATION
Manager, Application Support;;
Manager, Enterprise Infrastructure;Enterprise Infrastructure;ORGANIZATION
ITS Change Co-ordinator;ITS Change Co;ORGANIZATION
Change Requester;;
ITS Change Coordinator;;
ITS Senior Management;Senior Management;ORGANIZATION
ITS Senior Managers;Senior Managers;ORGANIZATION
ITS Change Management Process;;
IT Infrastructure;IT Infrastructure;ORGANIZATION
Credit Broker;;
IT System;IT System;ORGANIZATION
HQ;;
Sales representative;;
Sales region;;
Processing plant;;
Purchasing Department;Purchasing Department;ORGANIZATION
Accounting department;;
Inventory Team;;
Production Planning Team;;
Manufacturing Team;;
customser;;
Customer Relationship Management;;
Risk Assement Dept.;Assement Dept;ORGANIZATION
Finance and Operations Dept;Finance and Operations Dept;ORGANIZATION
Sales and CR Dept.;CR Dept;ORGANIZATION
Service Department;Service Department;ORGANIZATION
Warehouse Management;Warehouse Management;ORGANIZATION
Level 2 - Admin Officers;Admin Officers;ORGANIZATION
Ground Floor - Mail Center;Ground Floor|Mail Center;ORGANIZATION|ORGANIZATION
External Reviewers;;
Woman's Representative;;
Board of trustees;Board of trustees;ORGANIZATION
Dean;Dean;PERSON
University Administration;University Administration;ORGANIZATION
Faculty Board;Faculty Board;ORGANIZATION
President of Humboldt University;Humboldt University;ORGANIZATION
Academic Senate;Academic Senate;ORGANIZATION
Selection Committee;Selection Committee;ORGANIZATION
Human Resources;Human Resources;ORGANIZATION
Kuratorium;Kuratorium;LOCATION
Senator of Education in Berlin;Berlin;LOCATION
Applicants;;
Test Users;;
President's office;;
Search Committee;Search Committee;ORGANIZATION
Board of Trustees;Board of Trustees;ORGANIZATION
1st Level (Core Processes);;
1st Level: Core Processes;;
DMS(PARTS PROVISIONING TEAM);;
SERVICE AND REPAIR TEAM;;
PARTS PROVISIONING TEAM;;
WAREHOUSE CLERK;WAREHOUSE CLERK;ORGANIZATION
SHOP FLOOR SPECIALIST;;
ACCOUNT MANAGER;;
Sales Administrator;;
Sales Billing;;
Shipping Planning;;
Account Receivable;;
Mail staff member;;
Finance & Accounting;Finance & Accounting;ORGANIZATION
Payment Gateway;Payment Gateway;ORGANIZATION
Flight Centre System;Flight Centre System;ORGANIZATION
Credit Card Payment System;Credit Card Payment System;ORGANIZATION
Travel management company;;
Passenger - Team Leader;Team Leader;ORGANIZATION
Airport;;
ISS;ISS;ORGANIZATION
Airline - Check in operator;;
Airline - Departure control system;;
Airline- service desk personnel;;
Airport- service desk personnel;;
Airport- Departure control system;;
Airline- Check in supervisor;;
Airport ISS security personnel;;
Airport volunteer [PER, BNE];;
Airport staff [MEL];MEL;ORGANIZATION
BIA enrollment system;BIA;ORGANIZATION
Production Department;Production Department;ORGANIZATION
Marketing Management Dept.;Marketing Management Dept;ORGANIZATION
PR Dept.;PR Dept;ORGANIZATION
Top Management;Top Management;ORGANIZATION
Highly creative part of Marketing Dept.;Marketing Dept;ORGANIZATION
Lending Factory Incorperated;Lending Factory Incorperated;ORGANIZATION
Claim Adjustor;;
Repair Technician;;
PhD secretary (Francesca);PhD|Francesca;ORGANIZATION|PERSON
Funder;;
PhD Process Mgmt Platform;;
Metal Works;Metal Works;ORGANIZATION
Receiving technician;;
Service technician;;
Sales dept.;;
Production dept.;;
PR dept.;;
IT dept.;;
Production department;;
Finance dept.;;
Purchasing dept.;;
HR dept.;;
Marketing dept.;;
R&D dept.;R&D;PERSON
Dev. team;Dev;PERSON
CDO;;
evidence;;
ambulance;;
pacient;;
patient;;
surgery;;
Previous or New Client;;
Sales & Marketing Team;;
Operations / Project Coordinator;;
Creative Director;;
Service Team Leader;;
Production & Service Assistant;;
eshop staff;;
courier company;;
SMTP server;SMTP;ORGANIZATION
POP3 server;POP3;ORGANIZATION
Expert;;
Help desk center;;
Grid Access Provider;;
Metered Data Aggregator;;
Analyst A;;
Analyst B;;
Analyst C;;
Seminar;;
Product Engineer;;
Level-2 staff;;
Search for Items;;
Login;;
Bidding;;
Search for Item;;
Logistic and Shipping;;
referee;;
manager;;
Director;;
Hospital Director;;
expert;;
UNION;UNION;ORGANIZATION
Union;;
Course Manager;;
Citizen Service Center;Citizen Service Center;ORGANIZATION
Citizen;;
Back Office;Back Office;ORGANIZATION
MD;;
Prescription process;;
Research Group;Research Group;ORGANIZATION
Nurse/Patient;;
Achat;Achat;PERSON
University of Cologne;University of Cologne;ORGANIZATION
Brokering Agency;;
External Credit Company;External Credit Company;ORGANIZATION
Mail staff;;
Payment;;
verfication Shipping Addr.;Shipping Addr;ORGANIZATION
verfication billing Addr.;Addr;PERSON
Verficationn types of payment;;
Mailroom;;
acounts Receivable Department;Receivable Department;ORGANIZATION
Master Data entry Department;;
Student Affairs;Student Affairs;ORGANIZATION
Lecturer;;
Trademan;Trademan;PERSON
Cloud Technology;Cloud Technology;ORGANIZATION
Record job activity;;
Company Admin;;
Accounting system;;
Company scheduler;;
Tradesman;;
Job Scheduler;;
Admin;;
Accounting System;;
Lecturer;;
Check-in personel;;
Flight Planning;Flight Planning;ORGANIZATION
Crew Management;Crew Management;ORGANIZATION
CENTRAL;CENTRAL;ORGANIZATION
technician;;
Volley tennis club;Volley;MISC
committee members;;
process;;
Claim Supervisor;;
Credit System;Credit System;ORGANIZATION
Admin Officer (Level 2);;
Data Entry (Level 5);;
Master Data Entry Officer (Level 5);;
Validation Officer (Level 7);;
Logistics & Shipping;Logistics & Shipping;ORGANIZATION
Sales department;;
online ordering service;;
cooks;;
travel agency;;
tourist;;
Player 1;;
Other player;;
Tennis club;;
Student Office;Student Office;ORGANIZATION
Financial dept;;
business partner;;
university;;
Accounting (WPLACM);;
Phd Student;Phd Student;ORGANIZATION
Disi Department;Disi Department;ORGANIZATION
Doctors commitment;;
Advisor professor;;
Administration Office;Administration Office;ORGANIZATION
exam commission;;
phd office;;
GMNY;GMNY;ORGANIZATION
Obtain Approval;;
Charlse;Charlse;PERSON
Melissa;Melissa;PERSON
DB/CRM Process;;
Technicians;;
Material Warehouse stock;Material Warehouse;ORGANIZATION
SALES DEPARTMENT;;
Major-Incident Support;;
IT-Manager;;
Internal Third-Level Support;;
Second-level support;;
products;;
HIJ-Department;;
Sommelier;;
Room service manager;;
kitchen;;
Waiter;;
Logistics Service Provider;Logistics Service Provider;ORGANIZATION
Expense Submitter;;
Procure to Pay;;
Executive Director;;
Educational Institution;Educational Institution;ORGANIZATION
Bob;Bob;PERSON
Alice;Alice;PERSON
agency;;
Office for studies;;
Engineering department;;
Student partners;;
Industry Partner;;
Mater Data Entry Department;Mater Data Entry Department;ORGANIZATION
Sale;;
Account Receivable Dept.;;
SSP Client;;
Experienced SSP Staff;SSP Staff;ORGANIZATION
SAP Master Data Entry Staff;SAP Master Data;ORGANIZATION
Payment Office Staff;Payment Office Staff;ORGANIZATION
stock;;
parts provision;;
provison teami;;
Account Manager;;
Talent Seek Human Resources;Seek Human Resources;ORGANIZATION
Client End, Next Level Management;;
Talent Seek Recruitment Manager;;
Talent Seek Recruitment Managers;;
Client End Managers;;
Client End HR;;
Selection Panel;Selection Panel;ORGANIZATION
TS Casual Admin Assistant;;
HR Specialists;;
Client HR;;
Next Level Manager;;
Supervisor 1;;
Supervisor 2;;
Account payable;;
Employee`s organisational unit;;
Purchase department;;
Enterprise System;Enterprise System;ORGANIZATION
Goods receipt department;;
Accounts payable department;;
Level-2 support staff;;
Level-1 support staff;;
Suport staff;;
Accounting (backend);;
Approver 1 (portal);;
Approver 2-6 (portal);;
Purchasing (backend);;
Requisitioners (portal);;
Lending Factory;Lending Factory;ORGANIZATION
Delivery Staff;;
Planning;;
Procurement departement;;
External experts;;
Steering committee;;
Industrial engineering;;
Industrial actors;;
Industrial engineering and industrial actors;;
milk;;
cream;;
crates;;
dispatch;;
Shelf (Bin) Categorization;;
Gourmet Gorilla;;
Operations Supervisor;;
Shift Supervisors;;
Cooks;;
Warehouse Step 1;;
Warehouse Step 2;;
Warehouse Step 3;;
Batch Tracking;;
Prep;;
Cook;Cook;PERSON
Package;;
P2P;;
Procure To Pay;;
School;;
Order Capture;;
Parent;;
Warehouse Step 2 (Shelves/Bins);;
Shelf (Bin) Categorization Process;;
School Warehouse step 1;School Warehouse;ORGANIZATION
Warehouse Step 2( Shelves/Bins);;
Planning and Production;;
Vendor/Supplier;;
GOURMET GORILLA - Current Ordering System;GOURMET GORILLA;ORGANIZATION
Gourmet Gorilla Warehouse;Gourmet Gorilla Warehouse;ORGANIZATION
Purchase Requisition;;
Order Received;;
construction worker;;
remote engineer;;
Sales and Distribution;;
Inventory;;
New Customer;;
Pay Pal Website;;
Admin Officer (AO) (level 2);AO;MISC
Data Entry Officer (Level 5);;
Master Data Entry Officer (MDEO);;
Validation Officer (level 7);;
PPS;;
logistic system;;
logistic department;;
supplier;;
warehouse manager;;
Web Design;Web Design;ORGANIZATION
Various Departments;Various Departments;ORGANIZATION
Support officer;;
Loading Clerk;;
Dist Planner;Dist Planner;ORGANIZATION
Shipping Clerk;;
Receiver Office;;
Destination office;;
Developer Team;;
Database Check;;
Mortgage quote;;
debt collection;;
Administration Assistant;Administration Assistant;ORGANIZATION
Client-end Manager;;
HR Advisor;;
Business User;;
Personal User;;
Customer Admin.;;
Order Administration;Order Administration;ORGANIZATION
Engineering Dept;Engineering Dept;ORGANIZATION
Research group;;
Brokering agency;;
group leader;;
developer;;
Medical laboratory technician;;
Medical Pathologist;Medical Pathologist;ORGANIZATION
coordinator;;
Community Manager;Community Manager;ORGANIZATION
traffic warden;;
Comuter System;Comuter System;ORGANIZATION
Traffic warden;;
BPMS;BPMS;ORGANIZATION
Change Requestor;;
Suppliers;;
Services (logistic);;
Department of Finance;Department of Finance;ORGANIZATION
Assets;;
Liabilities;;
Equity;;
Income;;
Planning department;;
designing and implementing a web site;;
End user;;
Office Management;Office Management;ORGANIZATION
Claim handling department;;
The Customer Service department;Customer Service department;ORGANIZATION
Ianus;Ianus;PERSON
Treasurer;;
Translation Agency;Translation Agency;ORGANIZATION
Rating company;;
Author;;
PC Chair;;
Reviewer;;
Key account manager;;
1st Level Support Agent;;
2nd Level Support Agent;;
Reseller-B;;
Payment Org;;
Transporter;Transporter;LOCATION
Government Authorities;Government Authorities;ORGANIZATION
master data entry department;;
Ground Floor;Ground Floor;ORGANIZATION
level 2;;
Level 5;;
Level 7;;
Paypal System;Paypal System;ORGANIZATION
Booking agency;;
TS Clerical Staff;TS Clerical Staff;ORGANIZATION
Assistant Clerical Staff;Assistant Clerical Staff;ORGANIZATION
TS Outsourced IT Department;TS Outsourced IT Department;ORGANIZATION
Notification department;;
Handling department;;
Facebook User;;
Facebook;;
Scout Leader;;
Group Scout Leaders;;
Member;;
Center Manager;;
Medical Supervisor;;
18+ Participant;;
Main Scout Leader;;
Scout Member;;
Center Council;Center Council;ORGANIZATION
Property manager;;
Property Manager;;
CRM department;CRM;ORGANIZATION
IT Strategic Sourcing (J&J);IT Strategic Sourcing|J&J;ORGANIZATION|ORGANIZATION
J&J local contacts;J&J;ORGANIZATION
J&J Local Contact;J&J Local Contact;ORGANIZATION
IT Strategic Sourcing;IT Strategic Sourcing;ORGANIZATION
System Administrator;;
IT Compliance;;
Local Manager;;
Local Human Resources;Local Human Resources;ORGANIZATION
Accident;;
ABC Company;ABC Company;ORGANIZATION
Customer support section;;
Business section;;
Elevo developement division;Elevo;ORGANIZATION
Marketing support;;
Business analyst;;
Sale manager;;
CFO;;
Team manager;;
Tutor;Tutor;PERSON
TS HR Coordinator;;
TS Clerical/Admin Staff;TS Clerical|Admin Staff;ORGANIZATION|ORGANIZATION
Staff personnel;;
Attendant;;
Nursing/ Medical Clinician;Nursing/ Medical Clinician;ORGANIZATION
 Medical Clinician;Medical Clinician;ORGANIZATION
Payment System;;
Help Desk;Help Desk;ORGANIZATION
Third party;;
Field IT staff;;
IT Manager;;
Service Desk Staff;Service Desk Staff;ORGANIZATION
Adminstrator Officer;;
GP;;
Ward;Ward;PERSON
finance department;;
supervisor;;
Billing department;;
Sales Person;;
Computer repair process;;
installation;;
Expense Report;;
booking hotel en bus;;
booking extras;;
Customize offer;;
instllation;;
sales person;;
sales manager;;
installation department;;
billing department;;
Expense report;;
Sales person;;
Sales manager;;
computer repair;;
sales departement;;
Computer repair;;
Installation department;;
crs;;
book vacation;;
presenting offer;;
create customized offer;;
loan approvel;;
Loan approval;;
Data Entery Officer;;
Validation;;
Registery;;
SSP (Validation);;
Experience;;
Next level manager;;
HR coordinator;;
Client-next level manager;;
HR service;;
TS recruitment manager;TS;ORGANIZATION
Admin assistant;;
TS - Recruitment manager;;
Client-HR advisor;;
transaction;;
transactional sub-process;;
SSP Admin Officer;;
SSP Data Entry Officer;SSP Data;ORGANIZATION
SSP Validation Officer;;
Seventh Sense;;
Payroll;;
Acc Rec;Acc Rec;MISC
SAP System;SAP System;ORGANIZATION
Foreign University;Foreign University;ORGANIZATION
Foreign studies department;;
University IS;University IS;ORGANIZATION
Postgraduate studies department;;
Postgraduate students;;
Graduates of master's degree;;
Provide students with postgraduate studies;;
International Student;International Student;ORGANIZATION
International Office Employee;International Office Employee;ORGANIZATION
Department Head;Department Head;ORGANIZATION
Mentor;;
Vice Dean;Vice Dean;PERSON
Foreign Student;;
ICT Team;ICT Team;ORGANIZATION
UAT Key Stakeholders;UAT Key Stakeholders;ORGANIZATION
Santa Claus;Santa Claus;PERSON
Trustee;;
Santa's Dwarfs;Santa 's Dwarfs;ORGANIZATION
Presentee;;
mortgage specialist;;
E-payment provider;;
Service Desk Level 1;;
Service Desk Level 2;;
Service Desk Chief;;
RMA Employee;RMA Employee;ORGANIZATION
webServices for storing data about attendance of employees;;
IS operator;;
Workshift supervisor;;
Department manager;;
Delivery company;;
Main goods depot A;;
Goods depot B;;
store manager;;
EVENT REGISTRATION;;
Event Registration;;
Event Regestration;;
REGISTRATION PROCESS;;
Request for Travel Approval;;
Event registration;;
Practice - Travel Authorization;;
Registration for Travel Approval;;
Individual;;
Purchaser;;
Online Business Broker;Business Broker;ORGANIZATION
Seller (Private and Business Broker);;
Payments;;
Hospital Admission;Hospital Admission;ORGANIZATION
Ambulance car service;;
Hospital drugs store;;
Drug store;;
nurse;;
doctor;;
Repairer;;
Inspector;;
Equipment store;;
Hospital management;;
world market;;
owner;;
service designer;;
project manager;;
contractor;;
marketing;;
GoPay;;
reader;;
Registrars Office;Registrars Office;ORGANIZATION
Call Center;;
IST;IST;ORGANIZATION
Financial accounting department;;
Warehouse department;;
Central Purchasing/Procurement department;Central Purchasing / Procurement;ORGANIZATION
ACCOUNT PAYABLE MANAGER;;
ACCOUNT PAYABLE CLERK;;
ACCOUNTS RECEIVABLE;ACCOUNTS RECEIVABLE;ORGANIZATION
SALES ADMINISTRATOR;;
PLAN SHIPPING;PLAN SHIPPING;ORGANIZATION
SALES BILLING;;
Constultant;;
Debit Card Department;Debit Card Department;ORGANIZATION
Bank employee;;
Bank manager;;
Miranda (Secretary);Miranda;PERSON
Charles (Administrator);Charles;PERSON
1st level support;;
2nd level support;;
Chef;;
Mail Centre Staffs (5 x S3 grade);;
Admin Officers (4 x S5 grade);;
Data Entry Officers (6 x S4 grade);;
Master Data Entry Staff (1 x S5 grade);;
Validation Officers (4 x S6 grade);;
Accounts Receivable Staffs (4 x S6 grade);;
Registry Staffs (4 x S4 grade);;
Griffith University Library;Griffith University Library;ORGANIZATION
Other Library Catalogues;Library Catalogues;ORGANIZATION
Borrower;;
Library returns personnel;;
Web site;;
Administrator (Charles);Charles;PERSON
Secretary (Miranda);Miranda;PERSON
Mortgage offer;;
Head of Department;;
Team Lead;;
Information Requesters;;
Information Providers;;
Making queries of an object ID to ADS;ADS;ORGANIZATION
Electronic Shopping Assistant;Electronic Shopping;ORGANIZATION
Discovery Service;Discovery Service;ORGANIZATION
Proxy;;
Electronic shopping assistant;;
Shop personal;;
Clients;;
EPCIS;EPCIS;ORGANIZATION
Contact Node;Node;ORGANIZATION
Storage Node;;
Intermediate Node;;
Authenticating and Authorizing Information Requesters;;
Object Agents;Object Agents;ORGANIZATION
Domain Name System (DNS);Domain Name System;ORGANIZATION
Distributed Hash Table (DHT);;
Finding a DS through ONS Bootstrapping;ONS Bootstrapping;ORGANIZATION
BRIDGE Discovery Services;BRIDGE Discovery Services;ORGANIZATION
Contact Nodes;Nodes;PERSON
Storage Nodes;;
Intermediate Nodes;;
Discovery Services;Discovery Services;ORGANIZATION
Publishing the Basic Records to DS;;
Sending the Requested Detailed Info;;
Registering the Object with DS;DS;MISC
Retrieving the Results;;
Sending a Full Query;;
Authorizing Access Rights;Access Rights;MISC
Returning the Results;;
Sending a Query to an Information Provider;Information Provider;ORGANIZATION
Connecting to an Object Agent;;
Linking to a Designated DS and Sending the Query;Designated DS;MISC
Preparing a DOCUMENT;;
Publishing Key Events plus Security Options to ADS;;
Requesting Detailed Info;;
Retrieving the Pointer Info;Pointer Info;ORGANIZATION
Returning the Detailed Info;;
Sending a One-Off Query to DS;;
Sending the Results;;
Logistic / Warehouse;Logistic / Warehouse;ORGANIZATION
BCP;BCP;ORGANIZATION
MS Outlook;;
Project management;;
Volunteer;;
GUI Testing Consultant;;
Testers;;
Programmers;;
Analysts;;
Response;;
Assessment;;
Resource Evaluation;;
Infrastructure evaluation;;
Operational Plan;;
Context;;
Website;;
Administration / Director;;
Map 2D Website;;
Student / Member of public;;
Director / Administration staff;;
Shared document;;
Shared file;;
Administration staff / Director;;
Shared booking spreadsheet;;
Student / public user;;
Brisbane Institute of Art Staff;Brisbane Institute of Art Staff;ORGANIZATION
Shared document's folder;;
Brisbane Institute of Art;Brisbane Institute of Art;ORGANIZATION
Brisbane Institute of Art Website;Brisbane Institute of Art Website;ORGANIZATION
Wake up;;
Student office worker;;
HR Co-Ordinator;HR Co|Ordinator;ORGANIZATION|PERSON
Clerical Staff;Clerical Staff;ORGANIZATION
Cloud Source;Cloud Source;ORGANIZATION
Main Process;Main Process;ORGANIZATION
Corrdination Unit;Corrdination Unit;ORGANIZATION
Commitee Members;;
Ware House;Ware House;LOCATION
Bill Jobs (Owner);Bill Jobs;PERSON
Service Technician;;
Data Operator;;
Data Operator?;;
Corporate Data Operator;;
Prospect/Customer Data User;;
Customer Data Requestor;;
Business Data Steward;;
Supplier Data Requestor;;
Contact/Debtor Data User;;
Supplier requestor;;
Business data steward;;
Shared service operator;;
Data Governor;;
Project Manager/Team;;
Local Sales;;
Global Master Data;Global Master Data;ORGANIZATION
Local Service;Local Service;ORGANIZATION
Supplier Data User;;
Coprorate Data Operator;Coprorate Data Operator;ORGANIZATION
Sales Partner Relatations Requestor;;
Rating Agency;Rating Agency;ORGANIZATION
Merchant;;
PayPal;;
HR Coordinator Team;;
Miranda, Secretary;Miranda;PERSON
Charles, Administrator;Charles;PERSON
Amploeyy from Office for studies;Amploeyy;PERSON
Education department;;
ED of foreign country;;
transaction system;;
order management;;
auctioning service;;
Messaging Service;;
Publisher;;
Sigma Engineering Website;Sigma Engineering Website;ORGANIZATION
Incoming mail center;;
Deliver department;;
Profile department;;
SSP Admin office;SSP Admin;ORGANIZATION
Experience SSP Members;;
Master data management;;
QAS Call Center;QAS Call Center;ORGANIZATION
QAS Ambulance Medical Dispatcher;QAS Ambulance Medical;ORGANIZATION
Brisbane Institute Of Art;Brisbane Institute Of Art;ORGANIZATION
Receiving Depot;;
Real Estate Agent;Real Estate Agent;ORGANIZATION
Home Loan Department;Home Loan Department;ORGANIZATION
Branch;Branch;LOCATION
Property Assesment Department;Property Assesment Department;ORGANIZATION
Lender;;
Mortgage Broker;;
Candidate for study;;
Study Department;Study Department;ORGANIZATION
Boss;Boss;ORGANIZATION
Worker;;
Connectivity Services;Connectivity Services;ORGANIZATION
SSP Experienced Employee;;
storage manager;;
external vendor;;
sales and distribution;;
entrance room;;
bar;;
way;;
Platform;;
Crowd;;
Project Board;Project Board;ORGANIZATION
Advertising Agency;Advertising Agency;ORGANIZATION
Organisational Unit;Organisational Unit;ORGANIZATION
External Member;;
Workshop Organizer;;
Participant;;
Backend;;
Frontend;Frontend;PERSON
Retail;;
Legal;;
Land or Right-of-Way;;
Business Developement;Business Developement;ORGANIZATION
Employee At-Large;;
Technical/Admin staff;;
Data entry department;;
Product Manager;;
Connectivity services;;
Claimant;;
Insurence Company;Insurence Company;ORGANIZATION
Pizza Delivery Boy;;
Hitman;;
Cook Book;Cook Book;ORGANIZATION
Bank clerk;;
Bank IS;Bank IS;ORGANIZATION
team leader;;
designer;;
programmers;;
testers;;
Policy Reviewer;;
Process Manager;;
Registration Department;Registration Department;ORGANIZATION
FlightCentre;;
Experienced SSP members;SSP;ORGANIZATION
Master data entry officer;;
Payment officer;;
Accounts receivable department officer;;
Call Centre;;
Call centre;;
SSP Payment Office;SSP Payment Office;ORGANIZATION
SSP's Accounts Receivable Department;Accounts Receivable Department|SSP;ORGANIZATION|ORGANIZATION
IN/OUT Patient Group;;
Policy holder;;
Claims;;
Alarm Centre;Alarm Centre;ORGANIZATION
Assistance Coordinator;;
Interviewer;;
HR manager (recruiter);;
Moravia IT;Moravia IT;ORGANIZATION
Terumo BCT;Terumo BCT;ORGANIZATION
PayPal server;;
Unique Identify information;;
manager and waiter;;
Advising Bank;;
HR department;;
Shipper;;
SMRegistry;;
Supermarket;;
Caller;;
