Entry;Entities;EntityType
Investment Decision-making Commitee;Commitee;ORGANIZATION
Pets@home;;
Topup Method;;
Agency & Citizen;;
Minister Delegate;;
STUDENT;;
PhD OFFICE;PhD OFFICE;ORGANIZATION
ADMINISTRATION;;
Sales Director;;
Sales Executive;;
Automatic procedure;;
company;;
secretary;;
Secratory;Secratory;ORGANIZATION
Administors;;
Students;;
students;;
Doctor school;;
Coordinator;;
advisor;;
PHD OFFICE;;
Not EU;EU;ORGANIZATION
EU;EU;ORGANIZATION
Evaluation commission;;
Member of evaluation commission;;
PROFESSORS;;
ADMINISTRATION OFFICE;;
Secretatry;;
Administrator Secretary;;
Proponent;;
non EU lecturer;EU;ORGANIZATION
EU lecturers;EU;ORGANIZATION
External Committee member;External Committee;ORGANIZATION
PROPONENT;;
Catering Service;;
Store Warehouse;;
Store Front;;
production;;
logistic;;
accounting;;
Recruitment Department;Recruitment Department;ORGANIZATION
HR Department;HR Department;ORGANIZATION
Australian Agencies (Client);Australian Agencies (Client;ORGANIZATION
BIA;;
TS recruitment;;
Course Facilitators;;
Recruiter;;
VIP Customer;;
Software developer;;
Support Team;;
indoor service;;
customer service;;
Invoice data entry department;;
Master data record department;;
Payment Officer (Automated System);;
reception;;
Minister's Delegate;;
new Member;;
Office staff;;
Lab;;
CDSS;;
Administrative staff;;
Clinical Lab;;
Surgery dept.;;
Primary care doctor;;
Nurse specialist;;
Surgical oncologist;;
Radiologist;;
Pathologist;;
Managing Director;;
SAP Dept.;SAP Dept;ORGANIZATION
Validation officer;;
Acc. receivable;;
Trademe;Trademe;ORGANIZATION
Trademe system;Trademe;ORGANIZATION
Trademe users;Trademe;ORGANIZATION
Prcocess of creating Web site;;
Administraor;;
Catering company;;
Owner (Bill);;
State;;
AeroClub;;
Potential Customer;;
customer service representive;;
Application Division;Application Division;ORGANIZATION
Papermill;Papermill;ORGANIZATION
Logictics;Logictics;ORGANIZATION
IDC;;
order department;;
Kitchen;;
Order prepare department;;
Custom bike producer;;
Barista;;
Design;;
Development;;
Contents;;
BVIS;;
Checkfelix.com;Checkfelix.com;ORGANIZATION
Seler;;
Provision Team;;
Shipping;;
Consumer;;
Service Investor;;
Service Provider;;
General Practitioner;;
Diagnostic Testing;;
Allied Health;Allied Health;ORGANIZATION
seller;;
amazon;amazon;ORGANIZATION
Shipment Company;;
Amazon sales;Amazon;ORGANIZATION
Amazon Fulfilment;Amazon;ORGANIZATION
Amazon services;Amazon;ORGANIZATION
meeting 1;1;CARDINAL
site design + content preperation;;
meeting 2;2;CARDINAL
approval of the site;;
building the site;;
Bill Jobs;Bill Jobs;PERSON
Service Technicians;;
Claim Handling;;
Operator of WF;WF;ORGANIZATION
Engine;;
Application;;
Product manager;;
Country analyst;;
local delivery employee;;
central pick-up employee;;
transporter;;
Experienced SSP member;SSP;ORGANIZATION
Master data entry staff;;
Mail centre staff;;
Admin officers;;
Data entry officers;;
Mail Centre Clerk;;
Registry Officer;;
Accounts Receivable Officer;;
Experienced SSP Member;SSP;ORGANIZATION
Master Data Officer;;
Mortgage Supervisor;;
Online Retailer;;
ServicingTeam;ServicingTeam;ORGANIZATION
engineering;;
finance;;
SAP Configuration;;
Buyer Party;Buyer Party;ORGANIZATION
Seller Party;;
Buyer party;;
Seller party;;
Mall;;
Households;;
CGPs;;
Smart Gate Way;;
Owner-Bill;;
Change Co-ordinator;;
Manager, Application Support;Application Support;ORGANIZATION
Manager, Enterprise Infrastructure;;
ITS Change Co-ordinator;;
Change Requester;;
ITS Change Coordinator;;
ITS Senior Management;;
ITS Senior Managers;;
ITS Change Management Process;;
IT Infrastructure;;
Credit Broker;;
IT System;;
HQ;HQ;ORGANIZATION
Sales representative;;
Sales region;;
Processing plant;;
Purchasing Department;;
Accounting department;;
Inventory Team;;
Production Planning Team;Production Planning Team;ORGANIZATION
Manufacturing Team;;
customser;;
Customer Relationship Management;Customer Relationship Management;ORGANIZATION
Risk Assement Dept.;Assement Dept;LOCATION
Finance and Operations Dept;;
Sales and CR Dept.;CR Dept;ORGANIZATION
Service Department;Service Department;ORGANIZATION
Warehouse Management;;
Level 2 - Admin Officers;;
Ground Floor - Mail Center;Ground Floor - Mail Center;ORGANIZATION
External Reviewers;;
Woman's Representative;Woman;ORGANIZATION
Board of trustees;;
Dean;;
University Administration;University Administration;ORGANIZATION
Faculty Board;Faculty Board;ORGANIZATION
President of Humboldt University;Humboldt University;ORGANIZATION
Academic Senate;Senate;ORGANIZATION
Selection Committee;;
Human Resources;;
Kuratorium;Kuratorium;ORGANIZATION
Senator of Education in Berlin;Education|Berlin;ORGANIZATION|LOCATION
Applicants;;
Test Users;;
President's office;;
Search Committee;;
Board of Trustees;Board of Trustees;ORGANIZATION
1st Level (Core Processes);1st Level (Core Processes;ORGANIZATION
1st Level: Core Processes;1st;DATE
DMS(PARTS PROVISIONING TEAM);;
SERVICE AND REPAIR TEAM;;
PARTS PROVISIONING TEAM;;
WAREHOUSE CLERK;;
SHOP FLOOR SPECIALIST;;
ACCOUNT MANAGER;;
Sales Administrator;;
Sales Billing;;
Shipping Planning;;
Account Receivable;;
Mail staff member;;
Finance & Accounting;Finance & Accounting;ORGANIZATION
Payment Gateway;;
Flight Centre System;Flight Centre System;ORGANIZATION
Credit Card Payment System;;
Travel management company;;
Passenger - Team Leader;;
Airport;;
ISS;ISS;ORGANIZATION
Airline - Check in operator;;
Airline - Departure control system;;
Airline- service desk personnel;;
Airport- service desk personnel;;
Airport- Departure control system;;
Airline- Check in supervisor;;
Airport ISS security personnel;ISS;ORGANIZATION
Airport volunteer [PER, BNE];;
Airport staff [MEL];MEL;ORGANIZATION
BIA enrollment system;;
Production Department;Production Department;ORGANIZATION
Marketing Management Dept.;Marketing Management Dept;ORGANIZATION
PR Dept.;PR Dept;ORGANIZATION
Top Management;;
Highly creative part of Marketing Dept.;Marketing Dept;ORGANIZATION
Lending Factory Incorperated;;
Claim Adjustor;;
Repair Technician;;
PhD secretary (Francesca);PhD|Francesca;ORGANIZATION|PERSON
Funder;;
PhD Process Mgmt Platform;PhD Process Mgmt Platform;ORGANIZATION
Metal Works;;
Receiving technician;;
Service technician;;
Sales dept.;;
Production dept.;;
PR dept.;PR dept;ORGANIZATION
IT dept.;;
Production department;;
Finance dept.;;
Purchasing dept.;;
HR dept.;;
Marketing dept.;;
R&D dept.;;
Dev. team;Dev.;LOCATION
CDO;CDO;ORGANIZATION
evidence;;
ambulance;;
pacient;;
patient;;
surgery;;
Previous or New Client;;
Sales & Marketing Team;;
Operations / Project Coordinator;Operations / Project Coordinator;ORGANIZATION
Creative Director;;
Service Team Leader;;
Production & Service Assistant;Production & Service;ORGANIZATION
eshop staff;eshop;ORGANIZATION
courier company;;
SMTP server;SMTP;ORGANIZATION
POP3 server;;
Expert;;
Help desk center;;
Grid Access Provider;Grid Access Provider;ORGANIZATION
Metered Data Aggregator;;
Analyst A;;
Analyst B;;
Analyst C;;
Seminar;;
Product Engineer;;
Level-2 staff;;
Search for Items;;
Login;;
Bidding;;
Search for Item;;
Logistic and Shipping;;
referee;;
manager;;
Director;;
Hospital Director;;
expert;;
UNION;;
Union;;
Course Manager;;
Citizen Service Center;Citizen Service Center;ORGANIZATION
Citizen;;
Back Office;;
MD;MD;ORGANIZATION
Prescription process;;
Research Group;Research Group;ORGANIZATION
Nurse/Patient;;
Achat;;
University of Cologne;University of Cologne;ORGANIZATION
Brokering Agency;;
External Credit Company;External Credit Company;ORGANIZATION
Mail staff;;
Payment;;
verfication Shipping Addr.;;
verfication billing Addr.;Addr;ORGANIZATION
Verficationn types of payment;;
Mailroom;;
acounts Receivable Department;acounts Receivable Department;ORGANIZATION
Master Data entry Department;Master Data entry Department;ORGANIZATION
Student Affairs;;
Lecturer;;
Trademan;;
Cloud Technology;Cloud Technology;ORGANIZATION
Record job activity;;
Company Admin;;
Accounting system;;
Company scheduler;;
Tradesman;;
Job Scheduler;;
Admin;;
Accounting System;;
Lecturer;;
Check-in personel;;
Flight Planning;;
Crew Management;;
CENTRAL;;
technician;;
Volley tennis club;;
committee members;;
process;;
Claim Supervisor;;
Credit System;;
Admin Officer (Level 2);;
Data Entry (Level 5);5;CARDINAL
Master Data Entry Officer (Level 5);5;CARDINAL
Validation Officer (Level 7);7;CARDINAL
Logistics & Shipping;Logistics & Shipping;ORGANIZATION
Sales department;;
online ordering service;;
cooks;;
travel agency;;
tourist;;
Player 1;1;CARDINAL
Other player;;
Tennis club;;
Student Office;Student Office;ORGANIZATION
Financial dept;;
business partner;;
university;;
Accounting (WPLACM);WPLACM;ORGANIZATION
Phd Student;;
Disi Department;Disi Department;ORGANIZATION
Doctors commitment;;
Advisor professor;;
Administration Office;;
exam commission;;
phd office;;
GMNY;;
Obtain Approval;;
Charlse;;
Melissa;Melissa;PERSON
DB/CRM Process;DB/CRM Process;ORGANIZATION
Technicians;;
Material Warehouse stock;;
SALES DEPARTMENT;;
Major-Incident Support;Major-Incident Support;ORGANIZATION
IT-Manager;;
Internal Third-Level Support;Internal Third-Level Support;ORGANIZATION
Second-level support;Second;ORDINAL
products;;
HIJ-Department;HIJ-Department;ORGANIZATION
Sommelier;;
Room service manager;;
kitchen;;
Waiter;;
Logistics Service Provider;Logistics Service;ORGANIZATION
Expense Submitter;;
Procure to Pay;;
Executive Director;;
Educational Institution;;
Bob;Bob;PERSON
Alice;Alice;PERSON
agency;;
Office for studies;;
Engineering department;;
Student partners;;
Industry Partner;;
Mater Data Entry Department;Data Entry Department;ORGANIZATION
Sale;;
Account Receivable Dept.;Account Receivable Dept;ORGANIZATION
SSP Client;;
Experienced SSP Staff;;
SAP Master Data Entry Staff;SAP Master Data Entry Staff;ORGANIZATION
Payment Office Staff;Payment Office Staff;ORGANIZATION
stock;;
parts provision;;
provison teami;provison teami;ORGANIZATION
Account Manager;;
Talent Seek Human Resources;;
Client End, Next Level Management;Next Level Management;ORGANIZATION
Talent Seek Recruitment Manager;;
Talent Seek Recruitment Managers;;
Client End Managers;;
Client End HR;;
Selection Panel;;
TS Casual Admin Assistant;;
HR Specialists;;
Client HR;;
Next Level Manager;;
Supervisor 1;;
Supervisor 2;;
Account payable;;
Employee`s organisational unit;;
Purchase department;;
Enterprise System;;
Goods receipt department;;
Accounts payable department;;
Level-2 support staff;;
Level-1 support staff;;
Suport staff;Suport;ORGANIZATION
Accounting (backend);;
Approver 1 (portal);Approver 1;ORGANIZATION
Approver 2-6 (portal);;
Purchasing (backend);;
Requisitioners (portal);Requisitioners;ORGANIZATION
Lending Factory;;
Delivery Staff;;
Planning;;
Procurement departement;;
External experts;;
Steering committee;;
Industrial engineering;;
Industrial actors;;
Industrial engineering and industrial actors;;
milk;;
cream;;
crates;;
dispatch;;
Shelf (Bin) Categorization;Bin;PERSON
Gourmet Gorilla;;
Operations Supervisor;;
Shift Supervisors;;
Cooks;;
Warehouse Step 1;1;CARDINAL
Warehouse Step 2;2;CARDINAL
Warehouse Step 3;3;CARDINAL
Batch Tracking;;
Prep;;
Cook;;
Package;;
P2P;;
Procure To Pay;;
School;;
Order Capture;;
Parent;;
Warehouse Step 2 (Shelves/Bins);2;CARDINAL
Shelf (Bin) Categorization Process;;
School Warehouse step 1;School Warehouse|1;ORGANIZATION|CARDINAL
Warehouse Step 2( Shelves/Bins);2;CARDINAL
Planning and Production;;
Vendor/Supplier;;
GOURMET GORILLA - Current Ordering System;;
Gourmet Gorilla Warehouse;Gourmet Gorilla Warehouse;ORGANIZATION
Purchase Requisition;;
Order Received;;
construction worker;;
remote engineer;;
Sales and Distribution;;
Inventory;;
New Customer;;
Pay Pal Website;;
Admin Officer (AO) (level 2);;
Data Entry Officer (Level 5);5;CARDINAL
Master Data Entry Officer (MDEO);MDEO;ORGANIZATION
Validation Officer (level 7);;
PPS;;
logistic system;;
logistic department;logistic department;ORGANIZATION
supplier;;
warehouse manager;;
Web Design;;
Various Departments;;
Support officer;;
Loading Clerk;;
Dist Planner;;
Shipping Clerk;;
Receiver Office;;
Destination office;;
Developer Team;;
Database Check;;
Mortgage quote;;
debt collection;;
Administration Assistant;;
Client-end Manager;;
HR Advisor;;
Business User;;
Personal User;;
Customer Admin.;Customer Admin;ORGANIZATION
Order Administration;;
Engineering Dept;Engineering Dept;ORGANIZATION
Research group;;
Brokering agency;;
group leader;;
developer;;
Medical laboratory technician;;
Medical Pathologist;;
coordinator;;
Community Manager;;
traffic warden;;
Comuter System;;
Traffic warden;;
BPMS;BPMS;ORGANIZATION
Change Requestor;;
Suppliers;;
Services (logistic);;
Department of Finance;Department of Finance;ORGANIZATION
Assets;;
Liabilities;;
Equity;;
Income;;
Planning department;;
designing and implementing a web site;;
End user;;
Office Management;;
Claim handling department;;
The Customer Service department;;
Ianus;;
Treasurer;;
Translation Agency;;
Rating company;;
Author;;
PC Chair;;
Reviewer;;
Key account manager;;
1st Level Support Agent;1st Level Support;ORGANIZATION
2nd Level Support Agent;2nd Level Support;ORGANIZATION
Reseller-B;;
Payment Org;;
Transporter;;
Government Authorities;;
master data entry department;;
Ground Floor;;
level 2;2;CARDINAL
Level 5;5;CARDINAL
Level 7;;
Paypal System;;
Booking agency;;
TS Clerical Staff;TS Clerical Staff;ORGANIZATION
Assistant Clerical Staff;;
TS Outsourced IT Department;;
Notification department;;
Handling department;;
Facebook User;Facebook;ORGANIZATION
Facebook;Facebook;ORGANIZATION
Scout Leader;;
Group Scout Leaders;Group Scout;ORGANIZATION
Member;;
Center Manager;;
Medical Supervisor;;
18+ Participant;18;CARDINAL
Main Scout Leader;;
Scout Member;;
Center Council;Center Council;ORGANIZATION
Property manager;;
Property Manager;;
CRM department;CRM;ORGANIZATION
IT Strategic Sourcing (J&J);Strategic Sourcing;ORGANIZATION
J&J local contacts;;
J&J Local Contact;;
IT Strategic Sourcing;;
System Administrator;;
IT Compliance;;
Local Manager;;
Local Human Resources;;
Accident;;
ABC Company;ABC Company;ORGANIZATION
Customer support section;;
Business section;;
Elevo developement division;;
Marketing support;;
Business analyst;;
Sale manager;;
CFO;;
Team manager;;
Tutor;;
TS HR Coordinator;TS HR Coordinator;ORGANIZATION
TS Clerical/Admin Staff;TS Clerical/Admin Staff;ORGANIZATION
Staff personnel;;
Attendant;;
Nursing/ Medical Clinician;;
 Medical Clinician;;
Payment System;;
Help Desk;;
Third party;;
Field IT staff;;
IT Manager;;
Service Desk Staff;;
Adminstrator Officer;;
GP;;
Ward;;
finance department;;
supervisor;;
Billing department;;
Sales Person;;
Computer repair process;;
installation;;
Expense Report;;
booking hotel en bus;;
booking extras;;
Customize offer;;
instllation;;
sales person;;
sales manager;;
installation department;installation department;ORGANIZATION
billing department;;
Expense report;;
Sales person;;
Sales manager;;
computer repair;;
sales departement;;
Computer repair;;
Installation department;;
crs;crs;ORGANIZATION
book vacation;;
presenting offer;;
create customized offer;;
loan approvel;;
Loan approval;;
Data Entery Officer;Data Entery;ORGANIZATION
Validation;;
Registery;;
SSP (Validation);SSP;ORGANIZATION
Experience;;
Next level manager;;
HR coordinator;;
Client-next level manager;;
HR service;;
TS recruitment manager;;
Admin assistant;;
TS - Recruitment manager;;
Client-HR advisor;;
transaction;;
transactional sub-process;;
SSP Admin Officer;SSP Admin;ORGANIZATION
SSP Data Entry Officer;SSP Data Entry;ORGANIZATION
SSP Validation Officer;;
Seventh Sense;Seventh;ORDINAL
Payroll;;
Acc Rec;Acc Rec;PERSON
SAP System;;
Foreign University;Foreign University;ORGANIZATION
Foreign studies department;;
University IS;;
Postgraduate studies department;;
Postgraduate students;;
Graduates of master's degree;;
Provide students with postgraduate studies;;
International Student;;
International Office Employee;International Office Employee;ORGANIZATION
Department Head;;
Mentor;;
Vice Dean;Dean;PERSON
Foreign Student;;
ICT Team;ICT Team;ORGANIZATION
UAT Key Stakeholders;UAT Key Stakeholders;ORGANIZATION
Santa Claus;Santa Claus;PERSON
Trustee;;
Santa's Dwarfs;Santa;LOCATION
Presentee;;
mortgage specialist;;
E-payment provider;;
Service Desk Level 1;;
Service Desk Level 2;;
Service Desk Chief;;
RMA Employee;RMA;ORGANIZATION
webServices for storing data about attendance of employees;;
IS operator;;
Workshift supervisor;Workshift;ORGANIZATION
Department manager;;
Delivery company;;
Main goods depot A;;
Goods depot B;;
store manager;;
EVENT REGISTRATION;;
Event Registration;;
Event Regestration;;
REGISTRATION PROCESS;;
Request for Travel Approval;;
Event registration;;
Practice - Travel Authorization;;
Registration for Travel Approval;;
Individual;;
Purchaser;;
Online Business Broker;;
Seller (Private and Business Broker);;
Payments;;
Hospital Admission;;
Ambulance car service;;
Hospital drugs store;;
Drug store;;
nurse;;
doctor;;
Repairer;;
Inspector;;
Equipment store;;
Hospital management;;
world market;;
owner;;
service designer;;
project manager;;
contractor;;
marketing;;
GoPay;GoPay;ORGANIZATION
reader;;
Registrars Office;;
Call Center;;
IST;IST;ORGANIZATION
Financial accounting department;;
Warehouse department;;
Central Purchasing/Procurement department;Central Purchasing/Procurement;ORGANIZATION
ACCOUNT PAYABLE MANAGER;;
ACCOUNT PAYABLE CLERK;;
ACCOUNTS RECEIVABLE;;
SALES ADMINISTRATOR;;
PLAN SHIPPING;;
SALES BILLING;;
Constultant;;
Debit Card Department;Debit Card Department;ORGANIZATION
Bank employee;;
Bank manager;;
Miranda (Secretary);Miranda;PERSON
Charles (Administrator);Charles;PERSON
1st level support;1st;DATE
2nd level support;2nd;ORDINAL
Chef;;
Mail Centre Staffs (5 x S3 grade);Mail Centre Staffs|5;ORGANIZATION|CARDINAL
Admin Officers (4 x S5 grade);4;CARDINAL
Data Entry Officers (6 x S4 grade);6;CARDINAL
Master Data Entry Staff (1 x S5 grade);1;CARDINAL
Validation Officers (4 x S6 grade);4;CARDINAL
Accounts Receivable Staffs (4 x S6 grade);4;CARDINAL
Registry Staffs (4 x S4 grade);4;CARDINAL
Griffith University Library;Griffith University Library;ORGANIZATION
Other Library Catalogues;;
Borrower;;
Library returns personnel;;
Web site;;
Administrator (Charles);Charles;PERSON
Secretary (Miranda);Miranda;PERSON
Mortgage offer;;
Head of Department;;
Team Lead;;
Information Requesters;;
Information Providers;;
Making queries of an object ID to ADS;;
Electronic Shopping Assistant;;
Discovery Service;Discovery Service;ORGANIZATION
Proxy;;
Electronic shopping assistant;;
Shop personal;;
Clients;;
EPCIS;;
Contact Node;;
Storage Node;;
Intermediate Node;;
Authenticating and Authorizing Information Requesters;;
Object Agents;;
Domain Name System (DNS);;
Distributed Hash Table (DHT);;
Finding a DS through ONS Bootstrapping;;
BRIDGE Discovery Services;BRIDGE Discovery Services;ORGANIZATION
Contact Nodes;;
Storage Nodes;;
Intermediate Nodes;;
Discovery Services;;
Publishing the Basic Records to DS;the Basic Records;ORGANIZATION
Sending the Requested Detailed Info;;
Registering the Object with DS;;
Retrieving the Results;;
Sending a Full Query;;
Authorizing Access Rights;;
Returning the Results;;
Sending a Query to an Information Provider;;
Connecting to an Object Agent;;
Linking to a Designated DS and Sending the Query;Designated DS;ORGANIZATION
Preparing a DOCUMENT;;
Publishing Key Events plus Security Options to ADS;Key Events plus Security Options;ORGANIZATION
Requesting Detailed Info;;
Retrieving the Pointer Info;;
Returning the Detailed Info;;
Sending a One-Off Query to DS;One;CARDINAL
Sending the Results;;
Logistic / Warehouse;Logistic / Warehouse;ORGANIZATION
BCP;BCP;ORGANIZATION
MS Outlook;;
Project management;;
Volunteer;;
GUI Testing Consultant;GUI Testing Consultant;ORGANIZATION
Testers;;
Programmers;;
Analysts;;
Response;;
Assessment;;
Resource Evaluation;;
Infrastructure evaluation;;
Operational Plan;;
Context;;
Website;;
Administration / Director;;
Map 2D Website;Map 2D Website;ORGANIZATION
Student / Member of public;;
Director / Administration staff;Director / Administration;ORGANIZATION
Shared document;;
Shared file;;
Administration staff / Director;;
Shared booking spreadsheet;;
Student / public user;;
Brisbane Institute of Art Staff;Brisbane Institute of Art Staff;ORGANIZATION
Shared document's folder;;
Brisbane Institute of Art;Brisbane Institute of Art;ORGANIZATION
Brisbane Institute of Art Website;Brisbane Institute of Art Website;ORGANIZATION
Wake up;;
Student office worker;;
HR Co-Ordinator;;
Clerical Staff;;
Cloud Source;Cloud Source;ORGANIZATION
Main Process;;
Corrdination Unit;;
Commitee Members;Commitee;ORGANIZATION
Ware House;Ware House;ORGANIZATION
Bill Jobs (Owner);Bill Jobs;PERSON
Service Technician;;
Data Operator;;
Data Operator?;;
Corporate Data Operator;;
Prospect/Customer Data User;Prospect/Customer Data;ORGANIZATION
Customer Data Requestor;;
Business Data Steward;;
Supplier Data Requestor;;
Contact/Debtor Data User;;
Supplier requestor;;
Business data steward;;
Shared service operator;;
Data Governor;;
Project Manager/Team;;
Local Sales;;
Global Master Data;;
Local Service;;
Supplier Data User;;
Coprorate Data Operator;Coprorate Data Operator;ORGANIZATION
Sales Partner Relatations Requestor;Relatations Requestor;PERSON
Rating Agency;;
Merchant;;
PayPal;;
HR Coordinator Team;;
Miranda, Secretary;Miranda;PERSON
Charles, Administrator;Charles;PERSON
Amploeyy from Office for studies;Amploeyy|Office;ORGANIZATION|ORGANIZATION
Education department;;
ED of foreign country;;
transaction system;;
order management;;
auctioning service;;
Messaging Service;;
Publisher;;
Sigma Engineering Website;Sigma Engineering Website;ORGANIZATION
Incoming mail center;;
Deliver department;;
Profile department;;
SSP Admin office;SSP Admin;ORGANIZATION
Experience SSP Members;;
Master data management;;
QAS Call Center;QAS Call Center;PERSON
QAS Ambulance Medical Dispatcher;QAS Ambulance Medical;ORGANIZATION
Brisbane Institute Of Art;Brisbane Institute Of Art;ORGANIZATION
Receiving Depot;;
Real Estate Agent;;
Home Loan Department;Home Loan Department;ORGANIZATION
Branch;;
Property Assesment Department;Property Assesment Department;ORGANIZATION
Lender;;
Mortgage Broker;;
Candidate for study;;
Study Department;Study Department;ORGANIZATION
Boss;;
Worker;;
Connectivity Services;;
SSP Experienced Employee;;
storage manager;;
external vendor;;
sales and distribution;;
entrance room;;
bar;;
way;;
Platform;;
Crowd;;
Project Board;Project Board;ORGANIZATION
Advertising Agency;;
Organisational Unit;;
External Member;;
Workshop Organizer;;
Participant;;
Backend;;
Frontend;Frontend;ORGANIZATION
Retail;;
Legal;;
Land or Right-of-Way;;
Business Developement;Business Developement;ORGANIZATION
Employee At-Large;;
Technical/Admin staff;Technical/Admin;ORGANIZATION
Data entry department;;
Product Manager;;
Connectivity services;;
Claimant;;
Insurence Company;;
Pizza Delivery Boy;;
Hitman;;
Cook Book;Cook Book;PERSON
Bank clerk;;
Bank IS;;
team leader;;
designer;;
programmers;;
testers;;
Policy Reviewer;;
Process Manager;;
Registration Department;Registration Department;ORGANIZATION
FlightCentre;;
Experienced SSP members;SSP;ORGANIZATION
Master data entry officer;;
Payment officer;;
Accounts receivable department officer;;
Call Centre;;
Call centre;;
SSP Payment Office;SSP Payment Office;ORGANIZATION
SSP's Accounts Receivable Department;SSP|Accounts Receivable Department;ORGANIZATION|ORGANIZATION
IN/OUT Patient Group;;
Policy holder;;
Claims;;
Alarm Centre;;
Assistance Coordinator;;
Interviewer;;
HR manager (recruiter);;
Moravia IT;Moravia;LOCATION
Terumo BCT;Terumo BCT;PERSON
PayPal server;;
Unique Identify information;;
manager and waiter;;
Advising Bank;;
HR department;;
Shipper;;
SMRegistry;;
Supermarket;;
Caller;;
