Entry;Entities;EntityType
ADMINISTRATION OFFICE;;
Secretatry;;
Administrator Secretary;Administrator Secretary;TITLE
Proponent;;
non EU lecturer;lecturer|EU;ORGANIZATION|TITLE
EU lecturers;EU;ORGANIZATION
External Committee member;External Committee;ORGANIZATION
PROPONENT;;
Catering Service;;
Store Warehouse;;
Store Front;;
production;;
logistic;;
accounting;;
Recruitment Department;;
HR Department;HR;DURATION
Australian Agencies (Client);Australian;NATIONALITY
BIA;BIA;ORGANIZATION
TS recruitment;;
Course Facilitators;;
Recruiter;Recruiter;TITLE
VIP Customer;;
Software developer;developer;TITLE
Support Team;;
indoor service;;
customer service;;
Invoice data entry department;;
Master data record department;;
Payment Officer (Automated System);Automated System;MISC
reception;;
Minister's Delegate;Minister;TITLE
new Member;;
Office staff;;
Lab;;
CDSS;;
Administrative staff;;
Clinical Lab;;
Surgery dept.;Surgery;CAUSE_OF_DEATH
Primary care doctor;doctor;TITLE
Nurse specialist;Nurse specialist;TITLE
Surgical oncologist;oncologist;TITLE
Radiologist;Radiologist;TITLE
Pathologist;Pathologist;TITLE
Managing Director;Managing Director;TITLE
SAP Dept.;SAP;ORGANIZATION
Validation officer;;
Acc. receivable;;
Trademe;;
Trademe system;;
Trademe users;;
Prcocess of creating Web site;;
Administraor;;
Catering company;;
Owner (Bill);Bill|Owner;TITLE|PERSON
State;;
AeroClub;;
Potential Customer;;
customer service representive;;
Application Division;;
Papermill;;
Logictics;Logictics;PERSON
IDC;;
order department;;
Kitchen;Kitchen;
Order prepare department;;
Custom bike producer;producer;TITLE
Barista;Barista;TITLE
Design;;
Development;;
Contents;;
BVIS;BVIS;PERSON
Checkfelix.com;Checkfelix.com;URL
Seler;Seler;PERSON
Provision Team;;
Shipping;;
Consumer;;
Service Investor;;
Service Provider;;
General Practitioner;General Practitioner;TITLE
Diagnostic Testing;;
Allied Health;;
seller;;
amazon;;
Shipment Company;;
Amazon sales;;
Amazon Fulfilment;Amazon Fulfilment;ORGANIZATION
Amazon services;;
meeting 1;1;NUMBER
site design + content preperation;;
meeting 2;2;NUMBER
approval of the site;;
building the site;;
Bill Jobs;Bill Jobs;PERSON
Service Technicians;;
Claim Handling;;
Operator of WF;Operator;TITLE
Engine;;
Application;;
Product manager;manager;TITLE
Country analyst;analyst;TITLE
local delivery employee;;
central pick-up employee;;
transporter;;
Experienced SSP member;SSP;ORGANIZATION
Master data entry staff;;
Mail centre staff;;
Admin officers;;
Data entry officers;;
Mail Centre Clerk;Clerk;TITLE
Registry Officer;;
Accounts Receivable Officer;;
Experienced SSP Member;;
Master Data Officer;;
Mortgage Supervisor;Supervisor;TITLE
Online Retailer;Retailer;TITLE
ServicingTeam;;
engineering;;
finance;;
SAP Configuration;;
Buyer Party;Buyer;TITLE
Seller Party;;
Buyer party;Buyer;TITLE
Seller party;;
Mall;;
Households;;
CGPs;;
Smart Gate Way;;
Owner-Bill;Owner-Bill;PERSON
Change Co-ordinator;;
Manager, Application Support;Manager;TITLE
Manager, Enterprise Infrastructure;Manager;TITLE
ITS Change Co-ordinator;;
Change Requester;;
ITS Change Coordinator;;
ITS Senior Management;;
ITS Senior Managers;;
ITS Change Management Process;;
IT Infrastructure;;
Credit Broker;Broker;TITLE
IT System;;
HQ;;
Sales representative;Sales representative;TITLE
Sales region;;
Processing plant;;
Purchasing Department;;
Accounting department;;
Inventory Team;Inventory Team;PERSON
Production Planning Team;;
Manufacturing Team;;
customser;;
Customer Relationship Management;;
Risk Assement Dept.;;
Finance and Operations Dept;;
Sales and CR Dept.;;
Service Department;;
Warehouse Management;;
Level 2 - Admin Officers;2;NUMBER
Ground Floor - Mail Center;;
External Reviewers;;
Woman's Representative;Representative;TITLE
Board of trustees;;
Dean;Dean;TITLE
University Administration;University Administration;ORGANIZATION
Faculty Board;;
President of Humboldt University;President|Humboldt University;TITLE|ORGANIZATION
Academic Senate;;
Selection Committee;;
Human Resources;;
Kuratorium;Kuratorium;PERSON
Senator of Education in Berlin;Senator|Berlin;TITLE|CITY
Applicants;;
Test Users;;
President's office;President;TITLE
Search Committee;;
Board of Trustees;;
1st Level (Core Processes);1st;ORDINAL
1st Level: Core Processes;1st;ORDINAL
DMS(PARTS PROVISIONING TEAM);;
SERVICE AND REPAIR TEAM;;
PARTS PROVISIONING TEAM;;
WAREHOUSE CLERK;CLERK;TITLE
SHOP FLOOR SPECIALIST;SPECIALIST;TITLE
ACCOUNT MANAGER;MANAGER;TITLE
Sales Administrator;Administrator;TITLE
Sales Billing;;
Shipping Planning;;
Account Receivable;;
Mail staff member;;
Finance & Accounting;;
Payment Gateway;;
Flight Centre System;;
Credit Card Payment System;;
Travel management company;;
Passenger - Team Leader;Leader;TITLE
Airport;;
ISS;;
Airline - Check in operator;operator;TITLE
Airline - Departure control system;;
Airline- service desk personnel;;
Airport- service desk personnel;;
Airport- Departure control system;;
Airline- Check in supervisor;supervisor;TITLE
Airport ISS security personnel;;
Airport volunteer [PER, BNE];;
Airport staff [MEL];;
BIA enrollment system;BIA;ORGANIZATION
Production Department;;
Marketing Management Dept.;;
PR Dept.;PR;STATE_OR_PROVINCE
Top Management;;
Highly creative part of Marketing Dept.;;
Lending Factory Incorperated;;
Claim Adjustor;;
Repair Technician;Technician;TITLE
PhD secretary (Francesca);secretary|Francesca;TITLE|PERSON
Funder;;
PhD Process Mgmt Platform;;
Metal Works;;
Receiving technician;technician;TITLE
Service technician;technician;TITLE
Sales dept.;;
Production dept.;;
PR dept.;PR;STATE_OR_PROVINCE
IT dept.;;
Production department;;
Finance dept.;;
Purchasing dept.;;
HR dept.;HR;DURATION
Marketing dept.;;
R&D dept.;;
Dev. team;;
CDO;;
evidence;;
ambulance;;
pacient;;
patient;;
surgery;surgery;CAUSE_OF_DEATH
Previous or New Client;;
Sales & Marketing Team;;
Operations / Project Coordinator;;
Creative Director;Creative Director;TITLE
Service Team Leader;Leader;TITLE
Production & Service Assistant;Assistant;TITLE
eshop staff;;
courier company;courier;TITLE
SMTP server;;
POP3 server;;
Expert;;
Help desk center;;
Grid Access Provider;;
Metered Data Aggregator;;
Analyst A;Analyst;TITLE
Analyst B;Analyst;TITLE
Analyst C;Analyst;TITLE
Seminar;;
Product Engineer;Engineer;TITLE
Level-2 staff;;
Search for Items;;
Login;Login;PERSON
Bidding;;
Search for Item;;
Logistic and Shipping;;
referee;referee;TITLE
manager;manager;TITLE
Director;Director;TITLE
Hospital Director;Director;TITLE
expert;;
UNION;;
Union;;
Course Manager;Manager;TITLE
Citizen Service Center;;
Citizen;;
Back Office;;
MD;MD;STATE_OR_PROVINCE
Prescription process;;
Research Group;Research Group;ORGANIZATION
Nurse/Patient;;
Achat;;
University of Cologne;University of Cologne;ORGANIZATION
Brokering Agency;;
External Credit Company;External Credit Company;ORGANIZATION
Mail staff;;
Payment;;
verfication Shipping Addr.;;
verfication billing Addr.;;
Verficationn types of payment;;
Mailroom;;
acounts Receivable Department;;
Master Data entry Department;;
Student Affairs;Student;TITLE
Lecturer;Lecturer;TITLE
Trademan;Trademan;PERSON
Cloud Technology;;
Record job activity;;
Company Admin;;
Accounting system;;
Company scheduler;scheduler;TITLE
Tradesman;;
Job Scheduler;Scheduler;TITLE
Admin;;
Accounting System;;
Lecturer;Lecturer;TITLE
Check-in personel;;
Flight Planning;;
Crew Management;;
CENTRAL;;
technician;technician;TITLE
Volley tennis club;;
committee members;;
process;;
Claim Supervisor;Supervisor;TITLE
Credit System;;
Admin Officer (Level 2);2;NUMBER
Data Entry (Level 5);5;NUMBER
Master Data Entry Officer (Level 5);5;NUMBER
Validation Officer (Level 7);7;NUMBER
Logistics & Shipping;;
Sales department;;
online ordering service;;
cooks;;
travel agency;;
tourist;;
Player 1;1;NUMBER
Other player;;
Tennis club;;
Student Office;Student;TITLE
Financial dept;;
business partner;;
university;;
Accounting (WPLACM);;
Phd Student;Student;TITLE
Disi Department;Disi Department;PERSON
Doctors commitment;;
Advisor professor;professor;TITLE
Administration Office;;
exam commission;;
phd office;;
GMNY;GMNY;PERSON
Obtain Approval;;
Charlse;Charlse;PERSON
Melissa;Melissa;PERSON
DB/CRM Process;;
Technicians;;
Material Warehouse stock;;
SALES DEPARTMENT;;
Major-Incident Support;;
IT-Manager;;
Internal Third-Level Support;;
Second-level support;;
products;;
HIJ-Department;;
Sommelier;Sommelier;TITLE
Room service manager;manager;TITLE
kitchen;;
Waiter;Waiter;TITLE
Logistics Service Provider;;
Expense Submitter;;
Procure to Pay;;
Executive Director;Executive Director;TITLE
Educational Institution;;
Bob;Bob;PERSON
Alice;Alice;PERSON
agency;;
Office for studies;;
Engineering department;;
Student partners;Student;TITLE
Industry Partner;;
Mater Data Entry Department;Mater Data Entry Department;ORGANIZATION
Sale;;
Account Receivable Dept.;;
SSP Client;;
Experienced SSP Staff;;
SAP Master Data Entry Staff;SAP;ORGANIZATION
Payment Office Staff;;
stock;;
parts provision;;
provison teami;;
Account Manager;Manager;TITLE
Talent Seek Human Resources;;
Client End, Next Level Management;;
Talent Seek Recruitment Manager;Manager;TITLE
Talent Seek Recruitment Managers;;
Client End Managers;;
Client End HR;HR;DURATION
Selection Panel;;
TS Casual Admin Assistant;Assistant;TITLE
HR Specialists;HR;DURATION
Client HR;HR;DURATION
Next Level Manager;Manager;TITLE
Supervisor 1;Supervisor|1;TITLE|NUMBER
Supervisor 2;Supervisor|2;TITLE|NUMBER
Account payable;;
Employee`s organisational unit;;
Purchase department;;
Enterprise System;;
Goods receipt department;;
Accounts payable department;;
Level-2 support staff;;
Level-1 support staff;;
Suport staff;;
Accounting (backend);;
Approver 1 (portal);1;NUMBER
Approver 2-6 (portal);2-6;NUMBER
Purchasing (backend);;
Requisitioners (portal);;
Lending Factory;;
Delivery Staff;;
Planning;;
Procurement departement;;
External experts;;
Steering committee;;
Industrial engineering;;
Industrial actors;;
Industrial engineering and industrial actors;;
milk;;
cream;;
crates;;
dispatch;;
Shelf (Bin) Categorization;;
Gourmet Gorilla;Gourmet Gorilla;PERSON
Operations Supervisor;Operations Supervisor;TITLE
Shift Supervisors;;
Cooks;;
Warehouse Step 1;1;NUMBER
Warehouse Step 2;2;NUMBER
Warehouse Step 3;3;NUMBER
Batch Tracking;;
Prep;;
Cook;Cook;PERSON
Package;;
P2P;;
Procure To Pay;;
School;;
Order Capture;;
Parent;;
Warehouse Step 2 (Shelves/Bins);2;NUMBER
Shelf (Bin) Categorization Process;;
School Warehouse step 1;1|School Warehouse;ORGANIZATION|NUMBER
Warehouse Step 2( Shelves/Bins);2;NUMBER
Planning and Production;;
Vendor/Supplier;;
GOURMET GORILLA - Current Ordering System;Current;DATE
Gourmet Gorilla Warehouse;;
Purchase Requisition;;
Order Received;;
construction worker;construction worker;TITLE
remote engineer;engineer;TITLE
Sales and Distribution;;
Inventory;;
New Customer;;
Pay Pal Website;;
Admin Officer (AO) (level 2);2;NUMBER
Data Entry Officer (Level 5);5;NUMBER
Master Data Entry Officer (MDEO);;
Validation Officer (level 7);7;NUMBER
PPS;;
logistic system;;
logistic department;;
supplier;;
warehouse manager;manager;TITLE
Web Design;Web Design;
Various Departments;;
Support officer;;
Loading Clerk;Clerk;TITLE
Dist Planner;;
Shipping Clerk;Clerk;TITLE
Receiver Office;;
Destination office;;
Developer Team;Developer Team;PERSON
Database Check;;
Mortgage quote;;
debt collection;;
Administration Assistant;Assistant;TITLE
Client-end Manager;Manager;TITLE
HR Advisor;HR;DURATION
Business User;;
Personal User;;
Customer Admin.;;
Order Administration;;
Engineering Dept;;
Research group;;
Brokering agency;;
group leader;leader;TITLE
developer;developer;TITLE
Medical laboratory technician;Medical laboratory technician;TITLE
Medical Pathologist;Pathologist;TITLE
coordinator;;
Community Manager;Manager;TITLE
traffic warden;warden;TITLE
Comuter System;;
Traffic warden;warden;TITLE
BPMS;BPMS;PERSON
Change Requestor;;
Suppliers;;
Services (logistic);;
Department of Finance;;
Assets;;
Liabilities;;
Equity;;
Income;;
Planning department;;
designing and implementing a web site;;
End user;;
Office Management;;
Claim handling department;;
The Customer Service department;Customer Service;ORGANIZATION
Ianus;Ianus;PERSON
Treasurer;Treasurer;TITLE
Translation Agency;;
Rating company;;
Author;Author;TITLE
PC Chair;;
Reviewer;Reviewer;TITLE
Key account manager;manager;TITLE
1st Level Support Agent;1st;ORDINAL
2nd Level Support Agent;2nd;ORDINAL
Reseller-B;;
Payment Org;;
Transporter;;
Government Authorities;;
master data entry department;;
Ground Floor;;
level 2;2;NUMBER
Level 5;5;NUMBER
Level 7;7;NUMBER
Paypal System;;
Booking agency;;
TS Clerical Staff;;
Assistant Clerical Staff;Assistant;TITLE
TS Outsourced IT Department;;
Notification department;;
Handling department;;
Facebook User;Facebook User;ORGANIZATION
Facebook;Facebook;ORGANIZATION
Scout Leader;Scout Leader;TITLE
Group Scout Leaders;Scout;TITLE
Member;;
Center Manager;Manager;TITLE
Medical Supervisor;Supervisor;TITLE
18+ Participant;18;NUMBER
Main Scout Leader;Scout Leader;TITLE
Scout Member;Scout;TITLE
Center Council;;
Property manager;manager;TITLE
Property Manager;Manager;TITLE
CRM department;;
IT Strategic Sourcing (J&J);J&J;ORGANIZATION
J&J local contacts;J&J;ORGANIZATION
J&J Local Contact;J&J;ORGANIZATION
IT Strategic Sourcing;;
System Administrator;System Administrator;TITLE
IT Compliance;;
Local Manager;Manager;TITLE
Local Human Resources;;
Accident;Accident;CAUSE_OF_DEATH
ABC Company;ABC Company;ORGANIZATION
Customer support section;;
Business section;;
Elevo developement division;;
Marketing support;;
Business analyst;analyst;TITLE
Sale manager;manager;TITLE
CFO;CFO;TITLE
Team manager;Team manager;TITLE
Tutor;Tutor;PERSON
TS HR Coordinator;HR;DURATION
TS Clerical/Admin Staff;;
Staff personnel;;
Attendant;;
Nursing/ Medical Clinician;;
 Medical Clinician;;
Payment System;;
Help Desk;;
Third party;Third;ORDINAL
Field IT staff;;
IT Manager;Manager;TITLE
Service Desk Staff;;
Adminstrator Officer;;
GP;;
Ward;Ward;PERSON
finance department;;
supervisor;supervisor;TITLE
Billing department;;
Sales Person;Sales Person;TITLE
Computer repair process;;
installation;;
Expense Report;;
booking hotel en bus;;
booking extras;;
Customize offer;;
instllation;;
sales person;sales person;TITLE
sales manager;sales manager;TITLE
installation department;;
billing department;;
Expense report;;
Sales person;Sales person;TITLE
Sales manager;Sales manager;TITLE
computer repair;;
sales departement;;
Computer repair;;
Installation department;;
crs;;
book vacation;;
presenting offer;;
create customized offer;;
loan approvel;;
Loan approval;;
Data Entery Officer;;
Validation;;
Registery;;
SSP (Validation);;
Experience;;
Next level manager;manager;TITLE
HR coordinator;HR;DURATION
Client-next level manager;manager;TITLE
HR service;HR;DURATION
TS recruitment manager;manager;TITLE
Admin assistant;assistant;TITLE
TS - Recruitment manager;manager;TITLE
Client-HR advisor;;
transaction;;
transactional sub-process;;
SSP Admin Officer;;
SSP Data Entry Officer;;
SSP Validation Officer;;
Seventh Sense;Seventh;ORDINAL
Payroll;;
Acc Rec;;
SAP System;;
Foreign University;;
Foreign studies department;;
University IS;;
Postgraduate studies department;;
Postgraduate students;;
Graduates of master's degree;;
Provide students with postgraduate studies;;
International Student;Student;TITLE
International Office Employee;International Office Employee;ORGANIZATION
Department Head;;
Mentor;;
Vice Dean;Dean;TITLE
Foreign Student;Student;TITLE
ICT Team;ICT Team;PERSON
UAT Key Stakeholders;UAT;ORGANIZATION
Santa Claus;Santa Claus;PERSON
Trustee;;
Santa's Dwarfs;Santa;CITY
Presentee;;
mortgage specialist;specialist;TITLE
E-payment provider;;
Service Desk Level 1;1;NUMBER
Service Desk Level 2;2;NUMBER
Service Desk Chief;;
RMA Employee;;
webServices for storing data about attendance of employees;;
IS operator;operator;TITLE
Workshift supervisor;supervisor;TITLE
Department manager;Department manager;TITLE
Delivery company;;
Main goods depot A;;
Goods depot B;;
store manager;manager;TITLE
EVENT REGISTRATION;;
Event Registration;;
Event Regestration;;
REGISTRATION PROCESS;;
Request for Travel Approval;;
Event registration;;
Practice - Travel Authorization;;
Registration for Travel Approval;;
Individual;;
Purchaser;;
Online Business Broker;Broker;TITLE
Seller (Private and Business Broker);Broker|Private;TITLE|TITLE
Payments;;
Hospital Admission;;
Ambulance car service;;
Hospital drugs store;drugs;CRIMINAL_CHARGE
Drug store;;
nurse;nurse;TITLE
doctor;doctor;TITLE
Repairer;Repairer;TITLE
Inspector;Inspector;TITLE
Equipment store;;
Hospital management;;
world market;;
owner;owner;TITLE
service designer;designer;TITLE
project manager;project manager;TITLE
contractor;contractor;TITLE
marketing;;
GoPay;;
reader;reader;TITLE
Registrars Office;;
Call Center;;
IST;;
Financial accounting department;;
Warehouse department;;
Central Purchasing/Procurement department;;
ACCOUNT PAYABLE MANAGER;MANAGER;TITLE
ACCOUNT PAYABLE CLERK;CLERK;TITLE
ACCOUNTS RECEIVABLE;;
SALES ADMINISTRATOR;ADMINISTRATOR;TITLE
PLAN SHIPPING;;
SALES BILLING;;
Constultant;Constultant;PERSON
Debit Card Department;;
Bank employee;;
Bank manager;manager;TITLE
Miranda (Secretary);Secretary;TITLE
Charles (Administrator);Administrator|Charles;PERSON|TITLE
1st level support;1st;ORDINAL
2nd level support;2nd;ORDINAL
Chef;Chef;TITLE
Mail Centre Staffs (5 x S3 grade);5;NUMBER
Admin Officers (4 x S5 grade);4;NUMBER
Data Entry Officers (6 x S4 grade);6;NUMBER
Master Data Entry Staff (1 x S5 grade);1;NUMBER
Validation Officers (4 x S6 grade);4;NUMBER
Accounts Receivable Staffs (4 x S6 grade);4;NUMBER
Registry Staffs (4 x S4 grade);4;NUMBER
Griffith University Library;Griffith University Library;ORGANIZATION
Other Library Catalogues;;
Borrower;Borrower;PERSON
Library returns personnel;;
Web site;;
Administrator (Charles);Charles|Administrator;TITLE|PERSON
Secretary (Miranda);Miranda|Secretary;TITLE|PERSON
Mortgage offer;;
Head of Department;;
Team Lead;;
Information Requesters;;
Information Providers;;
Making queries of an object ID to ADS;ID;STATE_OR_PROVINCE
Electronic Shopping Assistant;Assistant;TITLE
Discovery Service;;
Proxy;;
Electronic shopping assistant;assistant;TITLE
Shop personal;;
Clients;;
EPCIS;EPCIS;PERSON
Contact Node;;
Storage Node;;
Intermediate Node;;
Authenticating and Authorizing Information Requesters;;
Object Agents;;
Domain Name System (DNS);Domain Name System;MISC
Distributed Hash Table (DHT);;
Finding a DS through ONS Bootstrapping;;
BRIDGE Discovery Services;;
Contact Nodes;;
Storage Nodes;;
Intermediate Nodes;;
Discovery Services;;
Publishing the Basic Records to DS;;
Sending the Requested Detailed Info;;
Registering the Object with DS;;
Retrieving the Results;;
Sending a Full Query;;
Authorizing Access Rights;;
Returning the Results;;
Sending a Query to an Information Provider;;
Connecting to an Object Agent;;
Linking to a Designated DS and Sending the Query;;
Preparing a DOCUMENT;;
Publishing Key Events plus Security Options to ADS;;
Requesting Detailed Info;;
Retrieving the Pointer Info;;
Returning the Detailed Info;;
Sending a One-Off Query to DS;;
Sending the Results;;
Logistic / Warehouse;;
BCP;;
MS Outlook;MS;STATE_OR_PROVINCE
Project management;;
Volunteer;;
GUI Testing Consultant;Consultant;TITLE
Testers;;
Programmers;;
Analysts;;
Response;;
Assessment;;
Resource Evaluation;;
Infrastructure evaluation;;
Operational Plan;;
Context;;
Website;;
Administration / Director;Director;TITLE
Map 2D Website;;
Student / Member of public;Student;TITLE
Director / Administration staff;Director;TITLE
Shared document;;
Shared file;;
Administration staff / Director;Director;TITLE
Shared booking spreadsheet;;
Student / public user;Student;TITLE
Brisbane Institute of Art Staff;Brisbane Institute;ORGANIZATION
Shared document's folder;folder;TITLE
Brisbane Institute of Art;Brisbane Institute of Art;ORGANIZATION
Brisbane Institute of Art Website;Brisbane Institute;ORGANIZATION
Wake up;;
Student office worker;Student;TITLE
HR Co-Ordinator;HR;DURATION
Clerical Staff;;
Cloud Source;;
Main Process;;
Corrdination Unit;;
Commitee Members;;
Ware House;Ware House;PERSON
Bill Jobs (Owner);Owner|Bill Jobs;PERSON|TITLE
Service Technician;Technician;TITLE
Data Operator;Operator;TITLE
Data Operator?;Operator;TITLE
Corporate Data Operator;Operator;TITLE
Prospect/Customer Data User;;
Customer Data Requestor;;
Business Data Steward;Steward;TITLE
Supplier Data Requestor;;
Contact/Debtor Data User;;
Supplier requestor;;
Business data steward;;
Shared service operator;operator;TITLE
Data Governor;Governor;TITLE
Project Manager/Team;;
Local Sales;;
Global Master Data;;
Local Service;;
Supplier Data User;;
Coprorate Data Operator;Operator;TITLE
Sales Partner Relatations Requestor;;
Rating Agency;;
Merchant;Merchant;TITLE
PayPal;PayPal;ORGANIZATION
HR Coordinator Team;HR|Coordinator Team;DURATION|PERSON
Miranda, Secretary;Miranda|Secretary;PERSON|TITLE
Charles, Administrator;Administrator|Charles;PERSON|TITLE
Amploeyy from Office for studies;;
Education department;;
ED of foreign country;;
transaction system;;
order management;;
auctioning service;;
Messaging Service;;
Publisher;Publisher;TITLE
Sigma Engineering Website;;
Incoming mail center;Incoming;MISC
Deliver department;;
Profile department;;
SSP Admin office;;
Experience SSP Members;;
Master data management;;
QAS Call Center;;
QAS Ambulance Medical Dispatcher;Dispatcher;TITLE
Brisbane Institute Of Art;Brisbane Institute Of Art;ORGANIZATION
Receiving Depot;;
Real Estate Agent;Estate Agent;TITLE
Home Loan Department;;
Branch;;
Property Assesment Department;;
Lender;Lender;PERSON
Mortgage Broker;Mortgage Broker;TITLE
Candidate for study;Candidate;TITLE
Study Department;;
Boss;Boss;TITLE
Worker;;
Connectivity Services;;
SSP Experienced Employee;;
storage manager;manager;TITLE
external vendor;vendor;TITLE
sales and distribution;;
entrance room;;
bar;;
way;;
Platform;;
Crowd;;
Project Board;;
Advertising Agency;;
Organisational Unit;;
External Member;;
Workshop Organizer;Organizer;TITLE
Participant;;
Backend;;
Frontend;;
Retail;;
Legal;;
Land or Right-of-Way;;
Business Developement;;
Employee At-Large;;
Technical/Admin staff;;
Data entry department;;
Product Manager;Manager;TITLE
Connectivity services;;
Claimant;;
Insurence Company;;
Pizza Delivery Boy;;
Hitman;Hitman;PERSON
Cook Book;Cook Book;PERSON
Bank clerk;clerk;TITLE
Bank IS;;
team leader;leader;TITLE
designer;designer;TITLE
programmers;;
testers;;
Policy Reviewer;Reviewer;TITLE
Process Manager;Manager;TITLE
Registration Department;;
FlightCentre;;
Experienced SSP members;SSP;ORGANIZATION
Master data entry officer;;
Payment officer;;
Accounts receivable department officer;;
Call Centre;;
Call centre;;
SSP Payment Office;SSP Payment Office;ORGANIZATION
SSP's Accounts Receivable Department;SSP;ORGANIZATION
IN/OUT Patient Group;;
Policy holder;;
Claims;;
Alarm Centre;;
Assistance Coordinator;;
Interviewer;;
HR manager (recruiter);manager|recruiter|HR;DURATION|TITLE|TITLE
Moravia IT;Moravia;LOCATION
Terumo BCT;;
PayPal server;PayPal;ORGANIZATION
Unique Identify information;;
manager and waiter;manager|waiter;TITLE|TITLE
Advising Bank;;
HR department;HR;DURATION
Shipper;;
SMRegistry;;
Supermarket;;
Caller;Caller;TITLE
