Entry;Entities;EntityType
Recruitment Department;Recruitment Department;ORGANIZATION
HR Department;HR Department;ORGANIZATION
Australian Agencies (Client);;
BIA;BIA;ORGANIZATION
TS recruitment;;
Course Facilitators;;
Recruiter;;
VIP Customer;;
Software developer;;
Support Team;;
indoor service;;
customer service;;
Invoice data entry department;Invoice data entry department;ORGANIZATION
Master data record department;Master data record department;ORGANIZATION
Payment Officer (Automated System);;
reception;;
Minister's Delegate;;
new Member;;
Office staff;;
Lab;;
CDSS;;
Administrative staff;;
Clinical Lab;Clinical Lab;ORGANIZATION
Surgery dept.;Surgery dept.;ORGANIZATION
Primary care doctor;;
Nurse specialist;;
Surgical oncologist;;
Radiologist;;
Pathologist;;
Managing Director;;
SAP Dept.;SAP Dept.;ORGANIZATION
Validation officer;;
Acc. receivable;;
Trademe;;
Trademe system;;
Trademe users;;
Prcocess of creating Web site;;
Administraor;Administraor;PERSON
Catering company;;
Owner (Bill);Bill;PERSON
State;;
AeroClub;AeroClub;ORGANIZATION
Potential Customer;;
customer service representive;;
Application Division;;
Papermill;;
Logictics;;
IDC;IDC;ORGANIZATION
order department;;
Kitchen;;
Order prepare department;;
Custom bike producer;;
Barista;;
Design;;
Development;;
Contents;;
BVIS;;
Checkfelix.com;;
Seler;;
Provision Team;;
Shipping;;
Consumer;;
Service Investor;;
Service Provider;;
General Practitioner;;
Diagnostic Testing;;
Allied Health;Allied Health;ORGANIZATION
seller;;
amazon;amazon;ORGANIZATION
Shipment Company;Shipment Company;ORGANIZATION
Amazon sales;Amazon;ORGANIZATION
Amazon Fulfilment;;
Amazon services;Amazon;ORGANIZATION
meeting 1;;
site design + content preperation;;
meeting 2;;
approval of the site;;
building the site;;
Bill Jobs;;
Service Technicians;;
Claim Handling;;
Operator of WF;;
Engine;;
Application;;
Product manager;;
Country analyst;;
local delivery employee;;
central pick-up employee;;
transporter;;
Experienced SSP member;SSP;ORGANIZATION
Master data entry staff;;
Mail centre staff;;
Admin officers;;
Data entry officers;;
Mail Centre Clerk;;
Registry Officer;;
Accounts Receivable Officer;;
Experienced SSP Member;SSP;ORGANIZATION
Master Data Officer;;
Mortgage Supervisor;;
Online Retailer;;
ServicingTeam;;
engineering;;
finance;;
SAP Configuration;SAP;ORGANIZATION
Buyer Party;;
Seller Party;Seller Party;ORGANIZATION
Buyer party;;
Seller party;;
Mall;;
Households;;
CGPs;;
Smart Gate Way;;
Owner-Bill;Owner-Bill;PERSON
Change Co-ordinator;;
Manager, Application Support;;
Manager, Enterprise Infrastructure;;
ITS Change Co-ordinator;;
Change Requester;;
ITS Change Coordinator;;
ITS Senior Management;;
ITS Senior Managers;;
ITS Change Management Process;;
IT Infrastructure;;
Credit Broker;;
IT System;;
HQ;;
Sales representative;;
Sales region;;
Processing plant;;
Purchasing Department;Purchasing Department;ORGANIZATION
Accounting department;Accounting department;ORGANIZATION
Inventory Team;;
Production Planning Team;;
Manufacturing Team;;
customser;;
Customer Relationship Management;;
Risk Assement Dept.;Risk Assement Dept.;ORGANIZATION
Finance and Operations Dept;Finance and Operations Dept;ORGANIZATION
Sales and CR Dept.;CR Dept;ORGANIZATION
Service Department;Service Department;ORGANIZATION
Warehouse Management;;
Level 2 - Admin Officers;;
Ground Floor - Mail Center;Mail Center;ORGANIZATION
External Reviewers;;
Woman's Representative;;
Board of trustees;;
Dean;Dean;PERSON
University Administration;University Administration;ORGANIZATION
Faculty Board;Faculty Board;ORGANIZATION
President of Humboldt University;Humboldt University;ORGANIZATION
Academic Senate;Academic Senate;ORGANIZATION
Selection Committee;Selection Committee;ORGANIZATION
Human Resources;;
Kuratorium;Kuratorium;PERSON
Senator of Education in Berlin;Berlin;LOCATION
Applicants;;
Test Users;;
President's office;;
Search Committee;Search Committee;ORGANIZATION
Board of Trustees;Board of Trustees;ORGANIZATION
1st Level (Core Processes);;
1st Level: Core Processes;;
DMS(PARTS PROVISIONING TEAM);;
SERVICE AND REPAIR TEAM;;
PARTS PROVISIONING TEAM;;
WAREHOUSE CLERK;;
SHOP FLOOR SPECIALIST;;
ACCOUNT MANAGER;;
Sales Administrator;;
Sales Billing;;
Shipping Planning;;
Account Receivable;;
Mail staff member;;
Finance & Accounting;Finance & Accounting;ORGANIZATION
Payment Gateway;;
Flight Centre System;Flight Centre System;ORGANIZATION
Credit Card Payment System;;
Travel management company;;
Passenger - Team Leader;;
Airport;;
ISS;ISS;ORGANIZATION
Airline - Check in operator;;
Airline - Departure control system;;
Airline- service desk personnel;;
Airport- service desk personnel;;
Airport- Departure control system;;
Airline- Check in supervisor;;
Airport ISS security personnel;Airport ISS;ORGANIZATION
Airport volunteer [PER, BNE];;
Airport staff [MEL];;
BIA enrollment system;BIA;ORGANIZATION
Production Department;Production Department;ORGANIZATION
Marketing Management Dept.;Marketing Management Dept.;ORGANIZATION
PR Dept.;PR Dept.;ORGANIZATION
Top Management;;
Highly creative part of Marketing Dept.;Marketing Dept;ORGANIZATION
Lending Factory Incorperated;;
Claim Adjustor;Claim Adjustor;PERSON
Repair Technician;;
PhD secretary (Francesca);Francesca;PERSON
Funder;;
PhD Process Mgmt Platform;;
Metal Works;;
Receiving technician;;
Service technician;;
Sales dept.;Sales dept.;ORGANIZATION
Production dept.;Production dept.;ORGANIZATION
PR dept.;PR dept.;ORGANIZATION
IT dept.;IT dept.;ORGANIZATION
Production department;Production department;ORGANIZATION
Finance dept.;Finance dept.;ORGANIZATION
Purchasing dept.;Purchasing dept.;ORGANIZATION
HR dept.;HR dept.;ORGANIZATION
Marketing dept.;Marketing dept.;ORGANIZATION
R&D dept.;R&D dept.;ORGANIZATION
Dev. team;;
CDO;;
evidence;;
ambulance;;
pacient;;
patient;;
surgery;;
Previous or New Client;;
Sales & Marketing Team;;
Operations / Project Coordinator;;
Creative Director;;
Service Team Leader;;
Production & Service Assistant;;
eshop staff;;
courier company;;
SMTP server;;
POP3 server;;
Expert;;
Help desk center;;
Grid Access Provider;;
Metered Data Aggregator;Metered Data Aggregator;PERSON
Analyst A;;
Analyst B;;
Analyst C;;
Seminar;;
Product Engineer;;
Level-2 staff;;
Search for Items;;
Login;;
Bidding;;
Search for Item;;
Logistic and Shipping;;
referee;;
manager;;
Director;;
Hospital Director;;
expert;;
UNION;;
Union;;
Course Manager;;
Citizen Service Center;Citizen Service Center;ORGANIZATION
Citizen;;
Back Office;;
MD;;
Prescription process;;
Research Group;Research Group;ORGANIZATION
Nurse/Patient;;
Achat;Achat;PERSON
University of Cologne;University of Cologne;ORGANIZATION
Brokering Agency;Brokering Agency;ORGANIZATION
External Credit Company;External Credit Company;ORGANIZATION
Mail staff;;
Payment;;
verfication Shipping Addr.;;
verfication billing Addr.;;
Verficationn types of payment;;
Mailroom;;
acounts Receivable Department;Receivable Department;ORGANIZATION
Master Data entry Department;;
Student Affairs;Student Affairs;ORGANIZATION
Lecturer;;
Trademan;Trademan;PERSON
Cloud Technology;Cloud Technology;PERSON
Record job activity;;
Company Admin;;
Accounting system;;
Company scheduler;;
Tradesman;;
Job Scheduler;;
Admin;;
Accounting System;;
Lecturer;;
Check-in personel;;
Flight Planning;;
Crew Management;;
CENTRAL;;
technician;;
Volley tennis club;Volley tennis club;ORGANIZATION
committee members;;
process;;
Claim Supervisor;;
Credit System;;
Admin Officer (Level 2);;
Data Entry (Level 5);;
Master Data Entry Officer (Level 5);;
Validation Officer (Level 7);;
Logistics & Shipping;;
Sales department;;
online ordering service;;
cooks;;
travel agency;;
tourist;;
Player 1;;
Other player;;
Tennis club;Tennis club;ORGANIZATION
Student Office;Student Office;ORGANIZATION
Financial dept;Financial dept;ORGANIZATION
business partner;;
university;;
Accounting (WPLACM);;
Phd Student;;
Disi Department;Disi Department;ORGANIZATION
Doctors commitment;;
Advisor professor;;
Administration Office;Administration Office;ORGANIZATION
exam commission;;
phd office;phd office;ORGANIZATION
GMNY;;
Obtain Approval;;
Charlse;Charlse;PERSON
Melissa;Melissa;PERSON
DB/CRM Process;;
Technicians;;
Material Warehouse stock;;
SALES DEPARTMENT;SALES DEPARTMENT;ORGANIZATION
Major-Incident Support;;
IT-Manager;;
Internal Third-Level Support;;
Second-level support;;
products;;
HIJ-Department;HIJ-Department;ORGANIZATION
Sommelier;;
Room service manager;;
kitchen;;
Waiter;;
Logistics Service Provider;;
Expense Submitter;;
Procure to Pay;;
Executive Director;;
Educational Institution;Educational Institution;ORGANIZATION
Bob;Bob;PERSON
Alice;Alice;PERSON
agency;;
Office for studies;;
Engineering department;;
Student partners;;
Industry Partner;;
Mater Data Entry Department;Mater Data Entry Department;ORGANIZATION
Sale;;
Account Receivable Dept.;Account Receivable Dept.;ORGANIZATION
SSP Client;;
Experienced SSP Staff;SSP;ORGANIZATION
SAP Master Data Entry Staff;SAP;ORGANIZATION
Payment Office Staff;;
stock;;
parts provision;;
provison teami;;
Account Manager;;
Talent Seek Human Resources;;
Client End, Next Level Management;;
Talent Seek Recruitment Manager;;
Talent Seek Recruitment Managers;;
Client End Managers;;
Client End HR;;
Selection Panel;;
TS Casual Admin Assistant;;
HR Specialists;;
Client HR;;
Next Level Manager;;
Supervisor 1;;
Supervisor 2;;
Account payable;;
Employee`s organisational unit;;
Purchase department;Purchase department;ORGANIZATION
Enterprise System;;
Goods receipt department;Goods receipt department;ORGANIZATION
Accounts payable department;Accounts payable department;ORGANIZATION
Level-2 support staff;;
Level-1 support staff;;
Suport staff;;
Accounting (backend);;
Approver 1 (portal);;
Approver 2-6 (portal);;
Purchasing (backend);;
Requisitioners (portal);;
Lending Factory;;
Delivery Staff;;
Planning;;
Procurement departement;;
External experts;;
Steering committee;;
Industrial engineering;;
Industrial actors;;
Industrial engineering and industrial actors;;
milk;;
cream;;
crates;;
dispatch;;
Shelf (Bin) Categorization;;
Gourmet Gorilla;Gourmet Gorilla;ORGANIZATION
Operations Supervisor;;
Shift Supervisors;;
Cooks;;
Warehouse Step 1;;
Warehouse Step 2;;
Warehouse Step 3;;
Batch Tracking;;
Prep;;
Cook;Cook;PERSON
Package;;
P2P;;
Procure To Pay;;
School;;
Order Capture;;
Parent;;
Warehouse Step 2 (Shelves/Bins);;
Shelf (Bin) Categorization Process;;
School Warehouse step 1;;
Warehouse Step 2( Shelves/Bins);;
Planning and Production;;
Vendor/Supplier;;
GOURMET GORILLA - Current Ordering System;;
Gourmet Gorilla Warehouse;Gourmet Gorilla;ORGANIZATION
Purchase Requisition;;
Order Received;;
construction worker;;
remote engineer;;
Sales and Distribution;;
Inventory;;
New Customer;;
Pay Pal Website;Pay Pal;ORGANIZATION
Admin Officer (AO) (level 2);;
Data Entry Officer (Level 5);;
Master Data Entry Officer (MDEO);;
Validation Officer (level 7);;
PPS;;
logistic system;;
logistic department;logistic department;ORGANIZATION
supplier;;
warehouse manager;;
Web Design;;
Various Departments;Various Departments;ORGANIZATION
Support officer;;
Loading Clerk;;
Dist Planner;;
Shipping Clerk;;
Receiver Office;;
Destination office;;
Developer Team;;
Database Check;;
Mortgage quote;;
debt collection;;
Administration Assistant;;
Client-end Manager;;
HR Advisor;;
Business User;;
Personal User;;
Customer Admin.;;
Order Administration;;
Engineering Dept;Engineering Dept;ORGANIZATION
Research group;;
Brokering agency;;
group leader;;
developer;;
Medical laboratory technician;;
Medical Pathologist;;
coordinator;;
Community Manager;;
traffic warden;;
Comuter System;;
Traffic warden;;
BPMS;;
Change Requestor;Change Requestor;PERSON
Suppliers;;
Services (logistic);;
Department of Finance;Department of Finance;ORGANIZATION
Assets;;
Liabilities;;
Equity;;
Income;;
Planning department;Planning department;ORGANIZATION
designing and implementing a web site;;
End user;;
Office Management;Office Management;ORGANIZATION
Claim handling department;Claim handling department;ORGANIZATION
The Customer Service department;The Customer Service;ORGANIZATION
Ianus;Ianus;PERSON
Treasurer;;
Translation Agency;Translation Agency;ORGANIZATION
Rating company;Rating company;ORGANIZATION
Author;;
PC Chair;;
Reviewer;;
Key account manager;;
1st Level Support Agent;;
2nd Level Support Agent;;
Reseller-B;;
Payment Org;;
Transporter;;
Government Authorities;Government Authorities;ORGANIZATION
master data entry department;;
Ground Floor;;
level 2;;
Level 5;;
Level 7;;
Paypal System;;
Booking agency;;
TS Clerical Staff;;
Assistant Clerical Staff;;
TS Outsourced IT Department;TS Outsourced IT Department;ORGANIZATION
Notification department;;
Handling department;;
Facebook User;Facebook;ORGANIZATION
Facebook;Facebook;ORGANIZATION
Scout Leader;;
Group Scout Leaders;;
Member;;
Center Manager;;
Medical Supervisor;;
18+ Participant;;
Main Scout Leader;;
Scout Member;;
Center Council;Center Council;ORGANIZATION
Property manager;;
Property Manager;;
CRM department;;
IT Strategic Sourcing (J&J);J&J;ORGANIZATION
J&J local contacts;J&J;ORGANIZATION
J&J Local Contact;J&J;ORGANIZATION
IT Strategic Sourcing;;
System Administrator;;
IT Compliance;;
Local Manager;;
Local Human Resources;;
Accident;;
ABC Company;ABC Company;ORGANIZATION
Customer support section;;
Business section;;
Elevo developement division;Elevo development division;ORGANIZATION
Marketing support;;
Business analyst;;
Sale manager;;
CFO;;
Team manager;;
Tutor;;
TS HR Coordinator;;
TS Clerical/Admin Staff;;
Staff personnel;;
Attendant;;
Nursing/ Medical Clinician;;
 Medical Clinician;;
Payment System;;
Help Desk;;
Third party;;
Field IT staff;;
IT Manager;;
Service Desk Staff;;
Adminstrator Officer;;
GP;;
Ward;;
finance department;finance department;ORGANIZATION
supervisor;;
Billing department;Billing department;ORGANIZATION
Sales Person;;
Computer repair process;;
installation;;
Expense Report;;
booking hotel en bus;;
booking extras;;
Customize offer;;
instllation;;
sales person;;
sales manager;;
installation department;installation department;ORGANIZATION
billing department;billing department;ORGANIZATION
Expense report;;
Sales person;;
Sales manager;;
computer repair;;
sales departement;sales departement;ORGANIZATION
Computer repair;;
Installation department;Installation department;ORGANIZATION
crs;;
book vacation;;
presenting offer;;
create customized offer;;
loan approvel;;
Loan approval;;
Data Entery Officer;;
Validation;;
Registery;;
SSP (Validation);;
Experience;;
Next level manager;;
HR coordinator;;
Client-next level manager;;
HR service;;
TS recruitment manager;TS;ORGANIZATION
Admin assistant;;
TS - Recruitment manager;TS - Recruitment;ORGANIZATION
Client-HR advisor;;
transaction;;
transactional sub-process;;
SSP Admin Officer;SSP;ORGANIZATION
SSP Data Entry Officer;SSP;ORGANIZATION
SSP Validation Officer;SSP;ORGANIZATION
Seventh Sense;Seventh;ORDINAL
Payroll;;
Acc Rec;;
SAP System;SAP System;ORGANIZATION
Foreign University;Foreign University;ORGANIZATION
Foreign studies department;;
University IS;;
Postgraduate studies department;Postgraduate studies department;ORGANIZATION
Postgraduate students;;
Graduates of master's degree;;
Provide students with postgraduate studies;;
International Student;;
International Office Employee;International Office;ORGANIZATION
Department Head;;
Mentor;;
Vice Dean;;
Foreign Student;;
ICT Team;;
UAT Key Stakeholders;UAT;ORGANIZATION
Santa Claus;Santa Claus;PERSON
Trustee;;
Santa's Dwarfs;Santa;PERSON
Presentee;;
mortgage specialist;;
E-payment provider;;
Service Desk Level 1;;
Service Desk Level 2;;
Service Desk Chief;;
RMA Employee;;
webServices for storing data about attendance of employees;;
IS operator;;
Workshift supervisor;;
Department manager;;
Delivery company;;
Main goods depot A;;
Goods depot B;;
store manager;;
EVENT REGISTRATION;;
Event Registration;;
Event Regestration;;
REGISTRATION PROCESS;;
Request for Travel Approval;;
Event registration;;
Practice - Travel Authorization;;
Registration for Travel Approval;;
Individual;;
Purchaser;;
Online Business Broker;;
Seller (Private and Business Broker);;
Payments;;
Hospital Admission;;
Ambulance car service;;
Hospital drugs store;;
Drug store;;
nurse;;
doctor;;
Repairer;;
Inspector;;
Equipment store;;
Hospital management;;
world market;;
owner;;
service designer;;
project manager;;
contractor;;
marketing;;
GoPay;GoPay;ORGANIZATION
reader;;
Registrars Office;Registrars Office;ORGANIZATION
Call Center;;
IST;;
Financial accounting department;Financial accounting department;ORGANIZATION
Warehouse department;Warehouse department;ORGANIZATION
Central Purchasing/Procurement department;Central Purchasing/Procurement;ORGANIZATION
ACCOUNT PAYABLE MANAGER;;
ACCOUNT PAYABLE CLERK;;
ACCOUNTS RECEIVABLE;;
SALES ADMINISTRATOR;;
PLAN SHIPPING;;
SALES BILLING;;
Constultant;;
Debit Card Department;Debit Card Department;ORGANIZATION
Bank employee;Bank;ORGANIZATION
Bank manager;Bank;ORGANIZATION
Miranda (Secretary);Miranda;PERSON
Charles (Administrator);Charles;PERSON
1st level support;;
2nd level support;;
Chef;;
Mail Centre Staffs (5 x S3 grade);;
Admin Officers (4 x S5 grade);;
Data Entry Officers (6 x S4 grade);;
Master Data Entry Staff (1 x S5 grade);;
Validation Officers (4 x S6 grade);;
Accounts Receivable Staffs (4 x S6 grade);;
Registry Staffs (4 x S4 grade);;
Griffith University Library;Griffith University Library;ORGANIZATION
Other Library Catalogues;;
Borrower;;
Library returns personnel;;
Web site;;
Administrator (Charles);Charles;PERSON
Secretary (Miranda);Miranda;PERSON
Mortgage offer;;
Head of Department;;
Team Lead;;
Information Requesters;;
Information Providers;;
Making queries of an object ID to ADS;;
Electronic Shopping Assistant;;
Discovery Service;Discovery Service;ORGANIZATION
Proxy;;
Electronic shopping assistant;;
Shop personal;;
Clients;;
EPCIS;;
Contact Node;;
Storage Node;;
Intermediate Node;;
Authenticating and Authorizing Information Requesters;;
Object Agents;;
Domain Name System (DNS);;
Distributed Hash Table (DHT);;
Finding a DS through ONS Bootstrapping;;
BRIDGE Discovery Services;;
Contact Nodes;;
Storage Nodes;;
Intermediate Nodes;;
Discovery Services;;
Publishing the Basic Records to DS;;
Sending the Requested Detailed Info;;
Registering the Object with DS;;
Retrieving the Results;;
Sending a Full Query;;
Authorizing Access Rights;;
Returning the Results;;
Sending a Query to an Information Provider;;
Connecting to an Object Agent;;
Linking to a Designated DS and Sending the Query;;
Preparing a DOCUMENT;;
Publishing Key Events plus Security Options to ADS;;
Requesting Detailed Info;;
Retrieving the Pointer Info;;
Returning the Detailed Info;;
Sending a One-Off Query to DS;;
Sending the Results;;
Logistic / Warehouse;;
BCP;BCP;ORGANIZATION
MS Outlook;;
Project management;;
Volunteer;;
GUI Testing Consultant;;
Testers;;
Programmers;;
Analysts;;
Response;;
Assessment;;
Resource Evaluation;;
Infrastructure evaluation;;
Operational Plan;;
Context;;
Website;;
Administration / Director;;
Map 2D Website;;
Student / Member of public;;
Director / Administration staff;;
Shared document;;
Shared file;;
Administration staff / Director;;
Shared booking spreadsheet;;
Student / public user;;
Brisbane Institute of Art Staff;Brisbane Institute of Art;ORGANIZATION
Shared document's folder;;
Brisbane Institute of Art;Brisbane Institute of Art;ORGANIZATION
Brisbane Institute of Art Website;Brisbane Institute of Art;ORGANIZATION
Wake up;;
Student office worker;;
HR Co-Ordinator;;
Clerical Staff;;
Cloud Source;Cloud Source;PERSON
Main Process;;
Corrdination Unit;;
Commitee Members;;
Ware House;Ware House;ORGANIZATION
Bill Jobs (Owner);Bill Jobs;PERSON
Service Technician;;
Data Operator;;
Data Operator?;;
Corporate Data Operator;;
Prospect/Customer Data User;;
Customer Data Requestor;;
Business Data Steward;;
Supplier Data Requestor;;
Contact/Debtor Data User;;
Supplier requestor;;
Business data steward;;
Shared service operator;;
Data Governor;;
Project Manager/Team;;
Local Sales;;
Global Master Data;;
Local Service;Local Service;ORGANIZATION
Supplier Data User;;
Coprorate Data Operator;;
Sales Partner Relatations Requestor;;
Rating Agency;Rating Agency;ORGANIZATION
Merchant;;
PayPal;PayPal;ORGANIZATION
HR Coordinator Team;;
Miranda, Secretary;Miranda;PERSON
Charles, Administrator;Charles;PERSON
Amploeyy from Office for studies;Office for studies;ORGANIZATION
Education department;Education department;ORGANIZATION
ED of foreign country;;
transaction system;;
order management;;
auctioning service;;
Messaging Service;;
Publisher;;
Sigma Engineering Website;Sigma Engineering;ORGANIZATION
Incoming mail center;Incoming mail center;ORGANIZATION
Deliver department;Deliver department;ORGANIZATION
Profile department;Profile department;ORGANIZATION
SSP Admin office;SSP;ORGANIZATION
Experience SSP Members;SSP;ORGANIZATION
Master data management;;
QAS Call Center;QAS Call Center;ORGANIZATION
QAS Ambulance Medical Dispatcher;;
Brisbane Institute Of Art;Brisbane Institute Of Art;ORGANIZATION
Receiving Depot;;
Real Estate Agent;;
Home Loan Department;Home Loan Department;ORGANIZATION
Branch;;
Property Assesment Department;Property Assesment Department;ORGANIZATION
Lender;;
Mortgage Broker;;
Candidate for study;;
Study Department;Study Department;ORGANIZATION
Boss;;
Worker;;
Connectivity Services;;
SSP Experienced Employee;SSP;ORGANIZATION
storage manager;;
external vendor;;
sales and distribution;;
entrance room;;
bar;;
way;;
Platform;;
Crowd;;
Project Board;Project Board;ORGANIZATION
Advertising Agency;Advertising Agency;ORGANIZATION
Organisational Unit;;
External Member;;
Workshop Organizer;;
Participant;;
Backend;;
Frontend;;
Retail;;
Legal;;
Land or Right-of-Way;;
Business Developement;;
Employee At-Large;;
Technical/Admin staff;;ORGANIZATION
Data entry department;Data entry department;ORGANIZATION
Product Manager;;
Connectivity services;;
Claimant;;
Insurence Company;Insurence Company;ORGANIZATION
Pizza Delivery Boy;;
Hitman;;
Cook Book;Cook Book;PERSON
Bank clerk;;
Bank IS;;
team leader;;
designer;;
programmers;;
testers;;
Policy Reviewer;;
Process Manager;;
Registration Department;Registration Department;ORGANIZATION
FlightCentre;;
Experienced SSP members;SSP;ORGANIZATION
Master data entry officer;;
Payment officer;;
Accounts receivable department officer;;
Call Centre;;
Call centre;;
SSP Payment Office;SSP|Payment Office;ORGANIZATION|ORGANIZATION
SSP's Accounts Receivable Department;SSP|Accounts Receivable Department;ORGANIZATION|ORGANIZATION
IN/OUT Patient Group;;
Policy holder;;
Claims;;
Alarm Centre;Alarm Centre;ORGANIZATION
Assistance Coordinator;;
Interviewer;;
HR manager (recruiter);;
Moravia IT;Moravia;LOCATION
Terumo BCT;Terumo BCT;ORGANIZATION
PayPal server;PayPal;ORGANIZATION
Unique Identify information;;
manager and waiter;;
Advising Bank;Bank;ORGANIZATION
HR department;;
Shipper;;
SMRegistry;;
Supermarket;;
Caller;;
