token,has.vowels,length,has.special,just.letters,all.upper,roman,english.word,long.char.seq,starts.with.two,pos,prev.pos,prev.pos2,next.pos,next.pos2,prev.dep,prev.dep2,next.dep,next.dep2,label
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,ADJ,NOUN,root,,amod,obj,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,ADJ,NOUN,root,,amod,compound,0
Down,True,4,False,True,False,False,True,False,False,ADP,NOUN,ADP,NOUN,,compound,case,obl,,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,DET,PUNCT,root,,det,punct,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,NOUN,ADP,root,,obj,case,0
down,True,4,False,True,False,False,True,False,False,ADP,PUNCT,NOUN,NOUN,,punct,compound,obj,,0
down,True,4,False,True,False,False,True,False,False,ADP,PUNCT,NOUN,NOUN,,punct,compound,obl,,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,PART,ADJ,NOUN,xcomp,mark,amod,obj,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,ADP,NOUN,root,,case,obl,0
down,True,4,False,True,False,False,True,False,False,ADP,NOUN,VERB,VERB,ADP,obj,root,advcl,case,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,NOUN,NOUN,root,,compound,obj,0
down,True,4,False,True,False,False,True,False,False,ADP,NOUN,DET,NOUN,,compound,det,nmod,,0
down,True,4,False,True,False,False,True,False,False,ADP,PROPN,,,,root,,,,0
Down,True,4,False,True,False,False,True,False,False,ADP,NOUN,,,,root,,,,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,,NOUN,NOUN,root,,obj,obj,0
Down,True,4,False,True,False,False,True,False,False,ADP,VERB,,DET,NOUN,root,,det,obj,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,PART,NOUN,ADP,xcomp,mark,obj,case,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,VERB,NOUN,,compound,root,obj,,0
down,True,4,False,True,False,False,True,False,False,ADP,VERB,PART,NOUN,,xcomp,mark,obj,,0
Dpt,False,3,False,True,False,False,True,False,False,PROPN,PROPN,ADP,PUNCT,,compound,case,punct,,1
dpt,False,3,False,True,False,False,True,False,False,NOUN,NOUN,,PUNCT,NOUN,compound,,punct,root,1
dpt,False,3,False,True,False,False,True,False,False,PROPN,PUNCT,PROPN,PUNCT,,punct,obj,punct,,1
dpt,False,3,False,True,False,False,True,False,False,NOUN,NOUN,VERB,PUNCT,SCONJ,compound,root,punct,mark,1
Dpt,False,3,False,True,False,False,True,False,False,PROPN,NOUN,,PUNCT,,compound,,punct,,1
DQG0,False,4,False,False,True,False,False,False,False,NOUN,,,PUNCT,VERB,,,punct,root,1
DQG2,False,4,False,False,True,False,False,False,False,NOUN,,,PUNCT,VERB,,,punct,root,1
DQG3,False,4,False,False,True,False,False,False,False,NOUN,,,PUNCT,VERB,,,punct,root,1
Dr,False,2,False,True,False,False,False,False,False,PROPN,ADP,NOUN,PUNCT,VERB,case,obj,punct,parataxis,1
draft,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,,,amod,root,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,,,amod,,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,,,amod,compound,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,NOUN,ADP,DET,amod,nmod:npmod,case,det,0
draft,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,nmod,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADJ,,,amod,amod,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,root,0
draft,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,CCONJ,VERB,compound,,cc,conj,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADP,PUNCT,NUM,amod,case,punct,nummod,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,PUNCT,PUNCT,NOUN,amod,cc,punct,appos,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,CCONJ,,,root,cc,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,,,ADJ,NOUN,,,amod,root,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,DET,,,amod,det,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
draft,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,ADP,,,root,case,0
draft,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,ADP,root,,obj,case,0
Draft,True,5,False,True,False,False,True,False,False,NOUN,ADJ,,NUM,NOUN,amod,,nummod,nmod:tmod,0
Drain,True,5,False,True,False,False,True,False,False,VERB,,,VERB,NOUN,,,amod,obj,0
Drain,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
Drain,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
Draw,True,4,False,True,False,False,True,False,False,VERB,,,NOUN,NOUN,,,compound,obj,0
dress,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
dress,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADP,,,punct,case,,,0
drink,True,5,False,True,False,False,True,False,False,NOUN,DET,VERB,ADV,,det,xcomp,advmod,,0
Drink,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,PROPN,root,,case,obl,0
Drink,True,5,False,True,False,False,True,False,False,NOUN,ADP,VERB,,,compound,root,,,0
Drink,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
drink,True,5,False,True,False,False,True,False,False,VERB,PUNCT,NOUN,DET,NOUN,cc,obj,det,obj,0
drink,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,,,cc,obj,,,0
Drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
Drive,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,ADP,NOUN,amod,root,case,compound,0
Drive,True,5,False,True,False,False,True,False,False,NOUN,PROPN,VERB,,,compound,amod,,,0
Drive,True,5,False,True,False,False,True,False,False,PROPN,PROPN,PROPN,,,compound,amod,,,0
Drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
Drive,True,5,False,True,False,False,True,False,False,NOUN,PROPN,PROPN,,,compound,compound,,,0
Drive,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,ADP,,,obj,case,0
drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,DET,,,compound,det,,,0
drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,ADP,DET,compound,root,case,det,0
drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
drive,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,,,compound,compound,,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,ADP,punct,obj,conj,case,0
Drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,,cc,obl,conj,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,,cc,compound,obl,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,ADP,punct,obj,obj,case,0
Drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,,cc,compound,nmod,,0
Drop,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
Drop,True,4,False,True,False,False,True,False,False,VERB,,,ADP,CCONJ,,,compound:prt,cc,0
Drop,True,4,False,True,False,False,True,False,False,NOUN,,,PUNCT,ADP,,,punct,compound:prt,0
drop,True,4,False,True,False,False,True,False,False,VERB,CCONJ,VERB,DET,NOUN,cc,xcomp,det,obl:npmod,0
DROP,True,4,False,True,True,False,True,False,False,NOUN,,,PUNCT,ADP,,,punct,compound,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,ADP,NOUN,,cc,case,obl,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,VERB,NOUN,ADP,cc,acl,obj,case,0
drop,True,4,False,True,False,False,True,False,False,VERB,PART,VERB,NOUN,,mark,root,obj,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,DET,VERB,NOUN,ADP,det,root,obj,case,0
drop,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,NOUN,,compound,amod,obj,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,NOUN,,compound,amod,root,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,,compound,amod,obl,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,case,,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,NOUN,root,,compound,obj,0
drop,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,ADP,root,,obj,case,0
drop,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,VERB,NOUN,VERB,cc,root,obj,advcl,0
drop,True,4,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,,compound,root,obj,,0
drop,True,4,False,True,False,False,True,False,False,NOUN,ADP,VERB,NOUN,NOUN,compound:prt,root,compound,obj,0
drop,True,4,False,True,False,False,True,False,False,NOUN,ADP,NOUN,PUNCT,ADP,case,obj,punct,compound:prt,0
drop,True,4,False,True,False,False,True,False,False,NOUN,DET,ADP,ADP,NOUN,det,case,compound:prt,nmod,0
Drop,True,4,False,True,False,False,True,False,False,PROPN,ADP,NOUN,PUNCT,ADP,case,obl,punct,compound:prt,0
Drop,True,4,False,True,False,False,True,False,False,PROPN,,,NOUN,ADP,,,root,case,0
drops,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,ADJ,PUNCT,ADV,punct,amod,punct,advmod,0
drops,True,5,False,True,False,False,True,False,False,VERB,PROPN,,NUM,PUNCT,nsubj,,obj,punct,0
Drug,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,root,0
Drug,True,4,False,True,False,False,True,False,False,NOUN,VERB,ADJ,NOUN,NOUN,root,advmod,compound,obj,0
Drug,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,NOUN,root,,compound,compound,0
drug,True,4,False,True,False,False,True,False,False,NOUN,,,ADP,NOUN,,,case,nmod,0
Drug,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,VERB,PART,,,ccomp,mark,,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,ADP,VERB,,,case,root,,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,DET,VERB,,,det,acl,,,0
drug,True,4,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,NOUN,root,,compound,obj,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,CCONJ,,,conj,cc,,,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,,CCONJ,VERB,root,,cc,conj,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,ADJ,PUNCT,CCONJ,ADJ,amod,punct,cc,amod,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,CCONJ,PART,VERB,conj,cc,mark,advcl,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,ADJ,ADP,CCONJ,NOUN,amod,case,cc,conj,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,PART,PUNCT,VERB,advcl,mark,punct,parataxis,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,,CCONJ,NOUN,root,,cc,conj,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,root,,,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,obl,0
drugs,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,NOUN,,compound,,root,,0
Dry,True,3,False,True,False,False,True,False,False,ADJ,,,NOUN,PROPN,,,compound,root,0
Dry,True,3,False,True,False,False,True,False,False,ADJ,,,PROPN,,,,root,,0
DS,False,2,False,True,True,False,False,False,False,NOUN,DET,ADP,ADP,PROPN,det,compound:prt,case,compound,1
DS,False,2,False,True,True,False,False,False,False,PROPN,DET,ADP,,,det,case,,,1
DS,False,2,False,True,True,False,False,False,False,NOUN,DET,ADP,,,det,case,,,1
DS,False,2,False,True,True,False,False,False,False,NOUN,VERB,DET,,,amod,det,,,1
DS,False,2,False,True,True,False,False,False,False,NOUN,DET,VERB,ADP,PROPN,det,root,case,compound,1
DS,False,2,False,True,True,False,False,False,False,PROPN,ADP,PUNCT,,,case,punct,,,1
DS,False,2,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,obj,,,1
DS,False,2,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,conj,,,1
DS,False,2,False,True,True,False,False,False,False,PROPN,ADP,PROPN,,,case,obj,,,1
DS,False,2,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,root,,,1
DS,False,2,False,True,True,False,False,False,False,NOUN,,,NOUN,,,,root,,1
DS,False,2,False,True,True,False,False,False,False,PROPN,PROPN,DET,,,compound,det,,,1
DS,False,2,False,True,True,False,False,False,False,NOUN,VERB,DET,CCONJ,VERB,amod,det,cc,conj,1
DS,False,2,False,True,True,False,False,False,False,PROPN,PROPN,ADJ,,,compound,amod,,,1
DSI,True,3,False,True,True,False,False,False,False,PROPN,VERB,,PROPN,,root,,obj,,1
DSR,False,3,False,True,True,False,False,False,False,PROPN,,,,,,,,,1
DSR,False,3,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,obj,,,1
Dubai,True,5,False,True,False,False,False,False,False,PROPN,PUNCT,PROPN,,,punct,obl,,,0
due,True,3,False,True,False,False,True,False,False,ADJ,VERB,,NOUN,,root,,obj,,0
due,True,3,False,True,False,False,True,False,False,ADJ,ADP,VERB,NOUN,PUNCT,compound:prt,root,obj,punct,0
due,True,3,False,True,False,False,True,False,False,ADP,NOUN,ADP,ADP,NOUN,obl,case,fixed,compound,0
due,True,3,False,True,False,False,True,False,False,ADJ,VERB,CCONJ,NOUN,ADP,conj,cc,obj,case,0
dues,True,4,False,True,False,False,True,False,False,NOUN,ADJ,ADP,,,amod,case,,,0
Dummy,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
DUR,True,3,False,True,True,False,False,False,False,PROPN,VERB,,,,root,,,,1
DUR,True,3,False,True,True,False,False,False,False,PROPN,NOUN,,,,root,,,,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,PUNCT,NOUN,PUNCT,NOUN,punct,root,punct,compound,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,NOUN,,NOUN,,compound,,root,,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,VERB,PUNCT,NOUN,NOUN,root,punct,compound,obj,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,DET,VERB,NOUN,,det,root,obj,,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,VERB,,NOUN,,root,,obj,,1
DUR,True,3,False,True,True,False,False,False,False,NOUN,PUNCT,NOUN,PUNCT,,punct,obj,punct,,1
DUR,True,3,False,True,True,False,False,False,False,PROPN,VERB,NOUN,NOUN,,root,nsubj,obj,,1
EA,True,2,False,True,True,False,True,False,False,PROPN,,,CCONJ,PRON,,,cc,conj,1
EAC,True,3,False,True,True,False,False,False,False,NOUN,,,NOUN,PUNCT,,,root,punct,1
each,True,4,False,True,False,False,True,False,False,DET,ADP,NOUN,NOUN,,case,obj,obl,,0
Each,True,4,False,True,False,False,True,False,False,DET,,,NOUN,SCONJ,,,nsubj,mark,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,VERB,NOUN,PUNCT,case,parataxis,obl,punct,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,NOUN,NOUN,NOUN,case,nmod,compound,obl,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,,NOUN,ADP,case,,root,case,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,VERB,NOUN,,case,acl,obl,,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,NOUN,NOUN,,case,obj,nmod,,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,VERB,NOUN,VERB,case,conj,obl,case,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,PUNCT,NOUN,NOUN,mark,punct,compound,nsubj:pass,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,,NOUN,,case,,root,,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,PROPN,NOUN,,case,obl,obl,,0
each,True,4,False,True,False,False,True,False,False,DET,ADP,NOUN,PROPN,,case,obj,obl,,0
EAD,True,3,False,True,True,False,False,False,False,NOUN,VERB,,,,root,,,,1
easy,True,4,False,True,False,False,True,False,False,ADJ,SCONJ,VERB,CCONJ,ADJ,mark,root,cc,conj,0
eat,True,3,False,True,False,False,True,False,False,VERB,,,,,,,,,0
Eat,True,3,False,True,False,False,True,False,False,VERB,,,,,,,,,0
Eat,True,3,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
eat,True,3,False,True,False,False,True,False,False,VERB,,,DET,NOUN,,,det,obj,0
eat,True,3,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
eat,True,3,False,True,False,False,True,False,False,VERB,PART,VERB,,,mark,ccomp,,,0
EC,True,2,False,True,True,False,False,False,False,PROPN,,,PUNCT,PROPN,,,punct,flat,1
ECM,True,3,False,True,True,False,False,False,False,PROPN,ADP,NOUN,NOUN,,case,root,nmod,,1
ED,True,2,False,True,True,False,True,False,False,PROPN,ADP,VERB,,,case,root,,,1
ED,True,2,False,True,True,False,True,False,False,PROPN,,,PROPN,,,,root,,1
ED,True,2,False,True,True,False,True,False,False,PROPN,,,,,,,,,1
ED,True,2,False,True,True,False,True,False,False,PROPN,,,ADP,ADJ,,,case,amod,1
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,PART,,,vocative,case,0
edit,True,4,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,,cc,compound,obj,,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,ADP,,,root,case,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,root,0
edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,root,0
edit,True,4,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
edit,True,4,False,True,False,False,True,False,False,NOUN,,,ADJ,NOUN,,,amod,compound,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,ADJ,NOUN,,,amod,compound,0
Edit,True,4,False,True,False,False,True,False,False,VERB,,,DET,NOUN,,,det,obj,0
edit,True,4,False,True,False,False,True,False,False,VERB,,,DET,NOUN,,,det,obj,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,,,,,,,0
Edit,True,4,False,True,False,False,True,False,False,NOUN,,,CCONJ,ADJ,,,cc,amod,0
edit,True,4,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
edit,True,4,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
Edit,True,4,False,True,False,False,True,False,False,VERB,,,PRON,DET,,,obj,det,0
eDOCs,True,5,False,True,False,False,False,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
eDOCS,True,5,False,True,False,False,False,False,False,PROPN,ADP,NOUN,,,case,obj,,,0
eDOCs,True,5,False,True,False,False,False,False,False,NOUN,NOUN,,ADP,ADJ,compound,,case,amod,0
EERS,True,4,False,True,True,False,False,False,True,ADJ,DET,VERB,NOUN,NOUN,det,root,compound,obj,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,ADP,NOUN,ADP,VERB,case,obj,case,amod,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,ADP,NOUN,NOUN,,case,obj,obl,,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,,,PROPN,PROPN,,,compound,root,1
EERS,True,4,False,True,True,False,False,False,True,NOUN,,,NOUN,NOUN,,,compound,root,1
EERS,True,4,False,True,True,False,False,False,True,NOUN,VERB,,NOUN,NOUN,root,,compound,obj,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,ADP,NOUN,NOUN,,case,root,nmod,,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,VERB,NOUN,PROPN,,amod,compound,root,,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,VERB,NOUN,PROPN,,amod,obl:npmod,root,,1
EERS,True,4,False,True,True,False,False,False,True,PROPN,ADP,VERB,,,case,xcomp,,,1
EF,True,2,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,nmod,,,1
eg,True,2,False,True,False,False,False,False,False,NOUN,NOUN,NOUN,PUNCT,NOUN,compound,compound,punct,compound,1
eg,True,2,False,True,False,False,False,False,False,NOUN,NOUN,PUNCT,PUNCT,VERB,compound,punct,punct,amod,1
Egg,True,3,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,NOUN,NOUN,cc,compound,compound,root,0
egg,True,3,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,,,punct,conj,,,0
egg,True,3,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,PUNCT,NOUN,punct,conj,punct,conj,0
Eggs,True,4,False,True,False,False,True,False,False,NOUN,CCONJ,NOUN,NOUN,,cc,compound,root,,0
EI,True,2,False,True,True,False,False,False,False,NOUN,NOUN,ADP,,,nmod,case,,,1
EILC,True,4,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,conj,,,1
EILC,True,4,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,obj,,,1
EIS,True,3,False,True,True,False,False,False,False,PROPN,ADP,NOUN,,,case,obj,,,1
Elect,True,5,False,True,False,False,True,False,False,VERB,,,NOUN,,,,obj,,0
Elevo,True,5,False,True,False,False,False,False,False,PROPN,,,NOUN,NOUN,,,compound,root,0
else,True,4,False,True,False,False,True,False,False,ADJ,PRON,VERB,,,obj,root,,,0
else,True,4,False,True,False,False,True,False,False,ADJ,PRON,VERB,,,obj,advcl,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,DET,VERB,,,det,root,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,ADP,ADP,,,case,compound:prt,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,compound,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,obl,0
Email,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,obj,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,ADP,,,root,case,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,root,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,PUNCT,NOUN,compound,root,cc,conj,0
Email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADJ,,,compound,amod,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,ADP,,,compound,case,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,VERB,,,xcomp,root,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,xcomp,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,NOUN,,,compound,nsubj,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,NOUN,root,,case,nmod,0
email,True,5,False,True,False,False,True,False,False,NOUN,,,ADP,NOUN,,,case,nmod,0
Email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,,,root,,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,PART,compound,root,obj,mark,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,NOUN,,compound,compound,obj,,0
email,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,PART,VERB,case,obj,mark,advcl,0
email,True,5,False,True,False,False,True,False,False,NOUN,DET,VERB,PART,VERB,det,conj,mark,advcl,0
Email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,VERB,root,,case,amod,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,,,compound,root,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,PROPN,NOUN,,,compound,root,0
Email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,PROPN,root,,case,obl,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,NOUN,,root,,obj,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,,,NOUN,,,,root,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,NOUN,,compound,root,obj,,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,PUNCT,NOUN,compound,root,punct,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,,,,,,,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,VERB,VERB,ADP,cc,amod,acl,case,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,CCONJ,NOUN,compound,root,cc,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,CCONJ,VERB,compound,root,cc,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,VERB,ADP,NOUN,compound,root,case,obl,0
Email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,,,compound,,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,CCONJ,NOUN,root,,cc,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,NOUN,PART,AUX,compound,compound,mark,aux:pass,0
eMail,True,5,False,True,False,False,True,False,False,NOUN,ADJ,VERB,NOUN,CCONJ,amod,root,obj,cc,0
email,True,5,False,True,False,False,True,False,False,NOUN,PUNCT,NOUN,ADP,NOUN,cc,obj,case,obl,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,ADP,PROPN,root,,case,nmod:poss,0
email,True,5,False,True,False,False,True,False,False,NOUN,VERB,,CCONJ,VERB,root,,cc,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,CCONJ,VERB,compound,,cc,conj,0
email,True,5,False,True,False,False,True,False,False,NOUN,NOUN,,VERB,,compound,,root,,0
email,True,5,False,True,False,False,True,False,False,NOUN,ADP,NOUN,,,case,root,,,0
Email,True,5,False,True,False,False,True,False,False,NOUN,ADP,,,,case,,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,ADP,PROPN,,,case,dep,,,0
email,True,5,False,True,False,False,True,False,False,NOUN,CCONJ,NOUN,NOUN,,cc,root,conj,,0
