Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
SSP Clients;Client sends invoice to SSP;sends;Client|invoice to SSP;;Client;
Admin Department;Sort invoice by client;sorts;invoice by client;Sorts;client;
Admin Department;Sub-Sort invoices by vendor;sub-sorts;invoices by vendor;;vendor;
Admin Department;Attach Invoice Entry Form;attaches;Invoice Entry Form;;Form;
Admin Department;Fill out Invoice Entry Form;fills out;Invoice Entry Form;Fills out;Form;
Admin Department;Check invoice for completeness;checks;invoice for completeness;Checks;;
Admin Department;Allocate to Data Entry personel;allocates to;Data Entry personel;;Data|personel;
Mail Centre;Categorise Mail;categorises;Mail;;Mail;
Mail Centre;Return invoice to client to complete;returns;invoice to client;Returns|completes;client to;
Mail Centre;Return non-complaint invoice to client;returns;non-complaint invoice to client;Returns;client;
Validation Department;Sort invoices by client;sorts;invoices by client;Sorts;client;
Validation Department;Print invoice validation report sorted by client;prints;invoice validation report|client;Prints;report|client;
Validation Department;Validate data entry for invoice;validates;data entry for invoice;;data entry;
Validation Department;Update invoice batch to validated;validates;Update invoice batch to;;Update;
The Registry;Pay Invoice;pays;Invoice;Pays;;
The Registry;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leaves;next pay run;
Payment Department;Generate monthly invoice report for Client;generates;monthly invoice report for Client;;report for Client;
Account Receivable Department;Sort by Vendor;sorts by;Vendor;Sorts by;;
Account Receivable Department;Archive Invoice;archives;Invoice;;Archive;
Vendor Master Record Data Entry Department;Create Vendor Master Record;creates;Vendor Master Record;Creates;Master Record;
Admin Department;Recall Client's SLA;recalls;Client|SLA;;Client;
Admin Department;Search Excel spreadsheet for SLA;searches;Excel spreadsheet for SLA;Searches;Excel;
Admin Department;Write SLA on Invoice Entry form;writes;SLA on Invoice Entry form;;form;
SSP Clients;Forward Invoice;forwards;Invoice;;;
SSP Clients;Complete Invoice;completes;Invoice;;;
SSP Clients;Determine correct compliance information;determines;correct compliance information;;correct compliance information;
SSP Clients;Notify Vendor of Invoice Payment;notifies;Vendor of Invoice Payment;;;
SSP Clients;Pay Monthly Invoice;pays;Monthly Invoice;Pays;;
SSP Clients;Modify information for compliance;modifies;information for compliance;;information for compliance;
Admin Department;Check if invoice is compliant with the SLA;checks;invoice|SLA;Checks;;
Admin Department;Return Invoice to Client;returns;Invoice to Client;Returns;Client;
Admin Department;Send Reminder Letter;sends;Reminder Letter;Sends;Letter;
Admin Department;Phone client to request required information;"phones;requests";"client;required information";Phones|requests required;client to|information;
Admin Department;Complete invoice entry form with compliance information;completes;invoice entry form with compliance information;Completes;entry form with compliance information;
Data Entry Department;Enter Master Record Request Form;enters;Master Record Request Form;Enters;Master Record|Form;
Data Entry Department;Enter Vendor code on Invoice Entry form;enters;Vendor code on Invoice Entry form;Enters;code|form;
Data Entry Department;Sort Invoices by Vendor;sorts;Invoices by Vendor;Sorts;;
Data Entry Department;Take Invoice batch to Outbox;takes;Invoice batch to Outbox;Takes;;
Data Entry Department;Look up Vendor in SAP system;looks up;Vendor in SAP system;Looks up;SAP system;
Data Entry Department;Sort Invoices by Amount;sorts;Invoices by Amount;Sorts;;
Validation Department;Send Validated Invoices to the Registry;sends;Validated Invoices to the Registry;Sends;;
The Registry;Sort by Vendor;sorts by;Vendor;Sorts by;;
The Registry;Sort by Payment Date;sorts by;Payment Date;Sorts by;Date;
The Registry;Archive Invoices;archives;Invoices;;Archive;
The Registry;File invoice payment report;files;invoice payment report;;File|payment report;
Payment Department;Pay Vendor;pays;Vendor;Pays;;
Payment Department;Leave Invoice unpaid until next pay run;leaves;Invoice unpaid until next pay run;Leaves;next pay run;
Payment Department;Generate invoice payment report per client;generates;invoice payment report per client;;payment report per client;
Payment Department;Send invoice report to client;sends;invoice report to client;Sends;report to client;
Account Receivable Department;Generate monthly invoice for client;generates;monthly invoice for client;;client;
Account Receivable Department;Monthly invoice marked as paid;;Monthly invoice marked as paid;marks as|pays;;
Vendor;Issue Invoice;issues;Invoice;;Issue;
Vendor;Mark invoice as paid;marks;Mark invoice as paid;pays;Mark;
Sales;Check Customer;checks;Customer;Checks;Customer;
Sales;Check Solvency;checks;Solvency;Checks;;
Sales;Check Intercooperability;checks;Intercooperability;Checks;;
Sales;Apply to data base;applies to;data base;;data base;
Sales;Offer Prepayment;offers;Prepayment;Offers;;
Sales;create offer for customer;creates;offer for customer;creates;offer for customer;
Sales;Recreate/negotioate offer;recreates;negotioate offer;;offer;
Sales;Send invoice;sends;invoice;Sends;;
Sales;Send letter of refusal;sends;letter of refusal;Sends;letter;
Sales;Check payment;checks;payment;Checks;payment;
Sales;Send reminder;sends;reminder;Sends;;
Sales;Close order;closes;order;Closes;order;
Sales;Check number of reminders;checks;number of reminders;Checks;number;
Sales;Contact a lawyer;contacts;lawyer;Contacts;lawyer;
Logistics;Check capacity;checks;capacity;Checks;capacity;
Logistics;Send inquiry for goods to supplier;sends;inquiry for goods to supplier;Sends;supplier;
Logistics;Receive suppliers offer;receives;suppliers;;supplier s offer;
Logistics;preparing the order;prepares;order;;order;
Logistics;Send goods;sends;goods;Sends;;
Logistics;start production;starts;production;starts;production;
Italian Restaurant;ask for menu;asks for;menu;asks for;menu;
Italian Restaurant;check available dishes;checks;available dishes;checks;;
Italian Restaurant;order tiramisu;orders;tiramisu;orders;;
Italian Restaurant;order a glass of red wine;orders;glass of red wine;orders;glass of red wine;
Italian Restaurant;consume your dishes;consumes;dishes;;;
Italian Restaurant;ask for check;asks for;check;asks for;check;
Italian Restaurant;waiter was nice;;waiter was nice;;;
Italian Restaurant;waiter was not nice;;waiter was not nice;;;
Italian Restaurant;pay bill and tip;pays;bill|tip;pays;bill|tip;
Italian Restaurant;pay the bill;pays;bill;pays;bill;
Italian Restaurant;skip dessert;skips;dessert;skips;dessert;
Italian Restaurant;order salad;orders;salad;orders;;
Italian Restaurant;ask for tiramisu;asks for;tiramisu;asks for;;
Part Provision Team;Identify parts;identifies;parts;;parts;
Part Provision Team;Elicit information from customer;elicits;information from customer;;information from customer;
Part Provision Team;Check availability;checks;availability;Checks;;
Part Provision Team;supplied to customer;supplies to;customer;;customer;
Part Provision Team;Record customer detail;records;customer detail;Records;customer detail;
Part Provision Team;Contract customer;contracts;customer;;Contract customer;
Part Provision Team;Parts Collected;;Parts Collected;;;
Part Provision Team;Payment;;Payment;;;
Army;Hold physical exam;holds;physical exam;Holds;physical exam;
Army;Shortlist application;shortlists;application;;application;
Army;Hold mental exam;holds;mental exam;Holds;mental exam;
Army;Hold interview;holds;interview;Holds;interview;
Army;Recruit applicant;recruits;applicant;;;
Army;Notify failure;notifies;failure;;failure;
Army;Schedule exams and interview;schedules;exams|interview;Schedules;interview;
Sales & Distribution;Check stock availability;checks;stock availability;Checks;stock;
Sales & Distribution;Confirm order;confirms;order;;order;
Sales & Distribution;Archive order;archives;order;;Archive order;
Sales & Distribution;Send invoice;sends;invoice;Sends;;
Warehouse;Send product;sends;product;Sends;product;
Warehouse;Manufacture product;manufactures;product;;product;
Warehouse;Purchase raw materials from Supplier 1;purchases;raw materials from Supplier 1;;raw materials;
Warehouse;Purchase raw materials from Supplier 2;purchases;raw materials from Supplier 2;;raw materials;
Warehouse;Check raw materials availability;checks;raw materials availability;Checks;raw materials;
Sales;Confirm order;confirms;order;;order;
Sales;Emit invoice;emits;invoice;;;
Sales;Archive order;archives;order;;Archive order;
Cashier;Capture party details;captures;party details;;party details;
Cashier;Print file server;prints;file server;;Print file server;
Cashier;Receive payment;receives;payment;;payment;
Small claims tribunal;Retrieve claim file;retrieves;claim file;Retrieves;claim file;
Small claims tribunal;Distribute warrant possession;distributes;warrant possession;;warrant possession;
Small claims tribunal;Store claim file;stores;claim file;Stores;claim file;
Small claims tribunal;Attach claim report;attaches;claim report;;claim report;
Small claims tribunal;Store expanded file;stores;expanded file;;Store|file;
Small claims tribunal;Notify party;notifies;party;;party;
Party;Archive claim;archives;claim;;Archive claim;
Small claims tribunal;Distribute warrant possession coversheet;distributes;warrant possession coversheet;;warrant possession;
Small claims tribunal;Store expanded claim file;stores;expanded claim file;Stores;claim file;
Sales;Receive payment;receives;payment;;payment;
Assessment Manager;Store application;stores;application;;Store application;
Assessment Manager;Get initial validation;gets;initial validation;Gets;;
Assessment Manager;Check validation result;checks;validation result;Checks;result;
Assessment Manager;Check modifications to natural environment;checks;modifications to natural environment;Checks;natural environment;
Assessment Manager;Apply additional fees;applies;additional fees;;additional fees;
Assessment Manager;Check environment protection laws;checks;environment protection laws;Checks;environment protection laws;
Assessment Manager;Prepare final approval;prepares;final approval;;;
Cadastre;Retrieve geographical infromation;retrieves;geographical infromation;Retrieves;;
DMR;Check for road conflicts;checks for;road conflicts;Checks for;road;
Seller;Prepare registration information;prepares;registration information;;registration information;
Seller;Request auction creation;requests;auction creation;;creation;
Auctioning Service;Check registration status;checks;registration status;Checks;registration status;
Auctioning Service;Request account creation;requests;account creation;;account creation;
Auctioning Service;Confirm auction creation;confirms;auction creation;;creation;
Customer;Pay travel;pays;travel;Pays;travel;
Customer;Check travel offer;checks;travel offer;Checks;travel offer;
Customer;Reject offer;rejects;offer;;offer;
Customer;Book travel;books;travel;Books;travel;
Travel Agency;Make travel offer;makes;travel offer;Makes;travel offer;
Travel Agency;Order ticket;orders;ticket;Orders;ticket;
Travel Agency;Confirm booking;confirms;booking;;booking;
Airline;Handle payment;handles;payment;;payment;
Airline;Confirm payment;confirms;payment;;payment;
Airline;Refuse payment;refuses;payment;;payment;
Client;Submit request for quote;submits;request for quote;;request for quote;
Client;Check quote;checks;quote;Checks;quote;
Client;Send order;sends;order;Sends;order;
Client;Send notification;sends;notification;Sends;notification;
Seller;Prepare quote;prepares;quote;;quote;
Seller;Send quote;sends;quote;Sends;quote;
Seller;Handle order;handles;order;;order;
Seller;Organize shipment;organizes;shipment;;;
Seller;Assess request for merchandise return;assesses;request for merchandise return;;request|return;
Seller;Send rejection;sends;rejection;Sends;;
Seller;Send acceptance;sends;acceptance;Sends;;
Seller;Invoice customer;invoices;customer;;customer;
Seller;Receive merchandise;receives;merchandise;;;
Seller;Approve loss claim;approves;loss claim;;loss claim;
Customer;Sign delivery notice;signs;delivery notice;Signs;delivery notice;
Customer;Assess merchandise;assesses;merchandise;;;
Customer;Lodge damage claim report;lodges;damage claim report;;Lodge damage claim report;
Customer;Lodge request for merchandise return;lodges;request for merchandise return;;Lodge request|return;
Customer;Lodge loss claim report;lodges;loss claim report;;Lodge loss claim report;
Customer;Attempt suicide;attempts;suicide;;suicide;
Customer;Return merchandise;returns;merchandise;;Return;
Customer;Pay;pays;;;Pay;
Risk Assessor;Assess loan risk;assesses;loan risk;;loan risk;
Loan Officer;Return application back to applicant;returns;application|applicant;Returns;application;
Loan Officer;Check application form completeness;checks;application form completeness;Checks;application form;
Loan Officer;Assess eligibility;assesses;eligibility;;;
Loan Officer;Reject application;rejects;application;;application;
Loan Officer;Send acceptance pack;sends;acceptance pack;Sends;pack;
Loan Officer;Verify repayment agreement;verifies;repayment agreement;;agreement;
Loan Officer;Prepare acceptance pack;prepares;acceptance pack;;pack;
Loan Officer;Check if home insurance quote is requested;checks;home insurance quote;Checks;home insurance quote;
Loan Officer;Cancel application;cancels;application;Cancels;application;
Loan Officer;Notify cancelation;notifies;cancelation;;;
Loan Officer;Approve application;approves;application;;application;
Loan Officer;Notify approval;notifies;approval;;;
Loan Officer;Receive updated application;receives;updated application;updates;application;
Financial Officer;Check credit history;checks;credit history;Checks;credit history;
Insurance Sales Rep.;Send home insurance quote;sends;home insurance quote;Sends;home insurance quote;
Listings;Change schedule;changes;schedule;Changes;schedule;
Judicary;Resolve judge availability;resolves;judge availability;;judge;
Loan Provider;Return application back to applicant;returns;application|applicant;Returns;application;
Loan Provider;Check application form completeness;checks;application form completeness;Checks;application form;
Loan Provider;Receive updated application;receives;updated application;updates;application;
Sales;Receive Payment;receives;Payment;;;
Customer;Provide shipping address;receives;shipping address;Provides;shipping address;
Customer;Place purchase order;places;purchase order;Places;purchase order;
Customer;Make payment;makes;payment;Makes;payment;
Seller;Confirm order;confirms;order;;order;
Seller;Manufacture product;manufactures;product;;product;
Seller;Check stock availability;checks;stock availability;Checks;stock;
Seller;Retrieve product from warehouse;retrieves;product from warehouse;Retrieves;product;
Seller;Archive order;archives;order;;Archive order;
Insurance client;Lodge insurance claim;lodges;insurance claim;;Lodge insurance claim;
Insurance client;Check witnesses;checks;witnesses;Checks;;
Client;Prepare loan application;prepares;loan application;;loan application;
Client;Check approval letter;checks;approval letter;;Check|letter;
Client;Reject offer;rejects;offer;;offer;
Client;Accept offer;accepts;offer;Accepts;offer;
Mortgage department;Submit disbursement request;submits;disbursement request;;request;
Mortgage department;Apply interest rate reduction;applies;interest rate reduction;;interest rate;
Mortgage department;Reject application;rejects;application;;application;
Mortgage department;Approve application;approves;application;;application;
Mortgage department;Check loan amount;checks;loan amount;Checks;loan amount;
Mortgage department;Assess application;assesses;application;;application;
Insurance department;Prepare insurance offer;prepares;insurance offer;;insurance offer;
Insurance department;Draw insurance contract;draws;insurance contract;;insurance contract;
Financial department;Handle disbursement request;handles;disbursement request;;request;
Broker;Forward application to BestLoans;forwards;application to BestLoans;;application;
Broker;Examine application;examines;application;;application;
Broker;Assess application;assesses;application;;application;
Broker;Reject application;rejects;application;;application;
Broker;Approve application;approves;application;;application;
Mortgage department;Register loan application;registers;loan application;Registers;loan application;
Office;Notify employee;notifies;employee;;employee;
Office;Check expense report;checks;expense report;Checks;report;
Office;Create account;creates;account;Creates;account;
Office;Register amount rectification;registers;amount rectification;;Register amount;
Mortgage department;Annul deed;annuls;deed;;;
Insurance department;Annul insurance contract;annuls;insurance contract;;insurance contract;
Financial department;Recall loan;recalls;loan;;loan;
Customer;Pay merchandise;pays;merchandise;Pays;;
Carrier;Notify delivery;notifies;delivery;;delivery;
Carrier;Transport freight;transports;freight;;Transport;
Customer;Receive product;receives;product;;product;
SSP (Mail Center);Contact client;contacts;client;Contacts;client;
SSP (Mail Center);Confirm payment of invoice;confirms;payment of invoice;;payment;
SSP (Mail Center);Request relevant info;requests;relevant info;;relevant info;
SSP (Mail Center);Receive conformation;receives;conformation;;;
Admin Office;Check completeness of invoices;checks;completeness of invoices;Checks;;
Admin Office;Tick the relevant box on the invoice entry form;ticks;relevant box on the invoice entry form;;relevant box|entry form;
Admin Office;Return to client via postal mail;returns to;client via postal mail;;Return to client via postal mail;
Admin Office;Receive completed invoices;receives;completed invoices;completes;;
Mail Center;Open envelopes;opens;envelopes;;;
Mail Center;Categorise invoices;categorises;invoices;;;
Admin Office;Check compliance;checks;compliance;Checks;compliance;
Admin Office;Attach invoice entry form to invoices;attaches;invoice entry form to invoices;;entry form;
Admin Office;Check priority;checks;priority;Checks;;
Admin Office;Apply red stamp on invoice entry form;applies;red stamp on invoice entry form;;red stamp|entry form;
Admin Office;Sort invoices per client;sorts;invoices per client;Sorts;client;
Admin Office;Sort invoices per vendor;sorts;invoices per vendor;Sorts;vendor;
Admin Office;Send invoice to experienced staff;sends;invoice to|staff;Sends;experienced staff;
Admin Office;Call client for required information;calls;client for|information;Calls|requires;client|information;
Admin Office;Enter client/vendor information on the invoice entry form;enters;client|vendor information on the invoice entry form;Enters;client|information|entry form;
Admin Office;Check service level agreements;checks;service level agreements;Checks;service level;
Data Entry Office;Check priority;checks;priority;Checks;;
Data Entry Office;Look up vendor in SAP;looks up;vendor in SAP;Looks up;vendor in SAP;
Data Entry Office;Enter vendor number into invoice entry form;enters;vendor number into invoice entry form;Enters;vendor number|entry form;
Data Entry Office;Resort invoices per Vendor;resorts;invoices per Vendor;;Resort;
Data Entry Office;Sort invoices based on invoice amount;bases on;Sort invoices|invoice amount;Sorts|bases on;amount;
Data Entry Office;Enter invoice data;enters;invoice data;Enters;data;
Data Entry Office;Tick invoice entered box on the invoice entry form;ticks;invoice entered box on the invoice entry form;;box|entry form;
Master Data Enter Department;Check priority;checks;priority;Checks;;
Master Data Enter Department;Enter new vendor master record into SAP within 5days;enters;new vendor master record into SAP|days;Enters;new vendor master record into SAP;
Master Data Enter Department;Enter new vendor master record into SAP within 24 hours;enters;new vendor master record into SAP|hours;Enters;new vendor master record into SAP|hours;
Validation Office;Check priority;checks;priority;Checks;;
Validation Office;Sort invoices per client;sorts;Sort invoices per client;Sorts;client;
Validation Office;Print invoices report from SAP;prints;invoices report from SAP;Prints;report from SAP;
Validation Office;Login to SAP;logins to;SAP;Logins to;SAP;
Validation Office;Change status to validated;changes status to;validated;Changes;status;
Validation Office;Send invoices to DEO;sends;invoices to DEO;Sends;;
Registry;Pay invoices;pays;invoices;Pays;;
Registry;Generate payment report;generates;payment report;;payment report;
Registry;Send report to client;sends;report to client;Sends;report to client;
Registry;Send report to Registry Officer;sends;report to Registry Officer;Sends;report|Officer;
Registry;Select paid invoces;selects paid;invoces;Selects paid;;
Registry;Archive invoices per vendor;archives;invoices per vendor;;Archive|vendor;
Registry;Archive invoices per payment date;archives;invoices per payment date;Archives;payment date;
Registry;Track original invoice;tracks;original invoice;;Track;
Registry;Compare invoice with invoice entry form;compares;invoice with invoice entry form;;entry form;
Registry;Send report to Accounts Receivable Department;sends;report to Accounts Receivable Department;Sends;report|Department;
Account Receivable Department;Generate monthly invoice;generates;monthly invoice;;;
Account Receivable Department;Charge flat fee;charges;flat fee;Charges;flat fee;
Validation Office;Check invoice data for errors;checks;invoice data for errors;Checks;data;
Validation Office;Highlight errors on invoice entry form;highlights;errors on invoice entry form;Highlights;entry form;
Validation Office;Keep performance record of DEO;keeps;performance record of DEO;Keeps;performance record;
Admin Office;Return invoice to client via postal mail;returns;invoice to client|postal mail;Returns;client via postal mail;
Admin Office;Send reminder letter;sends;reminder letter;Sends;letter;
Admin Office;Send 2nd reminder letter;sends;2nd reminder letter;Sends;letter;
Data Entry Office;Generate Vendor master record request form;generates;Vendor master record request form;;master record request form;
Data Entry Office;Staple form to invoice;staples;form to invoice;;form to;
Data Entry Office;Place form to invoice;places;form to invoice;Places;form to;
Credit Company;Collect credit information;collects;credit information;Collects;credit information;
Credit Company;Assess risk;assesses;risk;;risk;
Credit Company;Request approval;requests;approval;;;
Credit Company;Accept credit;accepts;credit;Accepts;credit;
Credit Company;Reject credit;rejects;credit;;credit;
Order to Cash;Processing customer demand;processes;customer demand;;customer demand;
Order to Cash;Sell product to customer;sells;product to customer;;product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;demanded components according to planning;accords to;planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"missing parts;stock";puts on;missing parts|stock;
Production;Perform production;performs;production;Performs;production;
Production;Perform quality checks;performs;quality checks;Performs;;
Production;Fill product into a packaging;fills;product into a packaging;Fills;product into a packaging;
Production;Pack and label product;packs|labels;product;;Pack|label product;
Production;Transport product to the warehouse;transports;product to the warehouse;Transports;product;
Production;Perform follow-up production;performs;follow-up production;Performs follow;production;
Teacher;Check process model;checks;process model;Checks;process model;
Teacher;Assign penalty points;assigns;penalty points;;penalty points;
Teacher;Check process assign points;checks;process|points;Checks;process assign points;
Teacher;Consult project, check progress;consults;project|progress;checks;project|progress;
Team;Agree on team field;agrees on;team field;;team field;
Team;Analyse field and identify process;"analyses;identifies";"field;process";Analyses|identifies;field|process;
Team;Assign roles in team;assigns;roles in team;;team;
Team;Present the project;presents;project;Presents;project;
Student;Join team;joins;team;Joins;team;
Student;Create one process model;creates;process model;Creates;process model;
Student;Fix process until next session;fixes;process until next session;Fixes;process until next session;
Student;Extend their process to L 2,3;extends;process to L 2,3;;process to L 2,3;
Student;perform work according to the role;performs;work according to the role;performs|accords to;work|role;
Client;Deposit amount of money;deposits;amount of money;;Deposit amount of money;
Client;Withdraw amount of money;withdraws;amount of money;;amount of money;
Client;Transfer amount of money;transfers;amount of money;Transfers;amount of money;
Client;Provide Further Information;provides;Further Information;Provides;Information;
Client;Cancel the order;cancels;order;Cancels;order;
Client;Receive invoice;receives;invoice;;;
Bank Agent;Enter the required transaction details;enters;transaction details;Enters|requires;transaction details;
Bank Agent;Enter client's account details;enters;client's account details;Enters;client|account details;
Bank Agent;Notify the client of problem;notifies;client of problem;;client of problem;
Bank Agent;Notify client of complete transaction;notifies;client of complete transaction;;client of complete transaction;
Bank System;Check Client's account details;checks;Client's account details;Checks;Client|account details;
Bank System;Add amount of money deposit to account;adds;amount of money deposit;Adds;amount of money deposit to account;
Bank System;transfer amount of money to account;accounts;transfer amount of money;transfers;amount of money to account;
Bank System;Check account balance;checks;account balance;Checks;account balance;
Bank System;Withdraw amount from account;withdraws;amount from account;;amount from account;
Bank System;Issue invoice;issues;invoice;;Issue;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;data conduct business analysis regarding customer feedback;Collects|conducts|regards;data|business analysis|customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"design;feedback";Checks|provides;design|feedback;
Web Designer;Change design;changes;design;Changes;design;
PHP Specialist;Integrate with the overall implemenation;integrates with;overall implemenation;;;
PHP Specialist;Adjust according to test results;adjusts according to;test results;accords to;test results;
Tester;Test the final website to make sure everything is going well;tests;final website;Tests|makes|goes;final website to;
Tester;provide test results;provides;test results;provides;test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;data conduct business analysis regarding customer service;Collects|conducts|regards;data|business analysis|customer service;
Marketing Manager;Create and provide information about the company;creates|provides;information about the company;Creates|provides;information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;community groups on Facebook,Twitter and Myspace;Creates;community groups on Facebook|Twitter;
IT Staff Member;Add provided information to the created groups;adds provided;information;Adds provided|creates;information|groups;
IT Staff Member;Add the provided information to the community;adds;information to the community;Adds|provides;information to the community;
IT Staff Member;Add new information as soon as Received;adds;new information;Adds;new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;PRWeb press release services|prices for company's specific requirements;;press release services|prices for company|specific requirements;
Company's Spokesperson;Make an order for the specific first run press release;makes;order for the specific first run press release;Makes;order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;back information regarding the requested requirements;Sends|regards;back information|requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;order for a fist run press release with the detailed company info;Places;order|run press release with the detailed company info;
PRWeb Services Headquarters;Run the first press release for the company;runs;first press release for the company;Runs;first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;data about company|products|business analysis;Collects|conducts;data about company|products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Design;where such data should be placed";decides|places;Design|such data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";data|business analysis covering all aspects about company's products;collects|conducts;data|business analysis|aspects about company|products;
Marketing Manager;create written material for the leaflet;creates;written material for the leaflet;creates written;material;
Marketing Manager;create written material for the whitepaper;creates;written material for the whitepaper;creates written;material;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"graphics;design for the leaflet";creates|develops;design;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"graphics;design for the whitepaper";creates|develops;design;
Printing house;Print leaflets as ordered;prints;leaflets;Prints;;
IT Staff Member;Integrate the whitepaper with company's website;integrates;whitepaper with company's website;;company|website;
Company Representative;Define the Audience;defines;Audience;;;
Company Representative;Develop a Concept;develops;Concept;Develops;Concept;
Company Representative;Upload to Youtube;uploads to;Youtube;Uploads to;Youtube;
Camera man;Shoot Video;shoots;Video;;Video;
Graphic designer;Create Graphics;creates;Graphics;Creates;;
Sound editor;Record Narration;records;Narration;;Record;
Sound editor;Find or create Music;finds;Music;Finds|creates;Music;
Executive producer/Director;Capture Video to Computer;captures;Video to Computer;;Video to Computer;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;Audio|Narration|Music|Sound Effects;Imports;Audio|Music|Sound;
Executive producer/Director;Import Graphics;imports;Graphics;Imports;;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;Titles|Subtitles|Credits;Creates;;
Executive producer/Director;Edit it all together;edits;it all together;Edits;;
Advertisments Advisor;Determine the Form or Style;determines;Form|Style;;Form|Style;
Advertisments Advisor;Write the Script;writes;Script;;Script;
Advertisments Advisor;Create a Storyboard;creates;Storyboard;Creates;;
Customer;bring computer for checking;brings;computer for checking;brings;computer for checking;
Customer;deciding if the cost is low;decides;cost;;cost;
Customer;Deciding to repair;decides to;repair;repairs;;
Customer;going home without fixing the computer;goes;computer;goes;computer;
Customer;Getting back computer;gets;back computer;Gettings;back computer;
Customer;Paying for the repair;pays for;repair;;repair;
Customer;GOING HOME;goes;Home;;;
CSR;Checking defecrive computer;checks;defecrive computer;;computer;
CSR;calculate and send price offer;calculates|sends;price offer;sends;price offer;
CSR;getting computer for repairing;gets;computer for repairing;gets;computer;
CSR;check and repair the hardware;checks|repairs;hardware;checks|repairs;hardware;
CSR;proper system functionality is tested;is tested;proper system functionality;;proper system;
CSR;checks and configures the software;checks|configures;software;;software;
CSR;repair is finished;is finished;repair;finishes;repair;
CSR;another arbitrary repair activity is executed;is executed;arbitrary repair activity;;repair activity;
Pit's Store;Update the online cataloge;updates;online cataloge;Updates;;
Pit's Store;checks available bikes by the envisioned conf.;checks;available bikes by the envisioned conf.;;;
Pit's Store;Offer a test ride;offers;test ride;Offers;test ride;
Pit's Store;Don't offer a test ride;offers;test ride;offers;test ride;
Pit's Store;final configuration price offer;;final configuration price offer;;final configuration price offer;
Pit's Store;Close the deal;closes;deal;Closes;deal;
Pit's Store;Don't close the deal;does not close;deal;closes;deal;
Pit's Store;Get customer concent;gets;customer concent;Gets;customer;
Pit's Store;Contact customer to pick up bike;contacts;customer to pick up bike;Contacts|picks up;customer to|bike;
Pit's Store;Give the customer the bike;gives;customer the bike;Gives;customer the bike;
Pit's Store;Get Bike;gets;Bike;Gets;Bike;
Pit's Store;starting cancellation;starts;cancellation;starts;;
Pit's Store;get refunds from Fami except of cancellation fee;gets;refunds from Fami except cancellation fee;gets;fee;
Pit's Store;Returning payment to customer;returns;payment to customer;;payment to customer;
Fami;send payments;sends;payments;sends;;
Customer;Intend to Order a bike;intends to order;bike;Orders;bike;
Customer;Decide of final configuration;decides of;final configuration;;final configuration;
Customer;Don't want to Order from Pit;wants;Pit;wants|Orders from;Pit;
Customer;Accept price;accepts;price;Accepts;price;
Customer;Bargain about price;bargains about;price;;price;
Customer;stop negotiation and don't order;stops;negotiation;stops|orders;;
Customer;Pick up bike;picks up;bike;Picks up;bike;
Customer;Get payment back;gets;payment;Gets;payment;
Pit's Store;accept the deal;accepts;deal;accepts;deal;
Fami;Update Website;updates;Website;Updates;Website;
Customer;test ride;tests;ride;;test ride;
Pit's Store;waiting for new bike with updated conf.;waits for;new bike with updated conf;waits for|updates;new bike;
Pit's Store;Receive monthly payment;receives;monthly payment;;monthly payment;
Pit's Store;checking if can be cancelled/ updated;checks;if can be cancelled/ updated;checks|updates;;
Teacher;Assign team to student;assigns;team to student;;team to student;
Teacher;Consult;consults;;;;
Teacher;Check progress;checks;progress;Checks;progress;
Student;Fix the process until next session;fixes;process until next session;Fixes;process until next session;
Student;Extend their process to Level 2,3;extends;process to Level 2;;process to Level 2,3;
Student;Perform a work according to the role;performs;work according to role;Performs|accords to;work|role;
Team;Analyse field and identify processes;"analyses;identifies";"field;processes";Analyses|identifies;field;
Team;present the project;presents;project;presents;project;
Marketing;Analyze market;analyzes;market;;market;
Marketing;Send offer to potential client;sends;offer to potential client;Sends;offer to potential client;
Marketing;Prepare portfolio presentation;prepares;portfolio presentation;;portfolio presentation;
Marketing;Inform management about potential client's responses;informs;management about potential client's responses;Informs;management about potential client;
Management;New client needed;needs;New client;needs;New client;
Management;Analyze responses and start negotiation;"analyzes;starts";"responses;negotiation";starts;;
Management;Prepare contract for sign;prepares;contract for sign;;contract for sign;
