Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Client;Prepare loan application;prepares;loan application;Prepares;loan application;
Client;Check approval letter;checks;approval letter;;Check approval letter;
Client;Reject offer;rejects;offer;Rejects;offer;
Client;Accept offer;accepts;offer;Accepts;offer;
Mortgage department;Submit disbursement request;submits;disbursement request;Submits;disbursement request;
Mortgage department;Apply interest rate reduction;applies;interest rate reduction;Applies;interest rate reduction;
Mortgage department;Reject application;rejects;application;Rejects;application;
Mortgage department;Approve application;approves;application;Approves;application;
Mortgage department;Check loan amount;checks;loan amount;Checks;loan amount;
Mortgage department;Assess application;assesses;application;Assesses;application;
Insurance department;Prepare insurance offer;prepares;insurance offer;Prepares;insurance offer;
Insurance department;Draw insurance contract;draws;insurance contract;Draws;insurance contract;
Financial department;Handle disbursement request;handles;disbursement request;Handles;disbursement request;
Broker;Forward application to BestLoans;forwards;application to BestLoans;;Forward application to BestLoans;
Broker;Examine application;examines;application;Examines;application;
Broker;Assess application;assesses;application;Assesses;application;
Broker;Reject application;rejects;application;Rejects;application;
Broker;Approve application;approves;application;Approves;application;
Mortgage department;Register loan application;registers;loan application;;Register loan application;
Office;Notify employee;notifies;employee;Notifies;employee;
Office;Check expense report;checks;expense report;Checks;expense report;
Office;Create account;creates;account;Creates;account;
Office;Register amount rectification;registers;amount rectification;;Register amount rectification;
Mortgage department;Annul deed;annuls;deed;;Annul deed;
Insurance department;Annul insurance contract;annuls;insurance contract;;Annul insurance contract;
Financial department;Recall loan;recalls;loan;Recalls;loan;
Customer;Pay merchandise;pays;merchandise;Pays;merchandise;
Carrier;Notify delivery;notifies;delivery;Notifies;delivery;
Carrier;Transport freight;transports;freight;;Transport freight;
Customer;Receive product;receives;product;Receives;product;
SSP (Mail Center);Contact client;contacts;client;;Contact client;
SSP (Mail Center);Confirm payment of invoice;confirms;payment of invoice;Confirms;payment of invoice;
SSP (Mail Center);Request relevant info;requests;relevant info;Requests;relevant info;
SSP (Mail Center);Receive conformation;receives;conformation;Receives;conformation;
Admin Office;Check completeness of invoices;checks;completeness of invoices;Checks;completeness of invoices;
Admin Office;Tick the relevant box on the invoice entry form;ticks;relevant box on the invoice entry form;Ticks;relevant box on the invoice entry form;
Admin Office;Return to client via postal mail;returns to;client via postal mail;Returns to;client via postal mail;
Admin Office;Receive completed invoices;receives;completed invoices;Receives completed;invoices;
Mail Center;Open envelopes;opens;envelopes;;Open envelopes;
Mail Center;Categorise invoices;categorises;invoices;Categorises;invoices;
Admin Office;Check compliance;checks;compliance;Checks;compliance;
Admin Office;Attach invoice entry form to invoices;attaches;invoice entry form to invoices;Attaches;invoice entry form to invoices;
Admin Office;Check priority;checks;priority;Checks;priority;
Admin Office;Apply red stamp on invoice entry form;applies;red stamp on invoice entry form;Applies;red stamp on invoice entry form;
Admin Office;Sort invoices per client;sorts;invoices per client;;Sort invoices per client;
Admin Office;Sort invoices per vendor;sorts;invoices per vendor;;Sort invoices per vendor;
Admin Office;Send invoice to experienced staff;sends;invoice to|staff;Sends;invoice to experienced staff;
Admin Office;Call client for required information;calls;client for|information;Calls|requires;client|information;
Admin Office;Enter client/vendor information on the invoice entry form;enters;client|vendor information on the invoice entry form;Enters;client|vendor information on the invoice entry form;
Admin Office;Check service level agreements;checks;service level agreements;Checks;service level agreements;
Data Entry Office;Check priority;checks;priority;Checks;priority;
Data Entry Office;Look up vendor in SAP;looks up;vendor in SAP;Looks up;vendor in SAP;
Data Entry Office;Enter vendor number into invoice entry form;enters;vendor number into invoice entry form;Enters;vendor number into invoice entry form;
Data Entry Office;Resort invoices per Vendor;resorts;invoices per Vendor;;Resort invoices per Vendor;
Data Entry Office;Sort invoices based on invoice amount;bases on;Sort invoices|invoice amount;bases on;Sort invoices|invoice amount;
Data Entry Office;Enter invoice data;enters;invoice data;Enters;invoice data;
Data Entry Office;Tick invoice entered box on the invoice entry form;ticks;invoice entered box on the invoice entry form;enters;Tick invoice|box on the invoice entry form;
Master Data Enter Department;Check priority;checks;priority;Checks;priority;
Master Data Enter Department;Enter new vendor master record into SAP within 5days;enters;new vendor master record into SAP|days;Enters;new vendor master record into SAP within 5days;
Master Data Enter Department;Enter new vendor master record into SAP within 24 hours;enters;new vendor master record into SAP|hours;Enters;new vendor master record into SAP|hours;
Validation Office;Check priority;checks;priority;Checks;priority;
Validation Office;Sort invoices per client;sorts;Sort invoices per client;;Sort invoices per client;
Validation Office;Print invoices report from SAP;prints;invoices report from SAP;reports from;Print invoices|SAP;
Validation Office;Login to SAP;logins to;SAP;;Login to SAP;
Validation Office;Change status to validated;changes status to;validated;validates;Change status;
Validation Office;Send invoices to DEO;sends;invoices to DEO;Sends;invoices to DEO;
Registry;Pay invoices;pays;invoices;Pays;invoices;
Registry;Generate payment report;generates;payment report;Generates;payment report;
Registry;Send report to client;sends;report to client;Sends;report to client;
Registry;Send report to Registry Officer;sends;report to Registry Officer;Sends;report to Registry Officer;
Registry;Select paid invoces;selects paid;invoces;Selects paid;invoces;
Registry;Archive invoices per vendor;archives;invoices per vendor;;Archive invoices per vendor;
Registry;Archive invoices per payment date;archives;invoices per payment date;;Archive invoices per payment date;
Registry;Track original invoice;tracks;original invoice;;Track original invoice;
Registry;Compare invoice with invoice entry form;compares;invoice with invoice entry form;Compares;invoice with invoice entry form;
Registry;Send report to Accounts Receivable Department;sends;report to Accounts Receivable Department;Sends;report to Accounts Receivable Department;
Account Receivable Department;Generate monthly invoice;generates;monthly invoice;Generates;monthly invoice;
Account Receivable Department;Charge flat fee;charges;flat fee;;Charge flat fee;
Validation Office;Check invoice data for errors;checks;invoice data for errors;Checks;invoice data for errors;
Validation Office;Highlight errors on invoice entry form;highlights;errors on invoice entry form;;Highlight errors on invoice entry form;
Validation Office;Keep performance record of DEO;keeps;performance record of DEO;Keeps;performance record of DEO;
Admin Office;Return invoice to client via postal mail;returns;invoice to client|postal mail;;Return invoice to client via postal mail;
Admin Office;Send reminder letter;sends;reminder letter;Sends;reminder letter;
Admin Office;Send 2nd reminder letter;sends;2nd reminder letter;Sends;2nd reminder letter;
Data Entry Office;Generate Vendor master record request form;generates;Vendor master record request form;Generates;Vendor master record request form;
Data Entry Office;Staple form to invoice;staples;form to invoice;invoices;Staple form to;
Data Entry Office;Place form to invoice;places;form to invoice;;Place form to invoice;
Credit Company;Collect credit information;collects;credit information;Collects;credit information;
Credit Company;Assess risk;assesses;risk;Assesses;risk;
Credit Company;Request approval;requests;approval;;Request approval;
Credit Company;Accept credit;accepts;credit;Accepts;credit;
Credit Company;Reject credit;rejects;credit;Rejects;credit;
Order to Cash;Processing customer demand;processes;customer demand;;Processing customer demand;
Order to Cash;Sell product to customer;sells;product to customer;Sells;product to customer;
Make to Inventory;Determine demanded components according to planning;determines demanded;demanded components according to planning;Determines demanded|accords to;components|planning;
Make to Inventory;Purchase missing parts and put on stock;"purchases;puts on";"missing parts;stock";misses|puts on;Purchase|parts|stock;
Production;Perform production;performs;production;Performs;production;
Production;Perform quality checks;performs;quality checks;Performs;quality checks;
Production;Fill product into a packaging;fills;product into a packaging;Fills;product into a packaging;
Production;Pack and label product;packs|labels;product;labels;Pack|product;
Production;Transport product to the warehouse;transports;product to the warehouse;;Transport product to the warehouse;
Production;Perform follow-up production;performs;follow-up production;Performs;follow-up production;
Teacher;Check process model;checks;process model;Checks;process model;
Teacher;Assign penalty points;assigns;penalty points;Assigns;penalty points;
Teacher;Check process assign points;checks;process|points;Checks;process assign points;
Teacher;Consult project, check progress;consults;project|progress;checks;Consult project|progress;
Team;Agree on team field;agrees on;team field;Agrees on;team field;
Team;Analyse field and identify process;"analyses;identifies";"field;process";Analyses|identifies;field|process;
Team;Assign roles in team;assigns;roles in team;Assigns;roles in team;
Team;Present the project;presents;project;Presents;project;
Student;Join team;joins;team;Joins;team;
Student;Create one process model;creates;process model;Creates;process model;
Student;Fix process until next session;fixes;process until next session;Fixes;process until next session;
Student;Extend their process to L 2,3;extends;process to L 2,3;Extends;process to L 2,3;
Student;perform work according to the role;performs;work according to the role;performs|accords to;work|role;
Client;Deposit amount of money;deposits;amount of money;;Deposit amount of money;
Client;Withdraw amount of money;withdraws;amount of money;Withdraws;amount of money;
Client;Transfer amount of money;transfers;amount of money;;Transfer amount of money;
Client;Provide Further Information;provides;Further Information;Provides;Further Information;
Client;Cancel the order;cancels;order;Cancels;order;
Client;Receive invoice;receives;invoice;Receives;invoice;
Bank Agent;Enter the required transaction details;enters;transaction details;Enters|requires;transaction details;
Bank Agent;Enter client's account details;enters;client's account details;Enters;client's account details;
Bank Agent;Notify the client of problem;notifies;client of problem;Notifies;client of problem;
Bank Agent;Notify client of complete transaction;notifies;client of complete transaction;Notifies;client of complete transaction;
Bank System;Check Client's account details;checks;Client's account details;Checks;Client's account details;
Bank System;Add amount of money deposit to account;adds;amount of money deposit;Adds;amount of money deposit to account;
Bank System;transfer amount of money to account;accounts;transfer amount of money;;transfer amount of money to account;
Bank System;Check account balance;checks;account balance;Checks;account balance;
Bank System;Withdraw amount from account;withdraws;amount from account;Withdraws;amount from account;
Bank System;Issue invoice;issues;invoice;;Issue invoice;
Business Analyst;Collect data conduct business analysis regarding customer feedback;collects;data conduct business analysis regarding customer feedback;Collects|conducts|regards;data|business analysis|customer feedback;
Business Analyst;Check design and provide feedback;"checks;provides";"design;feedback";Checks|provides;design|feedback;
Web Designer;Change design;changes;design;;Change design;
PHP Specialist;Integrate with the overall implemenation;integrates with;overall implemenation;Integrates with;overall implemenation;
PHP Specialist;Adjust according to test results;adjusts according to;test results;Adjusts according to;test results;
Tester;Test the final website to make sure everything is going well;tests;final website;Tests|makes|is going;final website to|sure everything;
Tester;provide test results;provides;test results;provides;test results;
Business Analyst;Collect data conduct business analysis regarding customer service;collects;data conduct business analysis regarding customer service;Collects|conducts|regards;data|business analysis|customer service;
Marketing Manager;Create and provide information about the company;creates|provides;information about the company;Creates|provides;information about the company;
IT Staff Member;Create community groups on Facebook, Twitter and Myspace;creates;community groups on Facebook,Twitter and Myspace;Creates;community groups on Facebook|Twitter|Myspace;
IT Staff Member;Add provided information to the created groups;adds provided;information;Adds provided|creates;information|groups;
IT Staff Member;Add the provided information to the community;adds;information to the community;Adds|provides;information to the community;
IT Staff Member;Add new information as soon as Received;adds;new information;Adds|Receiveds;new information;
Company's Spokesperson;Inquire about PRWeb press release services and prices for company's specific requirements;inquires about;PRWeb press release services|prices for company's specific requirements;Inquires about;PRWeb press release services|prices for company's specific requirements;
Company's Spokesperson;Make an order for the specific first run press release;makes;order for the specific first run press release;Makes;order for the specific first run press release;
PRWeb Representative;Send back information regarding the requested requirements;sends;back information regarding the requested requirements;Sends|regards|requests;back information|requirements;
PRWeb Representative;Place an order for a fist run press release with the detailed company info;places;order for a fist run press release with the detailed company info;Places;order for a fist run press release with the detailed company info;
PRWeb Services Headquarters;Run the first press release for the company;runs;first press release for the company;Runs;first press release for the company;
Business Analyst;Collect data about company's products conduct business analysis;collects;data about company|products|business analysis;Collects|conducts;data about company's products|business analysis;
Web Designer;Integrate Design and decide where such data should be placed;"integrates;decides";"Design;where such data should be placed";Integrates|decides|is placed;Design|where such data;
Marketing Manager;collect data and conduct business analysis covering all aspects about company's products;"collects;conducts";data|business analysis covering all aspects about company's products;collects|conducts|covers;data|business analysis|aspects about company's products;
Marketing Manager;create written material for the leaflet;creates;written material for the leaflet;creates written;material for the leaflet;
Marketing Manager;create written material for the whitepaper;creates;written material for the whitepaper;creates written;material for the whitepaper;
Graphic Designer;create graphics and develop design for the leaflet;"creates;develops";"graphics;design for the leaflet";creates|develops;graphics|design for the leaflet;
Graphic Designer;create graphics and develop design for the whitepaper;"creates;develops";"graphics;design for the whitepaper";creates|develops;graphics|design for the whitepaper;
Printing house;Print leaflets as ordered;prints;leaflets;orders;Print leaflets;
IT Staff Member;Integrate the whitepaper with company's website;integrates;whitepaper with company's website;Integrates;whitepaper with company's website;
Company Representative;Define the Audience;defines;Audience;Defines;Audience;
Company Representative;Develop a Concept;develops;Concept;Develops;Concept;
Company Representative;Upload to Youtube;uploads to;Youtube;Uploads to;Youtube;
Camera man;Shoot Video;shoots;Video;Shoots;Video;
Graphic designer;Create Graphics;creates;Graphics;Creates;Graphics;
Sound editor;Record Narration;records;Narration;;Record Narration;
Sound editor;Find or create Music;finds;Music;Finds|creates;Music;
Executive producer/Director;Capture Video to Computer;captures;Video to Computer;Captures;Video to Computer;
Executive producer/Director;Import Audio: Narration, Music and Sound Effects;imports;Audio|Narration|Music|Sound Effects;;Import Audio|Narration|Music|Sound Effects;
Executive producer/Director;Import Graphics;imports;Graphics;;Import Graphics;
Executive producer/Director;Create Titles, Subtitles, Credits;creates;Titles|Subtitles|Credits;Creates;Titles|Subtitles|Credits;
Executive producer/Director;Edit it all together;edits;it all together;Edits;;
Advertisments Advisor;Determine the Form or Style;determines;Form|Style;Determines;Form|Style;
Advertisments Advisor;Write the Script;writes;Script;Writes;Script;
Advertisments Advisor;Create a Storyboard;creates;Storyboard;Creates;Storyboard;
Customer;bring computer for checking;brings;computer for checking;brings;computer for checking;
Customer;deciding if the cost is low;decides;cost;decides if|is;cost;
Customer;Deciding to repair;decides to;repair;Decidings|repairs;;
Customer;going home without fixing the computer;goes;computer;goes|fixes;computer;
Customer;Getting back computer;gets;back computer;Gettings;back computer;
Customer;Paying for the repair;pays for;repair;Payings for;repair;
Customer;GOING HOME;goes;Home;GOINGs;;
CSR;Checking defecrive computer;checks;defecrive computer;Checkings;defecrive computer;
CSR;calculate and send price offer;calculates|sends;price offer;calculates|sends;price offer;
CSR;getting computer for repairing;gets;computer for repairing;gets|repairs;computer;
CSR;check and repair the hardware;checks|repairs;hardware;checks|repairs;hardware;
CSR;proper system functionality is tested;is tested;proper system functionality;is tested;proper system functionality;
CSR;checks and configures the software;checks|configures;software;configures;checks|software;
CSR;repair is finished;is finished;repair;is finished;repair;
CSR;another arbitrary repair activity is executed;is executed;arbitrary repair activity;is executed;arbitrary repair activity;
Pit's Store;Update the online cataloge;updates;online cataloge;Updates;online cataloge;
Pit's Store;checks available bikes by the envisioned conf.;checks;available bikes by the envisioned conf.;checks|envisions;available bikes|conf;
Pit's Store;Offer a test ride;offers;test ride;Offers;test ride;
Pit's Store;Don't offer a test ride;offers;test ride;Dos|offers;test ride;
Pit's Store;final configuration price offer;;final configuration price offer;;final configuration price offer;
Pit's Store;Close the deal;closes;deal;Closes;deal;
Pit's Store;Don't close the deal;does not close;deal;Dos|closes;deal;
Pit's Store;Get customer concent;gets;customer concent;Gets;customer concent;
Pit's Store;Contact customer to pick up bike;contacts;customer to pick up bike;picks up;Contact customer to|bike;
Pit's Store;Give the customer the bike;gives;customer the bike;Gives;customer the bike;
Pit's Store;Get Bike;gets;Bike;Gets;Bike;
Pit's Store;starting cancellation;starts;cancellation;starts;cancellation;
Pit's Store;get refunds from Fami except of cancellation fee;gets;refunds from Fami except cancellation fee;gets;refunds from Fami except of cancellation fee;
Pit's Store;Returning payment to customer;returns;payment to customer;Returnings;payment to customer;
Fami;send payments;sends;payments;sends;payments;
Customer;Intend to Order a bike;intends to order;bike;Intends|Orders;bike;
Customer;Decide of final configuration;decides of;final configuration;Decides of;final configuration;
Customer;Don't want to Order from Pit;wants;Pit;Dos|wants|Orders from;Pit;
Customer;Accept price;accepts;price;Accepts;price;
Customer;Bargain about price;bargains about;price;;Bargain about price;
Customer;stop negotiation and don't order;stops;negotiation;stops|does|orders;negotiation;
Customer;Pick up bike;picks up;bike;Picks up;bike;
Customer;Get payment back;gets;payment;Gets;payment;
Pit's Store;accept the deal;accepts;deal;accepts;deal;
Fami;Update Website;updates;Website;;Update Website;
Customer;test ride;tests;ride;;test ride;
Pit's Store;waiting for new bike with updated conf.;waits for;new bike with updated conf;waits for|updates;new bike|conf;
Pit's Store;Receive monthly payment;receives;monthly payment;Receives;monthly payment;
Pit's Store;checking if can be cancelled/ updated;checks;if can be cancelled/ updated;checks if|is cancelled|updates;;
Teacher;Assign team to student;assigns;team to student;Assigns;team to student;
Teacher;Consult;consults;;Consults;;
Teacher;Check progress;checks;progress;Checks;progress;
Student;Fix the process until next session;fixes;process until next session;Fixes;process until next session;
Student;Extend their process to Level 2,3;extends;process to Level 2;Extends;process to Level 2,3;
Student;Perform a work according to the role;performs;work according to role;Performs|accords to;work|role;
Team;Analyse field and identify processes;"analyses;identifies";"field;processes";Analyses|identifies;field|processes;
Team;present the project;presents;project;presents;project;
Marketing;Analyze market;analyzes;market;Analyzes;market;
Marketing;Send offer to potential client;sends;offer to potential client;Sends;offer to potential client;
Marketing;Prepare portfolio presentation;prepares;portfolio presentation;Prepares;portfolio presentation;
Marketing;Inform management about potential client's responses;informs;management about potential client's responses;Informs;management about potential client's responses;
Management;New client needed;needs;New client;needs;New client;
Management;Analyze responses and start negotiation;"analyzes;starts";"responses;negotiation";Analyzes|starts;responses|negotiation;
Management;Prepare contract for sign;prepares;contract for sign;Prepares;contract for sign;
Management;Analyze reasons and learn a lesson;"analyzes;learns";"reasons;lesson";Analyzes|learns;reasons|lesson;
Management;Sign contract;signs;contract;;Sign contract;
Management;Analyze request;analyzes;request;Analyzes;request;
Finance;find finance resources;finds;finance resources;finds;finance resources;
Finance;Pay invoice;pays;invoice;Pays;invoice;
IT Department;Analyze request;analyzes;request;Analyzes;request;
IT Department;Edit and complete request;edits|completes;request;Edits;complete request;
IT Department;fullfil form and send request to management;"fulfills;sends";form|request to management;sends;fullfil form|request to management;
IT Department;prepare order;prepares;order;prepares;order;
IT Department;receive hw and invoice;receives;hw|invoice;receives;hw|invoice;
Technician;travel by car;travels by;car;;travel by car;
Technician;analyze problem;analyzes;problem;analyzes;problem;
Technician;fix problem;fixes;problem;;fix problem;
Technician;call operator;calls;operator;;call operator;
Technician;give customer invoice;gives;customer invoice;gives;customer invoice;
Technician;accept assignment;accepts;assignment;accepts;assignment;
Technician;select car;selects;car;;select car;
Technician;travel by bus;travels by;bus;;travel by bus;
Operator;understand customers problem;understands;customers problem;understands;customers problem;
Operator;select appropriate technician;selects;appropriate technician;selects;appropriate technician;
Operator;check technicians report;checks;technicians report;;check technicians report;
Operator;close problem;closes;problem;;close problem;
Operator;store problem details into database;stores;problem details into database;;store problem details into database;
Operator;arrange new meeting;arranges;new meeting;arranges;new meeting;
Finance;calculate reward;calculates;reward;calculates;reward;
Finance;pay reward;pays;reward;pays;reward;
HR;Dismiss employee;dismisses;employee;Dismisses;employee;
HR;provide training;provides;training;provides;training;
Management;Check employee performance;checks;employee performance;Checks;employee performance;
Management;Suggest for reward;suggests for;reward;Suggests for;reward;
Management;Suggest training;suggests;training;Suggests;training;
Management;Suggest employee dismissal;suggests;employee dismissal;Suggests;employee dismissal;
Management;Choose appropriate benefit;chooses;appropriate benefit;Chooses;appropriate benefit;
Management;Announce employee of the month;announces;employee of the month;Announces;employee of the month;
Management;Prepare timetable for next 2 weeks;prepares;timetable for next 2 weeks;Prepares;timetable|weeks;
Management;check volume of work required;checks;volume of work;checks|requires;volume of work;
Management;check workers availability;checks;workers availability;checks;workers availability;
Management;publish timetable;publishes;timetable;publishes;timetable;
Management;fill shift sheet;fills;shift sheet;fills;shift sheet;
Management;publish shift schedule;publishes;shift schedule;publishes;shift schedule;
Support line;fullfil availability;fulfills;availability;;fullfil availability;
Data entry officer;Process invoices;processes;invoices;;Process invoices;
Data entry officer;collect allocated invoices;collects;allocated invoices;collects allocated;invoices;
Data entry officer;find out urgent invoice;finds out;urgent invoice;finds out;urgent invoice;
Data entry officer;Process immediately;processes;immediately;;Process;
Data entry officer;Put in high priority outbox;puts in;high priority outbox;Puts in;high priority outbox;
Data entry officer;Look up vendor in SAP;looks up;vendor in SAP;Looks up;vendor in SAP;
Data entry officer;Complete vendor master record request form;completes;vendor master record request form;;Complete vendor master record request form;
Data entry officer;add vendor number to invoice;adds;vendor number to invoice;adds;vendor number to invoice;
Data entry officer;put in dedicatied boutbox for master record;puts in;dedicatied boutbox for master record;puts in;dedicatied boutbox for master record;
Data entry officer;staple the form to invoice;staples;form to invoice;staples;form to invoice;
Data entry officer;Sort invoice;sorts;invoice;;Sort invoice;
Data entry officer;Sort per vendor;sorts per;vendor;;vendor;
Data entry officer;Sort by amount;sorts by;amount;Sorts by;amount;
Data entry officer;Entry data;;Entry data;;Entry data;
Data entry officer;Occasionally take invoice to outbox;takes;invoice to outbox;takes;invoice to outbox;
Master data entry department;Check urgency;checks;urgency;Checks;urgency;
Master data entry department;Create master data record;creates;master data record;Creates;master data record;
Mail center;Collect invoice with request;collects;invoice with request;Collects;invoice with request;
Mail center;collect urgent invoice every hour;collects;urgent invoice every hour;collects;urgent invoice every hour;
Mail center;take to mater record department;takes to;mater record department;takes to;mater record department;
Mail center;Collect invoice every hour;collects;invoice every hour;Collects;invoice every hour;
Registry;Achive paid invoice per vendor;archives;paid invoice per vendor;pays;Achive|invoice per vendor;
Registry;archive paid invoice per payment data;archives;paid invoice per payment data;pays;archive|invoice per payment data;
Registry;Receive request from client;receives;request from client;Receives;request from client;
Registry;Locate requested invoice;locates;requested invoice;Locates requested;invoice;
Accounts Receivable Department;Generate monthly invoice;generates;monthly invoice;Generates;monthly invoice;
Payment office;automate pay;automates;pay;automates;pay;
Payment office;Generate payment report;generates;payment report;Generates;payment report;
Payment office;sent to client, accouts receivable department and registry;sends to;client|accouts receivable department|registry;sends to;client|accouts receivable department|registry;
Admin Officer;sort invoice per client;sorts;invoice per client;;sort invoice per client;
Admin Officer;Staple invoice entry form;staples;invoice entry form;;Staple invoice entry form;
Admin Officer;Entry information to invoice entry form;entries;information to invoice entry form;;Entry information to invoice entry form;
Admin Officer;check the completeness and tick relievant box;"checks;ticks";"completeness;tick relievant box";checks;completeness|tick relievant box;
Admin Officer;Check in a Excel file;checks in;Excel file;Checks in;Excel file;
Admin Officer;entry date of processing;;entry date of processing;;entry date of processing;
Admin Officer;Check if invoice is urgent;checks;invoice;Checks if|is;invoice;
Admin Officer;Put a red stamp on invoice entry form;puts;red stamp on invoice entry form;Puts;red stamp on invoice entry form;
Admin Officer;Check compliance;checks;compliance;Checks;compliance;
Admin Officer;Check if knowS SLA;checks;SLA;Checks if|knowSs;SLA;
Admin Officer;Batched invoices;;Batched invoices;Batcheds;invoices;
Admin Officer;Consider to handle;considers to handle;;Considers|handles;;
Admin Officer;Sent back to client for completion;sends;client for completion;Sents;client for completion;
Admin Officer;Call client;calls;client;Calls;client;
Admin Officer;sent to experienced SSP members;sends to;SSP members;sends to;experienced SSP members;
Admin Officer;sent a remainder letter;sends;remainder letter;sends;remainder letter;
Admin Officer;follow-up by telephone;follow-ups by;telephone;;follow-up by telephone;
Vaidation officer;sort invoice;sorts;invoice;;sort invoice;
Vaidation officer;print a report;prints;report;prints;report;
Vaidation officer;Compare details of report with invoice;compares;details of report with invoice;Compares;details of report with invoice;
Vaidation officer;Highlight errors;highlights;errors;;Highlight errors;
Vaidation officer;sent back to the data entry officer;sends;data entry officer;sends;data entry officer;
Vaidation officer;keep a record of the officer's mistake number;keeps;record of the officer's mistake number;keeps;record of the officer's mistake number;
Vaidation officer;check box 'invoice entered corredtly;checks;box's invoice;checks|enters;box|invoice;
Vaidation officer;Check urgency;checks;urgency;Checks;urgency;
Vaidation officer;Process firstly;processes;firstly;;Process;
Mail center;Open envelopes;opens;envelopes;;Open envelopes;
Mail center;Categorised invoices;;Categorised invoices;Categoriseds;invoices;
Parts Provision Team;Parts in Stock;;Parts in Stock;;Parts in Stock;
Parts Provision Team;PPT requests authorisation for extra Part(s);;PPT requests authorisation for extra Part;requests;PPT|authorisation for extra Part;
Parts Provision Team;Authorisation given;gives;Authorisation;gives;Authorisation;
Parts Provision Team;requested from stock;requests from;stock;requests from;stock;
Parts Provision Team;Request authorisation for additional part(s);requests;authorisation for additional part;Requests;authorisation for additional part;
Parts Provision Team;Authorisation given;gives;Authorisation;gives;Authorisation;
Service Team;Request additional part(s);requests;additional part;Requests;additional part;
Service Team;Service the Vehicle;services;Vehicle;;Service the Vehicle;
Service Team;Stop Work;stops;Work;Stops;Work;
Parts Provision Team;Customer details recorded;records;Customer details;records;Customer details;
Parts Provision Team;Part(s) available for collection;;Parts available for collection;;Part|collection;
Parts Provision Team;Customer agrees to buy;agrees;Customer;agrees|buys;Customer;
Parts Provision Team;PPT confirms / identifies the Part(s);confirms|identifies;Part;confirms|identifies;PPT|Part;
Parts Provision Team;Check Stock;checks;Stock;Checks;Stock;
Teacher;check process;checks;process;;check process;
Teacher;assign penalty points;assigns;penalty points;assigns;penalty points;
Teacher;Check process;checks;process;Checks;process;
Teacher;Assign possitive reports;assigns;possitive reports;Assigns;possitive reports;
Teacher;Consult project;consults;project;;Consult project;
Student;fix the process;fixes;process;fixes;process;
Student;extend process to level 2,3;extends;process to level 2,3;extends;process to level 2,3;
Student;Join Team;joins;Team;Joins;Team;
Student;Create process model;creates;process model;Creates;process model;
Student;Perform work according to role;performs;work according to role;Performs|accords to;work|role;
Team;Agree to domain;agrees to;domain;Agrees to;domain;
Team;Analyze domain;analyzes;domain;Analyzes;domain;
Team;identify processes;identifies;processes;identifies;processes;
Team;Assign roles;assigns;roles;Assigns;roles;
Team;present project;presents;project;;present project;
Administrative;Receive problem message;receives;problem message;Receives;problem message;
Administrative;Create report;creates;report;Creates;report;
Administrative;Contact customer;contacts;customer;;Contact customer;
Administrative;Receive answer;receives;answer;Receives;answer;
Administrative;Close problem;closes;problem;;Close problem;
Administrative;Send answer;sends;answer;Sends;answer;
IT analyst;Analyze report;analyzes;report;Analyzes;report;
IT analyst;Check ticket;checks;ticket;Checks;ticket;
IT analyst;Create ticket;creates;ticket;Creates;ticket;
IT specialist;Open ticket;opens;ticket;;Open ticket;
IT specialist;Solve task;solves;task;Solves;task;
IT specialist;Testing;;Testing;;Testing;
IT specialist;Close ticket;closes;ticket;;Close ticket;
IT specialist;Make documentation;makes;documentation;Makes;documentation;
Inspection team member;Prepare, read the materials;prepares;materials;Prepares|reads;materials;
Inspection team member;Exam product;exams;product;;Exam product;
Inspection team member;Send anomalies;sends;anomalies;Sends;anomalies;
Inspection team member;Write down defect;writes down;defect;Writes down;defect;
Inspection team member;Defect summary;;Defect summary;;Defect summary;
Lead inspector;Receive inspection request;receives;inspection request;Receives;inspection request;
Lead inspector;Plan inspection;plans;inspection;;Plan inspection;
Lead inspector;Select people;selects;people;Selects;people;
Lead inspector;Distribute materials;distributes;materials;Distributes;materials;
Lead inspector;Create final report;creates;final report;Creates;final report;
Lead inspector;Send final report;sends;final report;Sends;final report;
Lead inspector;Receive new materials;receives;new materials;Receives;new materials;
Lead inspector;Report material anomalies;reports;material anomalies;;Report material anomalies;
Finance;check solvency;checks;solvency;checks;solvency;
Finance;sending invoice;sends;invoice;sends;invoice;
Finance;check status of payment;checks;status of payment;checks;status of payment;
Finance;check number of reminder;checks;number of reminder;checks;number of reminder;
Finance;close order;closes;order;;close order;
Finance;suing the customer;sues;customer;sues;customer;
Finance;prepare a reminder;prepares;reminder;prepares;reminder;
Finance;prepare letter of refusal;prepares;letter of refusal;prepares;letter of refusal;
Sales;check customer;checks;customer;checks;customer;
Sales;create new customer ID;creates;new customer ID;creates;new customer ID;
Sales;check customer status;checks;customer status;checks;customer status;
Sales;prepare a letter;prepares;letter;prepares;letter;
Production;produce product;produces;product;produces;product;
Dispatch;sending products;sends;products;sends;products;
warehouse;check stock;checks;stock;checks;stock;
warehouse;products will be packed;packs;products;is packed;products;
Sender;Maximize conference screen;maximizes;conference screen;Maximizes;conference screen;
Sender;Adjust volume;adjusts;volume;Adjusts;volume;
Sender;Stop video streaming;stops;video streaming;Stops;video streaming;
Sender;Mute call;mutes;Mute call;calls;Mute;
Sender;Un-mute call;un-mutes;Un-mute call;;Un-mute call;
